location,day_of_week,is_payday,is_holiday,base_demand,demand_forecast
Walvis_Bay,2,1,0,100,206
Oshakati,6,1,0,80,186
Walvis_Bay,0,0,0,100,104
Windhoek_CBD,6,0,0,150,169
Oshakati,0,0,0,80,82
Walvis_Bay,3,1,0,100,185
Windhoek_CBD,1,0,0,150,126
Walvis_Bay,1,0,0,100,113
Windhoek_CBD,5,0,0,150,179
Walvis_Bay,5,0,0,100,157
Rundu,3,0,0,70,73
Rundu,5,0,0,70,80
Katima_Mulilo,4,1,0,60,176
Oshakati,5,0,0,80,107
Oshakati,3,0,0,80,51
Rundu,1,1,0,70,161
Katima_Mulilo,2,0,0,60,59
Katima_Mulilo,2,0,0,60,47
Katima_Mulilo,2,0,0,60,62
Windhoek_CBD,4,0,0,150,144
Rundu,5,0,0,70,104
Walvis_Bay,4,0,0,100,116
Windhoek_CBD,1,0,0,150,162
Walvis_Bay,4,1,1,100,250
Walvis_Bay,6,0,0,100,125
Windhoek_CBD,5,0,0,150,179
Windhoek_CBD,1,1,0,150,279
Walvis_Bay,1,0,0,100,114
Rundu,0,0,0,70,71
Rundu,1,0,0,70,54
Windhoek_CBD,5,0,0,150,185
Rundu,2,0,0,70,89
Katima_Mulilo,3,1,0,60,149
Windhoek_CBD,2,0,0,150,136
Walvis_Bay,5,0,0,100,125
Katima_Mulilo,6,0,0,60,124
Windhoek_CBD,6,1,0,150,300
Walvis_Bay,3,0,0,100,103
Katima_Mulilo,0,0,0,60,53
Oshakati,0,0,0,80,84
Rundu,4,1,0,70,176
Walvis_Bay,1,0,0,100,119
Rundu,1,0,0,70,67
Katima_Mulilo,3,1,0,60,173
Windhoek_CBD,0,0,0,150,137
Walvis_Bay,1,0,0,100,114
Katima_Mulilo,6,0,0,60,90
Walvis_Bay,4,0,0,100,73
Walvis_Bay,4,1,0,100,213
Windhoek_CBD,2,0,0,150,140
Rundu,4,1,0,70,181
Oshakati,4,0,0,80,67
Katima_Mulilo,3,0,0,60,64
Oshakati,6,0,0,80,111
Katima_Mulilo,0,1,0,60,169
Windhoek_CBD,0,0,0,150,162
Rundu,5,0,0,70,124
Oshakati,2,0,1,80,148
Windhoek_CBD,0,0,0,150,141
Windhoek_CBD,2,1,0,150,254
Walvis_Bay,3,0,0,100,82
Rundu,4,0,0,70,67
Oshakati,6,0,0,80,126
Oshakati,6,0,0,80,93
Walvis_Bay,6,0,0,100,143
Katima_Mulilo,6,1,0,60,207
Windhoek_CBD,0,0,0,150,146
Windhoek_CBD,3,0,0,150,138
Walvis_Bay,2,0,0,100,118
Katima_Mulilo,6,0,0,60,89
Rundu,4,0,0,70,74
Rundu,5,0,0,70,106
Rundu,2,0,0,70,83
Walvis_Bay,5,0,0,100,153
Walvis_Bay,3,0,0,100,93
Oshakati,6,0,0,80,96
Rundu,4,0,0,70,62
Oshakati,5,0,0,80,98
Windhoek_CBD,6,0,0,150,164
Windhoek_CBD,3,0,0,150,173
Rundu,2,0,0,70,66
Katima_Mulilo,1,1,0,60,149
Walvis_Bay,3,0,0,100,80
Rundu,2,0,0,70,47
Oshakati,6,0,0,80,105
Walvis_Bay,4,0,0,100,90
Rundu,4,0,0,70,70
Rundu,5,1,0,70,197
Walvis_Bay,5,1,0,100,235
Katima_Mulilo,0,0,0,60,78
Oshakati,6,1,0,80,216
Windhoek_CBD,4,0,0,150,147
Rundu,2,0,0,70,87
Windhoek_CBD,3,0,1,150,195
Oshakati,4,0,0,80,67
Oshakati,6,0,0,80,101
Windhoek_CBD,1,0,0,150,144
Oshakati,1,0,0,80,105
Katima_Mulilo,5,1,0,60,204
Windhoek_CBD,1,0,0,150,182
Walvis_Bay,2,0,0,100,108
Windhoek_CBD,1,0,0,150,151
Windhoek_CBD,1,1,0,150,243
Katima_Mulilo,1,0,0,60,48
Katima_Mulilo,0,0,0,60,73
Walvis_Bay,6,0,0,100,116
Rundu,6,0,0,70,61
Walvis_Bay,5,0,0,100,139
Rundu,3,0,0,70,63
Katima_Mulilo,5,0,0,60,91
Katima_Mulilo,2,0,0,60,87
Katima_Mulilo,3,0,0,60,65
Windhoek_CBD,1,1,0,150,269
Windhoek_CBD,0,1,0,150,224
Oshakati,6,0,0,80,98
Katima_Mulilo,0,1,1,60,210
Walvis_Bay,0,0,0,100,105
Oshakati,6,0,0,80,108
Windhoek_CBD,3,1,0,150,258
Katima_Mulilo,0,0,1,60,93
Katima_Mulilo,2,0,0,60,78
Katima_Mulilo,4,0,0,60,76
Walvis_Bay,0,0,0,100,110
Walvis_Bay,2,0,0,100,92
Rundu,2,0,0,70,68
Windhoek_CBD,5,0,0,150,174
Katima_Mulilo,6,0,0,60,109
Rundu,6,0,0,70,95
Oshakati,3,0,0,80,86
Windhoek_CBD,0,0,0,150,173
Walvis_Bay,0,0,0,100,87
Oshakati,6,0,0,80,128
Oshakati,3,1,0,80,181
Walvis_Bay,6,0,0,100,127
Oshakati,6,1,0,80,215
Rundu,3,1,0,70,182
Walvis_Bay,0,0,0,100,122
Oshakati,6,1,0,80,221
Katima_Mulilo,5,0,0,60,82
Katima_Mulilo,1,0,1,60,127
Oshakati,5,0,0,80,127
Rundu,5,0,0,70,100
Katima_Mulilo,4,0,0,60,45
Rundu,3,0,0,70,68
Rundu,6,0,0,70,96
Oshakati,2,0,0,80,85
Oshakati,2,1,0,80,217
Windhoek_CBD,1,0,0,150,115
Katima_Mulilo,6,0,0,60,99
Walvis_Bay,5,0,0,100,141
Walvis_Bay,2,0,0,100,92
Rundu,2,1,0,70,177
Windhoek_CBD,4,0,0,150,160
Katima_Mulilo,2,0,0,60,59
Walvis_Bay,6,0,0,100,112
Walvis_Bay,6,1,0,100,224
Windhoek_CBD,0,1,0,150,264
Oshakati,6,0,0,80,116
Windhoek_CBD,1,0,0,150,173
Windhoek_CBD,0,0,0,150,129
Windhoek_CBD,5,0,0,150,172
Walvis_Bay,5,0,0,100,112
Rundu,5,0,0,70,86
Katima_Mulilo,6,0,0,60,89
Rundu,2,0,0,70,55
Walvis_Bay,5,0,0,100,125
Katima_Mulilo,3,0,1,60,85
Walvis_Bay,0,0,0,100,91
Katima_Mulilo,2,0,0,60,57
Rundu,4,0,0,70,77
Oshakati,0,1,0,80,223
Windhoek_CBD,3,0,0,150,133
Walvis_Bay,4,0,0,100,96
Walvis_Bay,5,0,0,100,106
Oshakati,0,0,0,80,82
Katima_Mulilo,4,0,1,60,122
Oshakati,5,0,0,80,93
Oshakati,6,0,0,80,69
Windhoek_CBD,2,0,0,150,169
Windhoek_CBD,1,0,1,150,188
Katima_Mulilo,2,1,0,60,139
Katima_Mulilo,5,0,0,60,70
Katima_Mulilo,1,0,0,60,28
Oshakati,0,0,0,80,91
Oshakati,3,0,0,80,74
Katima_Mulilo,2,0,0,60,49
Walvis_Bay,1,1,0,100,221
Walvis_Bay,5,0,0,100,149
Katima_Mulilo,2,0,0,60,38
Windhoek_CBD,5,0,0,150,180
Oshakati,0,0,0,80,77
Oshakati,2,0,0,80,96
Katima_Mulilo,0,0,0,60,79
Walvis_Bay,1,0,0,100,89
Walvis_Bay,0,0,0,100,93
Rundu,6,0,0,70,85
Oshakati,4,0,0,80,86
Katima_Mulilo,2,1,0,60,170
Oshakati,3,1,0,80,182
Katima_Mulilo,5,0,0,60,96
Walvis_Bay,4,0,0,100,92
Windhoek_CBD,1,1,0,150,225
Katima_Mulilo,0,0,0,60,54
Oshakati,1,1,1,80,193
Walvis_Bay,6,1,1,100,316
Oshakati,5,0,0,80,88
Windhoek_CBD,4,1,0,150,246
Rundu,1,0,0,70,85
Rundu,0,0,0,70,43
Windhoek_CBD,4,0,0,150,161
Katima_Mulilo,6,0,0,60,80
Walvis_Bay,4,0,0,100,62
Oshakati,5,0,1,80,182
Windhoek_CBD,3,0,0,150,133
Katima_Mulilo,0,0,0,60,46
Oshakati,4,0,0,80,96
Oshakati,2,1,1,80,243
Walvis_Bay,2,0,0,100,93
Walvis_Bay,2,0,0,100,97
Rundu,0,1,0,70,169
Katima_Mulilo,6,0,0,60,108
Katima_Mulilo,4,0,0,60,86
Rundu,1,0,0,70,48
Rundu,1,0,0,70,82
Windhoek_CBD,6,0,0,150,170
Oshakati,6,0,0,80,86
Windhoek_CBD,6,0,0,150,192
Walvis_Bay,3,0,0,100,107
Rundu,6,0,0,70,79
Katima_Mulilo,0,0,0,60,81
Walvis_Bay,5,0,0,100,125
Rundu,0,0,0,70,60
Oshakati,1,0,0,80,69
Windhoek_CBD,1,0,0,150,146
Rundu,5,0,0,70,82
Katima_Mulilo,4,0,0,60,49
Walvis_Bay,6,0,0,100,122
Oshakati,5,1,0,80,217
Rundu,0,0,0,70,58
Katima_Mulilo,2,0,0,60,53
Rundu,1,0,0,70,73
Katima_Mulilo,5,0,0,60,79
Oshakati,3,0,0,80,63
Katima_Mulilo,6,0,0,60,65
Walvis_Bay,6,0,0,100,132
Windhoek_CBD,0,0,0,150,134
Walvis_Bay,0,0,0,100,109
Katima_Mulilo,5,0,0,60,85
Katima_Mulilo,6,0,0,60,91
Rundu,0,0,0,70,69
Windhoek_CBD,4,0,0,150,159
Katima_Mulilo,6,0,0,60,77
Katima_Mulilo,1,0,0,60,66
Walvis_Bay,1,0,0,100,98
Rundu,0,0,0,70,50
Walvis_Bay,4,0,0,100,117
Katima_Mulilo,4,0,0,60,73
Oshakati,5,0,0,80,115
Oshakati,3,1,0,80,162
Walvis_Bay,6,0,0,100,109
Katima_Mulilo,6,0,0,60,111
Katima_Mulilo,1,0,0,60,56
Katima_Mulilo,4,0,0,60,54
Oshakati,6,0,0,80,117
Windhoek_CBD,0,0,0,150,159
Oshakati,1,1,0,80,192
Walvis_Bay,3,1,0,100,192
Walvis_Bay,6,0,0,100,111
Katima_Mulilo,2,0,0,60,70
Katima_Mulilo,3,0,0,60,46
Katima_Mulilo,4,0,0,60,66
Windhoek_CBD,4,0,0,150,150
Windhoek_CBD,0,0,0,150,132
Windhoek_CBD,0,0,0,150,133
Rundu,0,0,0,70,76
Walvis_Bay,2,0,0,100,101
Walvis_Bay,6,0,0,100,139
Rundu,5,0,0,70,92
Katima_Mulilo,1,0,0,60,89
Windhoek_CBD,4,0,0,150,154
Walvis_Bay,3,0,0,100,108
Rundu,0,0,0,70,86
Windhoek_CBD,6,0,0,150,166
Oshakati,3,0,0,80,87
Oshakati,3,1,0,80,180
Rundu,0,0,0,70,77
Katima_Mulilo,1,0,0,60,67
Walvis_Bay,2,0,0,100,81
Rundu,6,0,0,70,101
Walvis_Bay,2,0,0,100,117
Windhoek_CBD,1,0,0,150,171
Windhoek_CBD,1,0,0,150,160
Oshakati,0,0,0,80,79
Oshakati,1,0,0,80,81
Walvis_Bay,2,0,0,100,109
Katima_Mulilo,2,0,0,60,56
Rundu,3,0,0,70,50
Windhoek_CBD,1,0,0,150,161
Katima_Mulilo,3,0,0,60,56
Oshakati,3,0,0,80,106
Walvis_Bay,2,0,1,100,153
Oshakati,6,0,0,80,128
Katima_Mulilo,4,0,0,60,34
Oshakati,2,0,0,80,100
Oshakati,2,0,0,80,68
Rundu,6,0,0,70,101
Windhoek_CBD,1,1,0,150,252
Walvis_Bay,1,0,0,100,93
Windhoek_CBD,4,0,0,150,144
Katima_Mulilo,1,0,0,60,81
Windhoek_CBD,3,0,0,150,151
Katima_Mulilo,3,0,0,60,59
Walvis_Bay,4,0,0,100,77
Walvis_Bay,2,0,0,100,103
Walvis_Bay,4,0,0,100,92
Walvis_Bay,0,0,0,100,90
Rundu,0,0,0,70,59
Rundu,1,0,0,70,69
Walvis_Bay,0,1,0,100,221
Katima_Mulilo,0,0,0,60,68
Katima_Mulilo,6,1,0,60,193
Katima_Mulilo,6,0,0,60,100
Katima_Mulilo,0,1,0,60,153
Windhoek_CBD,0,0,0,150,167
Walvis_Bay,3,0,0,100,109
Rundu,1,0,0,70,57
Katima_Mulilo,0,1,0,60,166
Rundu,6,0,0,70,98
Rundu,4,1,0,70,196
Windhoek_CBD,6,0,0,150,205
Katima_Mulilo,1,0,1,60,129
Windhoek_CBD,0,1,0,150,248
Oshakati,0,0,0,80,86
Katima_Mulilo,0,0,0,60,77
Oshakati,0,0,0,80,60
Windhoek_CBD,6,0,0,150,181
Rundu,0,0,0,70,80
Walvis_Bay,2,0,0,100,114
Walvis_Bay,5,0,0,100,137
Katima_Mulilo,4,1,0,60,153
Oshakati,4,0,0,80,78
Rundu,2,0,0,70,71
Oshakati,1,0,0,80,70
Rundu,1,0,0,70,59
Windhoek_CBD,3,0,0,150,137
Windhoek_CBD,4,0,1,150,213
Walvis_Bay,5,0,0,100,129
Walvis_Bay,2,0,0,100,80
Katima_Mulilo,5,0,0,60,76
Walvis_Bay,2,0,0,100,119
Oshakati,3,0,0,80,73
Oshakati,2,0,0,80,88
Walvis_Bay,6,0,0,100,151
Oshakati,3,1,0,80,169
Oshakati,6,0,0,80,128
Rundu,1,0,0,70,74
Katima_Mulilo,6,0,0,60,107
Windhoek_CBD,5,0,0,150,150
Oshakati,3,0,0,80,80
Rundu,6,0,0,70,116
Windhoek_CBD,4,0,0,150,177
Katima_Mulilo,4,0,0,60,78
Oshakati,2,0,0,80,96
Oshakati,0,0,0,80,82
Windhoek_CBD,4,0,0,150,160
Windhoek_CBD,3,0,0,150,168
Rundu,6,0,0,70,95
Rundu,2,0,0,70,60
Oshakati,4,0,0,80,89
Katima_Mulilo,6,0,0,60,99
Windhoek_CBD,3,0,0,150,144
Oshakati,3,0,0,80,71
Oshakati,0,0,0,80,59
Walvis_Bay,4,0,0,100,88
Walvis_Bay,0,0,0,100,110
Oshakati,6,0,0,80,121
Walvis_Bay,2,0,0,100,100
Rundu,4,0,0,70,45
Rundu,3,0,0,70,69
Walvis_Bay,5,0,0,100,162
Katima_Mulilo,2,1,1,60,225
Oshakati,1,0,0,80,91
Rundu,5,0,0,70,83
Windhoek_CBD,2,0,0,150,147
Katima_Mulilo,3,0,0,60,64
Windhoek_CBD,5,0,0,150,194
Oshakati,3,1,0,80,200
Rundu,0,0,0,70,53
Walvis_Bay,0,0,0,100,108
Rundu,2,0,0,70,71
Walvis_Bay,4,0,0,100,120
Katima_Mulilo,2,0,0,60,66
Windhoek_CBD,5,0,0,150,194
Katima_Mulilo,1,0,0,60,67
Oshakati,3,0,0,80,88
Oshakati,3,0,0,80,115
Rundu,2,0,0,70,85
Walvis_Bay,0,0,0,100,97
Walvis_Bay,2,1,0,100,158
Windhoek_CBD,4,0,0,150,133
Rundu,2,1,0,70,157
Windhoek_CBD,3,0,0,150,128
Rundu,1,0,0,70,62
Walvis_Bay,2,0,0,100,93
Walvis_Bay,0,0,0,100,98
Katima_Mulilo,2,0,0,60,61
Oshakati,2,0,0,80,71
Walvis_Bay,2,0,0,100,102
Walvis_Bay,2,0,0,100,74
Rundu,3,0,0,70,49
Walvis_Bay,0,0,0,100,104
Rundu,1,1,0,70,140
Walvis_Bay,0,1,0,100,214
Windhoek_CBD,2,0,0,150,145
Walvis_Bay,3,0,0,100,108
Windhoek_CBD,1,0,0,150,158
Katima_Mulilo,1,0,0,60,48
Rundu,1,0,0,70,78
Katima_Mulilo,6,0,0,60,87
Windhoek_CBD,2,0,0,150,160
Windhoek_CBD,1,0,0,150,172
Windhoek_CBD,0,1,0,150,242
Windhoek_CBD,3,0,0,150,165
Rundu,5,1,0,70,193
Oshakati,3,1,0,80,165
Walvis_Bay,6,0,0,100,136
Windhoek_CBD,6,0,0,150,200
Katima_Mulilo,6,0,0,60,77
Katima_Mulilo,2,0,0,60,61
Katima_Mulilo,2,0,0,60,43
Katima_Mulilo,0,0,0,60,65
Oshakati,4,0,1,80,123
Windhoek_CBD,6,0,0,150,183
Katima_Mulilo,4,0,0,60,58
Katima_Mulilo,6,0,1,60,132
Katima_Mulilo,2,0,0,60,50
Katima_Mulilo,0,0,0,60,63
Walvis_Bay,0,0,0,100,103
Windhoek_CBD,0,0,0,150,152
Walvis_Bay,1,0,0,100,73
Windhoek_CBD,2,1,0,150,245
Walvis_Bay,2,0,0,100,103
Windhoek_CBD,1,0,0,150,156
Katima_Mulilo,3,0,0,60,51
Katima_Mulilo,5,0,0,60,106
Katima_Mulilo,4,0,0,60,54
Rundu,3,0,0,70,84
Walvis_Bay,3,0,0,100,84
Rundu,3,0,0,70,73
Walvis_Bay,3,0,0,100,99
Oshakati,3,0,0,80,88
Katima_Mulilo,1,1,0,60,134
Rundu,5,0,0,70,91
Oshakati,6,1,0,80,229
Rundu,4,0,0,70,44
Katima_Mulilo,4,1,0,60,159
Rundu,5,0,0,70,82
Rundu,0,0,0,70,60
Rundu,0,0,0,70,69
Katima_Mulilo,3,0,0,60,91
Walvis_Bay,5,0,0,100,131
Rundu,5,0,0,70,132
Windhoek_CBD,5,0,0,150,181
Walvis_Bay,2,0,0,100,103
Katima_Mulilo,4,1,0,60,163
Windhoek_CBD,4,0,0,150,112
Oshakati,0,1,1,80,218
Walvis_Bay,6,0,0,100,151
Katima_Mulilo,2,0,0,60,71
Rundu,0,1,0,70,166
Katima_Mulilo,3,0,0,60,69
Windhoek_CBD,3,0,0,150,159
Windhoek_CBD,1,0,0,150,132
Katima_Mulilo,6,1,0,60,192
Walvis_Bay,4,0,0,100,91
Windhoek_CBD,5,0,0,150,193
Oshakati,3,0,0,80,84
Katima_Mulilo,1,0,0,60,54
Oshakati,1,0,0,80,59
Windhoek_CBD,1,1,0,150,242
Walvis_Bay,6,0,0,100,144
Oshakati,1,0,0,80,72
Walvis_Bay,2,0,0,100,98
Walvis_Bay,3,0,0,100,98
Windhoek_CBD,3,0,0,150,154
Katima_Mulilo,3,0,0,60,60
Oshakati,6,0,1,80,164
Oshakati,3,1,0,80,163
Rundu,0,0,1,70,126
Oshakati,4,0,0,80,47
Rundu,6,0,0,70,120
Windhoek_CBD,4,0,0,150,130
Walvis_Bay,5,0,0,100,133
Katima_Mulilo,5,0,0,60,75
Katima_Mulilo,6,1,0,60,202
Oshakati,4,1,0,80,195
Oshakati,3,0,0,80,82
Windhoek_CBD,3,1,0,150,254
Oshakati,2,0,1,80,119
Katima_Mulilo,1,0,0,60,52
Oshakati,6,0,0,80,87
Walvis_Bay,5,0,0,100,164
Oshakati,6,0,0,80,83
Walvis_Bay,3,0,0,100,94
Oshakati,4,0,0,80,82
Katima_Mulilo,4,0,0,60,52
Katima_Mulilo,3,0,0,60,91
Windhoek_CBD,2,0,0,150,144
Katima_Mulilo,2,0,0,60,73
Oshakati,3,0,0,80,42
Walvis_Bay,0,0,0,100,101
Walvis_Bay,1,0,0,100,116
Katima_Mulilo,1,1,0,60,169
Walvis_Bay,5,1,0,100,235
Windhoek_CBD,5,0,0,150,178
Katima_Mulilo,0,0,0,60,48
Katima_Mulilo,2,0,0,60,60
Windhoek_CBD,0,1,0,150,236
Walvis_Bay,6,0,0,100,139
Windhoek_CBD,3,0,0,150,156
Katima_Mulilo,2,0,0,60,52
Oshakati,4,1,0,80,163
Katima_Mulilo,3,0,0,60,40
Rundu,6,0,0,70,96
Rundu,5,0,0,70,91
Rundu,4,0,0,70,74
Oshakati,3,0,0,80,90
Rundu,1,0,0,70,31
Walvis_Bay,5,0,0,100,115
Windhoek_CBD,1,1,0,150,242
Walvis_Bay,3,0,0,100,93
Windhoek_CBD,2,0,0,150,140
Oshakati,5,0,0,80,125
Oshakati,0,0,0,80,75
Walvis_Bay,1,1,0,100,202
Katima_Mulilo,2,0,0,60,63
Windhoek_CBD,0,0,0,150,156
Walvis_Bay,0,0,0,100,116
Windhoek_CBD,3,0,0,150,153
Windhoek_CBD,3,0,0,150,166
Windhoek_CBD,2,0,0,150,169
Walvis_Bay,0,0,0,100,118
Windhoek_CBD,5,0,0,150,175
Walvis_Bay,0,0,0,100,116
Rundu,5,0,0,70,97
Walvis_Bay,5,0,0,100,154
Walvis_Bay,1,0,0,100,94
Oshakati,1,0,0,80,74
Rundu,2,0,0,70,55
Walvis_Bay,1,0,0,100,90
Katima_Mulilo,3,0,0,60,80
Katima_Mulilo,6,0,0,60,88
Rundu,0,0,0,70,70
Windhoek_CBD,3,0,0,150,153
Windhoek_CBD,6,0,0,150,164
Walvis_Bay,3,0,0,100,99
Walvis_Bay,6,0,0,100,142
Windhoek_CBD,3,0,0,150,137
Windhoek_CBD,1,0,0,150,146
Katima_Mulilo,1,0,0,60,69
Katima_Mulilo,3,0,0,60,47
Walvis_Bay,2,0,0,100,72
Walvis_Bay,0,0,0,100,116
Katima_Mulilo,6,0,0,60,113
Walvis_Bay,6,0,0,100,129
Walvis_Bay,1,1,0,100,209
Rundu,6,1,0,70,186
Walvis_Bay,4,0,0,100,74
Rundu,0,0,0,70,45
Oshakati,0,0,0,80,50
Katima_Mulilo,3,1,0,60,198
Rundu,0,0,0,70,72
Oshakati,4,0,0,80,75
Windhoek_CBD,5,0,0,150,152
Walvis_Bay,2,0,0,100,107
Walvis_Bay,2,0,0,100,122
Walvis_Bay,1,0,0,100,117
Rundu,4,0,0,70,65
Windhoek_CBD,1,1,0,150,246
Oshakati,1,0,0,80,68
Windhoek_CBD,6,0,0,150,185
Katima_Mulilo,0,1,0,60,171
Oshakati,5,0,0,80,130
Katima_Mulilo,3,0,0,60,65
Windhoek_CBD,6,0,0,150,174
Oshakati,6,0,0,80,114
Rundu,0,1,0,70,171
Oshakati,0,0,0,80,52
Katima_Mulilo,6,0,0,60,101
Walvis_Bay,4,0,0,100,78
Walvis_Bay,6,0,0,100,98
Windhoek_CBD,6,0,0,150,189
Rundu,0,0,0,70,77
Rundu,4,0,0,70,57
Walvis_Bay,0,1,0,100,191
Rundu,1,0,0,70,55
Oshakati,6,1,0,80,206
Rundu,0,1,0,70,161
Windhoek_CBD,4,0,0,150,138
Walvis_Bay,1,0,1,100,144
Walvis_Bay,1,0,0,100,97
Windhoek_CBD,2,0,0,150,166
Windhoek_CBD,0,0,1,150,192
Rundu,5,0,0,70,107
Oshakati,3,0,0,80,97
Oshakati,3,0,0,80,73
Katima_Mulilo,2,1,0,60,133
Katima_Mulilo,0,0,0,60,47
Walvis_Bay,5,1,0,100,242
Oshakati,2,0,0,80,110
Katima_Mulilo,5,0,0,60,112
Walvis_Bay,1,0,0,100,98
Windhoek_CBD,1,1,0,150,266
Windhoek_CBD,2,1,0,150,263
Walvis_Bay,0,0,0,100,120
Walvis_Bay,6,0,0,100,118
Walvis_Bay,0,0,0,100,96
Windhoek_CBD,6,0,0,150,160
Rundu,5,0,0,70,107
Walvis_Bay,5,0,0,100,123
Walvis_Bay,3,0,0,100,106
Katima_Mulilo,4,0,0,60,44
Katima_Mulilo,0,0,0,60,81
Rundu,3,0,0,70,45
Windhoek_CBD,4,0,0,150,125
Windhoek_CBD,4,0,0,150,150
Rundu,5,0,0,70,88
Walvis_Bay,6,0,0,100,131
Oshakati,5,0,0,80,116
Oshakati,1,0,0,80,73
Windhoek_CBD,5,0,0,150,212
Windhoek_CBD,2,0,0,150,162
Oshakati,4,0,0,80,72
Walvis_Bay,6,0,0,100,132
Windhoek_CBD,0,1,0,150,244
Katima_Mulilo,6,0,1,60,133
Oshakati,5,0,0,80,139
Rundu,2,0,0,70,75
Windhoek_CBD,1,0,0,150,162
Rundu,1,1,0,70,170
Rundu,0,0,1,70,119
Walvis_Bay,1,0,0,100,103
Oshakati,2,0,0,80,77
Rundu,6,0,0,70,107
Katima_Mulilo,6,0,0,60,94
Oshakati,1,0,0,80,93
Windhoek_CBD,1,0,0,150,141
Katima_Mulilo,5,0,0,60,71
Oshakati,1,0,0,80,103
Oshakati,0,0,0,80,109
Rundu,3,0,0,70,82
Walvis_Bay,0,0,0,100,78
Windhoek_CBD,6,0,0,150,201
Katima_Mulilo,3,0,0,60,56
Walvis_Bay,5,0,0,100,112
Katima_Mulilo,5,0,1,60,115
Rundu,0,0,0,70,60
Katima_Mulilo,0,0,0,60,76
Katima_Mulilo,1,0,0,60,30
Windhoek_CBD,3,0,0,150,153
Walvis_Bay,2,0,0,100,113
Walvis_Bay,3,0,0,100,112
Rundu,6,0,0,70,94
Walvis_Bay,6,0,0,100,112
Oshakati,2,0,0,80,39
Oshakati,3,0,1,80,128
Oshakati,1,0,0,80,82
Oshakati,2,0,0,80,95
Windhoek_CBD,6,1,0,150,274
Windhoek_CBD,4,0,0,150,142
Walvis_Bay,2,0,0,100,95
Windhoek_CBD,4,0,0,150,170
Oshakati,3,0,0,80,98
Katima_Mulilo,0,0,0,60,36
Windhoek_CBD,6,0,0,150,177
Walvis_Bay,0,0,0,100,99
Katima_Mulilo,2,0,0,60,74
Rundu,1,0,0,70,68
Walvis_Bay,0,0,1,100,148
Katima_Mulilo,4,0,0,60,40
Windhoek_CBD,5,0,0,150,180
Oshakati,0,1,0,80,175
Windhoek_CBD,4,0,0,150,148
Katima_Mulilo,6,0,0,60,80
Oshakati,5,0,0,80,115
Oshakati,1,0,0,80,89
Oshakati,0,1,0,80,176
Walvis_Bay,4,1,0,100,199
Rundu,2,0,0,70,75
Windhoek_CBD,4,0,0,150,157
Windhoek_CBD,2,0,0,150,161
Katima_Mulilo,6,1,0,60,183
Oshakati,5,0,0,80,112
Rundu,1,0,0,70,78
Oshakati,4,0,0,80,78
Rundu,1,0,0,70,42
Windhoek_CBD,3,0,0,150,153
Katima_Mulilo,4,0,0,60,44
Walvis_Bay,1,0,0,100,103
Oshakati,2,0,0,80,93
Windhoek_CBD,4,1,0,150,247
Rundu,1,0,0,70,89
Oshakati,4,0,0,80,81
Walvis_Bay,3,1,0,100,188
Katima_Mulilo,6,0,0,60,111
Rundu,4,0,0,70,79
Windhoek_CBD,2,0,0,150,146
Rundu,0,0,0,70,79
Walvis_Bay,0,0,0,100,89
Windhoek_CBD,0,0,0,150,148
Windhoek_CBD,6,0,0,150,168
Katima_Mulilo,0,0,0,60,59
Rundu,5,0,0,70,100
Katima_Mulilo,1,0,0,60,50
Katima_Mulilo,1,0,0,60,59
Oshakati,6,0,1,80,145
Rundu,6,0,0,70,127
Katima_Mulilo,4,0,0,60,55
Katima_Mulilo,0,0,0,60,50
Oshakati,4,0,0,80,80
Katima_Mulilo,4,0,0,60,47
Rundu,1,0,0,70,61
Rundu,3,0,0,70,60
Oshakati,4,0,0,80,74
Oshakati,4,0,0,80,83
Windhoek_CBD,0,0,1,150,183
Walvis_Bay,6,1,0,100,249
Windhoek_CBD,3,0,0,150,161
Katima_Mulilo,1,0,1,60,135
Walvis_Bay,3,0,0,100,104
Oshakati,0,0,0,80,89
Walvis_Bay,1,0,0,100,82
Katima_Mulilo,3,0,0,60,67
Walvis_Bay,5,0,0,100,134
Katima_Mulilo,2,0,0,60,54
Windhoek_CBD,3,0,0,150,158
Oshakati,2,0,0,80,78
Walvis_Bay,3,0,0,100,102
Windhoek_CBD,5,0,0,150,166
Rundu,1,1,0,70,183
Walvis_Bay,4,0,0,100,87
Katima_Mulilo,5,0,0,60,84
Windhoek_CBD,5,1,0,150,279
Windhoek_CBD,2,0,0,150,143
Walvis_Bay,0,0,0,100,116
Walvis_Bay,5,0,0,100,116
Windhoek_CBD,4,1,0,150,265
Oshakati,1,0,0,80,91
Rundu,5,1,0,70,196
Walvis_Bay,0,0,0,100,92
Oshakati,5,0,1,80,149
Katima_Mulilo,0,0,0,60,53
Walvis_Bay,5,0,0,100,145
Walvis_Bay,5,0,0,100,125
Oshakati,1,0,0,80,99
Walvis_Bay,0,0,0,100,106
Oshakati,1,0,0,80,97
Katima_Mulilo,3,0,0,60,65
Windhoek_CBD,0,0,0,150,157
Oshakati,4,0,0,80,62
Walvis_Bay,1,0,0,100,102
Windhoek_CBD,4,0,0,150,128
Rundu,3,0,0,70,80
Walvis_Bay,6,0,0,100,122
Windhoek_CBD,5,1,0,150,283
Walvis_Bay,5,0,0,100,137
Rundu,4,0,0,70,56
Katima_Mulilo,0,0,0,60,66
