amount,merchant_category,hour_of_day,day_of_week,device_type,location_type,account_age_days,category
23.043039097819094,4121,6,4,1,0,1415,transport
171.66872722867495,4121,11,6,1,3,453,transport
252.44250772398422,5812,17,6,1,3,792,dining
268.16450501151076,5311,16,4,1,2,179,shopping
4112.669168354015,8299,15,0,1,2,776,education
64.10878004001493,5411,16,6,1,3,1512,groceries
474.5736498151161,8011,9,6,1,1,367,healthcare
388.28812496132826,5311,16,6,1,2,1039,shopping
1916.5955947689974,8011,16,2,1,3,1736,healthcare
70.64497933017769,4121,9,5,2,1,189,transport
423.4518591882599,4900,12,5,0,3,1110,utilities
221.26782244371924,5311,14,4,1,1,61,shopping
252.35459214342063,5812,20,2,1,1,209,dining
106.56931527802571,4121,16,0,1,2,722,transport
156.6314881493043,4121,7,4,1,1,1282,transport
111.91947000384668,5311,14,2,1,0,1311,shopping
479.2923553402337,5411,17,5,1,1,1287,groceries
152.49517065761938,4121,18,1,1,3,1235,transport
997.2203596642449,4900,8,6,1,2,1769,utilities
955.126286799795,8011,13,3,1,0,852,healthcare
561.6493116076524,5311,18,4,1,3,1088,shopping
4441.754665874932,8299,15,6,1,0,1172,education
1980.2641378638054,8299,11,1,2,1,544,education
76.47947700129383,7832,19,1,1,1,1589,entertainment
283.63452246981103,5812,20,4,1,1,1529,dining
300.6847264580445,5411,9,3,1,1,1036,groceries
135.3062149979095,7832,18,0,1,2,956,entertainment
177.59475772151853,5812,17,5,1,3,1806,dining
877.3919563801735,8299,13,2,1,3,748,education
81.03763581287774,7832,21,4,1,1,19,entertainment
4334.250902894734,8299,10,2,1,3,1439,education
653.2163944254061,4900,8,5,1,1,1484,utilities
647.6802308247597,5311,13,6,1,2,1090,shopping
1527.8733888936147,8011,15,2,1,2,1069,healthcare
173.46378715685606,4900,17,2,0,2,1300,utilities
107.14172431892261,4121,9,4,1,1,1511,transport
36.71437096325702,4121,18,0,1,3,1736,transport
149.04678977662573,4121,14,2,1,2,93,transport
227.88859884377334,7832,20,2,1,1,187,entertainment
354.89878084910094,5311,12,6,1,2,1535,shopping
2718.645153634619,8299,11,6,1,2,327,education
896.0709419751089,5311,19,0,1,3,573,shopping
78.10150245906254,5411,17,0,2,2,1493,groceries
483.0183933037418,4900,7,0,1,2,68,utilities
75.75331842516269,5411,9,5,1,2,237,groceries
147.5449684249819,5411,11,5,2,2,1028,groceries
161.07286283425685,7832,19,6,1,3,1218,entertainment
1567.9411487409145,8011,12,2,1,1,30,healthcare
422.8163343603633,4900,10,1,1,2,725,utilities
1641.9330072447174,8011,9,2,1,1,1653,healthcare
57.15164549404152,4121,6,2,1,2,992,transport
3239.119010897733,8299,10,6,1,1,109,education
112.08940704352347,5411,9,6,0,2,1356,groceries
427.501748078908,5311,17,5,1,3,1572,shopping
139.43334405420364,4121,15,6,1,3,1823,transport
194.99676388655521,4121,9,0,1,2,605,transport
284.21916935727546,7832,21,4,1,1,1018,entertainment
1577.4305104503292,8011,16,6,1,3,146,healthcare
223.07279020079122,8011,14,1,1,2,1787,healthcare
365.26555142896495,5411,12,3,1,1,1584,groceries
138.65471240068894,5812,17,1,0,3,876,dining
99.61355876764621,4121,10,4,2,1,1278,transport
59.610733166510066,5812,18,6,1,1,1175,dining
195.06013309943106,5812,13,4,1,1,236,dining
240.35849439527203,5812,11,5,0,1,475,dining
3160.7163043597157,8299,10,5,1,2,626,education
210.15761861792967,7832,21,5,1,1,1107,entertainment
54.34773144783726,5812,17,3,1,2,695,dining
95.76110053015114,5411,12,4,1,3,442,groceries
259.6589428575915,7832,19,4,1,2,432,entertainment
66.3101982526223,5311,11,1,1,2,805,shopping
152.8894166676957,4121,7,2,1,2,723,transport
99.9817488570726,5812,17,3,1,1,506,dining
108.16343806789527,4121,7,2,1,1,1476,transport
300.8795357719812,5411,15,4,1,2,1466,groceries
394.4445411996395,4900,12,2,1,2,1823,utilities
48.39177916885055,4121,14,0,1,1,765,transport
149.5266699903059,7832,20,1,1,2,428,entertainment
73.08766475302431,4121,12,0,1,1,1151,transport
403.58515923288064,5411,12,4,1,0,1040,groceries
997.6156621692346,8011,11,1,1,2,1431,healthcare
82.8497612351977,7832,20,5,1,3,865,entertainment
715.5424272184642,5311,14,4,1,0,561,shopping
221.04207353890388,7832,18,2,1,2,1303,entertainment
226.91457243371354,5812,17,3,1,0,1186,dining
287.00329896379856,5812,18,0,1,0,477,dining
275.50529662380325,7832,22,1,1,1,1609,entertainment
55.1511949950703,4121,17,1,1,1,1418,transport
2922.8583714525057,8299,11,2,0,3,260,education
748.7271861790665,8299,9,5,0,1,1785,education
100.31290770367016,7832,20,4,1,2,167,entertainment
440.92100220836335,4900,16,4,2,1,583,utilities
289.83365638279463,5812,15,3,1,3,852,dining
2638.6520615692043,8299,15,3,1,2,1279,education
3800.8101356104676,8299,12,3,1,2,717,education
1091.6605013259127,8299,9,2,1,3,1354,education
3320.589848352041,8299,12,6,1,1,978,education
39.054162657993096,5812,13,0,1,3,177,dining
132.6417093712187,5411,16,0,1,2,446,groceries
319.7940145961998,5411,11,6,0,1,1175,groceries
109.53053796026038,5812,11,1,1,2,1653,dining
351.75343866661933,5311,14,1,1,3,1343,shopping
2305.313524524141,8299,9,6,1,1,1566,education
3055.2323386190737,8299,12,0,1,2,302,education
1224.9139520633332,8011,9,2,1,2,262,healthcare
777.6787563824822,4900,11,4,1,1,1642,utilities
1263.8012441187734,8011,8,0,2,0,1655,healthcare
120.55473987433243,5311,11,6,1,1,782,shopping
600.5071537356464,5311,10,3,1,1,57,shopping
239.74163255707768,5812,12,6,1,1,970,dining
109.77011593835883,5812,13,4,0,1,177,dining
206.1231433371857,5812,19,5,1,1,1142,dining
278.10187169325104,7832,20,5,1,3,598,entertainment
185.07933724207416,5311,14,4,1,2,934,shopping
140.17523155766133,5812,17,6,1,3,1808,dining
701.121908879639,4900,16,1,0,0,1702,utilities
147.4326779408811,4121,18,0,1,2,1712,transport
289.11396010222916,5812,15,4,1,2,166,dining
195.9398294918902,5812,17,2,1,0,1478,dining
247.10019939314682,7832,20,5,1,3,1028,entertainment
176.81868991559023,5311,19,5,1,1,1168,shopping
974.1948803161238,8011,11,1,1,2,222,healthcare
156.15121160524586,4121,17,5,1,3,117,transport
189.96993502118647,5812,17,2,1,2,1656,dining
1304.4568819414353,8011,13,6,0,1,1476,healthcare
102.98748972234566,5812,12,3,1,0,903,dining
4833.482893695371,8299,10,5,1,1,1696,education
54.82650674370239,5411,12,1,1,3,1168,groceries
150.43301345754654,4121,16,2,1,1,1751,transport
36.718370351154995,4121,17,2,1,1,1083,transport
64.24352430109322,4121,8,4,1,2,1246,transport
75.21505399635721,4121,11,1,1,2,1496,transport
70.91345711858136,4121,16,5,1,1,1559,transport
117.24762444494678,5311,13,6,1,2,811,shopping
125.89997971045027,4121,14,3,1,1,321,transport
87.79292385451522,5411,15,6,1,2,1422,groceries
198.50833011367996,4900,6,4,1,1,1006,utilities
301.6142799670905,5411,9,5,1,3,1211,groceries
1049.515734038317,8011,9,4,1,1,1344,healthcare
161.98117825202843,5411,17,6,1,1,677,groceries
113.3151013803725,4900,7,5,1,1,1557,utilities
219.98855059639774,5311,16,6,1,2,986,shopping
3853.202573383953,8299,14,5,2,1,407,education
187.26047296078943,5411,16,6,1,1,308,groceries
3888.7048537124588,8299,8,4,2,2,712,education
115.98892632421563,5411,9,4,1,3,886,groceries
542.8977631004338,5311,14,3,1,1,1259,shopping
97.02774457234324,7832,21,2,1,2,190,entertainment
297.5533806132716,7832,19,2,1,3,14,entertainment
439.84241038088896,5311,15,1,0,3,1517,shopping
338.237649490277,5411,8,1,1,2,1599,groceries
4685.299300857753,8299,8,3,1,1,355,education
265.2389418500726,7832,19,0,1,2,1634,entertainment
489.2387227096217,8011,12,1,1,2,490,healthcare
853.5193850634489,4900,17,3,1,0,86,utilities
216.08702008194712,7832,20,3,1,1,1070,entertainment
302.02337056978706,5411,17,5,1,1,1669,groceries
438.86603629277283,5411,11,2,1,2,1322,groceries
705.9804879981184,8011,10,1,2,2,1406,healthcare
163.5026219241644,7832,19,4,1,2,395,entertainment
264.1139339557817,8299,13,6,0,2,84,education
471.85190516264953,4900,14,6,1,0,1437,utilities
752.1488254911056,8011,10,6,2,2,186,healthcare
485.43835941706806,5411,9,6,1,2,262,groceries
437.58998124087293,5311,10,2,0,1,553,shopping
449.92421529428685,4900,7,4,1,1,1824,utilities
109.56211623417971,8011,9,6,1,1,1423,healthcare
150.71740442422805,4121,7,3,2,1,1652,transport
145.8157464401923,5311,12,0,1,2,1082,shopping
1069.3525745496663,8011,12,2,1,1,608,healthcare
2386.9137910217205,8299,9,1,1,3,1480,education
112.80535913290063,4121,11,2,1,3,1678,transport
181.814214289537,5311,16,4,0,3,1170,shopping
72.49310723662077,4121,16,4,1,2,935,transport
1412.2606293364202,8299,11,2,1,2,622,education
327.0107874255514,5411,9,6,1,1,165,groceries
431.09209707475884,5411,9,2,2,0,405,groceries
238.360300004701,5812,19,0,0,1,1340,dining
786.3140272837674,5311,10,5,1,1,1196,shopping
793.2066165047252,8299,11,1,0,1,237,education
4820.091760833367,8299,15,1,1,2,1121,education
107.93789516954271,5812,13,2,1,2,170,dining
370.1612952424234,5411,13,1,1,1,1220,groceries
561.6028394809854,4900,16,2,2,2,1491,utilities
191.352152916829,5812,12,5,1,1,1316,dining
224.1531315991436,5812,12,5,1,0,1241,dining
1244.769332932935,8011,10,4,1,0,368,healthcare
4279.345159257912,8299,13,2,1,1,1657,education
3848.9705492761063,8299,11,3,2,3,1097,education
296.4393753565016,5812,14,6,1,0,1022,dining
307.0648370877858,8011,12,4,1,3,216,healthcare
491.6477664101336,5411,9,4,1,1,101,groceries
210.58336549860118,7832,19,2,1,2,599,entertainment
868.3618689767129,4900,13,1,2,1,210,utilities
81.47913890431515,4121,14,5,0,3,1612,transport
318.2615809739285,5411,16,6,1,1,713,groceries
1665.887330444379,8011,9,6,1,1,1614,healthcare
4598.954454646229,8299,9,0,0,2,1602,education
134.44887836653527,4121,15,2,1,2,1171,transport
59.33084345650741,5411,12,2,2,3,1485,groceries
804.2523168822787,5311,17,0,1,2,803,shopping
167.03246792731295,7832,19,2,1,1,274,entertainment
1126.9430892777102,8011,8,0,1,2,637,healthcare
58.20268604223215,7832,18,0,0,3,1277,entertainment
156.25348587515148,4121,13,2,1,1,906,transport
509.49500957633893,8299,13,4,1,1,769,education
1174.0465576882398,8011,16,2,1,2,1472,healthcare
200.5780872631953,5812,18,2,1,2,472,dining
249.75271150853274,5411,13,2,1,1,529,groceries
482.77300660040936,8011,12,3,1,1,1529,healthcare
483.61779771346914,5411,8,2,1,1,109,groceries
484.195147780894,4900,16,5,2,2,181,utilities
685.5177410707266,5311,15,4,1,0,177,shopping
174.99225558817233,8011,10,4,0,1,624,healthcare
90.11479928884253,5812,18,6,2,2,1316,dining
434.66558446457725,4900,16,6,1,1,1096,utilities
52.1086994623525,5812,19,4,2,2,766,dining
734.9305898848011,8011,11,0,2,1,1310,healthcare
2252.007669596997,8299,9,1,1,1,1759,education
259.05651416453,5411,14,1,0,3,1111,groceries
717.4744999352349,4900,15,4,1,0,537,utilities
88.727841503962,7832,19,0,1,3,1547,entertainment
403.80452592885655,5411,17,3,1,1,119,groceries
178.6200959895466,5411,10,5,1,3,583,groceries
85.88582564683836,5812,19,4,1,1,1445,dining
3863.887474591414,8299,14,1,0,3,1695,education
873.0740626477825,8011,12,5,1,3,433,healthcare
526.5146551490583,5311,15,4,0,3,369,shopping
2769.1833603140117,8299,8,1,1,3,1155,education
174.59490475555668,5311,11,0,1,2,1126,shopping
1330.6685251528934,8011,16,6,1,1,323,healthcare
1115.3352294847305,8011,8,3,2,1,153,healthcare
50.51354061430683,5311,15,5,1,0,1603,shopping
401.34205762521896,5311,16,1,1,2,1087,shopping
254.3137488135524,5411,10,0,1,2,1752,groceries
858.622546187688,8011,14,1,1,2,1042,healthcare
352.4294598684307,4900,8,6,1,1,1156,utilities
260.03316394455203,5812,13,1,1,2,1573,dining
147.78558920646623,7832,18,0,1,1,266,entertainment
122.61853618936439,7832,20,2,1,2,540,entertainment
215.5018885478402,5411,15,1,1,2,1725,groceries
131.709991553481,4121,14,4,1,0,1218,transport
400.79590524571364,5411,12,1,1,2,1372,groceries
189.19175519889828,5411,11,5,1,1,894,groceries
420.400771066241,5411,13,3,0,1,1212,groceries
119.8098666540092,5812,12,4,1,3,733,dining
198.5016515018498,7832,20,2,1,1,84,entertainment
763.6512179150751,4900,12,6,1,2,136,utilities
166.0541995367539,5812,19,4,1,1,492,dining
80.65107592643892,5812,14,5,1,2,891,dining
4875.567442787426,8299,11,6,1,1,1401,education
92.95485439640022,4121,18,1,1,2,228,transport
583.098036405512,4900,10,4,1,1,307,utilities
260.69099779006723,8011,11,3,1,3,1252,healthcare
242.13099340532787,7832,22,4,1,2,76,entertainment
30.779773998510954,4121,6,6,0,1,412,transport
453.8616885840684,5311,19,3,1,0,1474,shopping
965.7698333031967,5311,17,3,1,1,527,shopping
121.68850618116103,4121,12,3,1,1,658,transport
355.34096840523813,4900,11,2,1,1,459,utilities
108.62052446311382,4121,9,4,1,1,1056,transport
137.72043307335207,4121,10,1,1,1,1434,transport
116.7419293044106,4121,14,2,1,0,1721,transport
58.5966591312415,4121,6,4,2,0,1240,transport
73.2349573488769,5411,10,4,1,2,1707,groceries
545.2566924470028,4900,18,4,1,2,898,utilities
121.80585838824852,5411,16,4,1,1,958,groceries
206.579159309727,8011,10,6,1,0,391,healthcare
217.11703380806173,7832,18,2,0,2,1704,entertainment
179.4149491309488,4121,6,5,2,1,853,transport
521.4367392246251,8011,8,5,1,2,168,healthcare
227.0436884958286,7832,20,6,0,1,1052,entertainment
1667.9373258501037,8011,12,3,1,3,1672,healthcare
237.4364053658406,5411,15,5,1,0,698,groceries
3343.1780509244422,8299,8,2,1,1,454,education
193.99823930594735,5812,19,6,1,1,1699,dining
69.21417809854032,5812,13,0,0,3,144,dining
170.97633875079222,7832,21,4,1,2,199,entertainment
2611.9121151029617,8299,10,6,1,2,1429,education
320.760461648342,5311,13,4,0,2,718,shopping
859.6933860955111,4900,6,3,1,1,1800,utilities
947.9806702595849,5311,19,2,2,3,894,shopping
924.765169630707,4900,8,3,1,1,274,utilities
3246.983509519269,8299,9,4,1,1,1359,education
213.51497161832637,5812,16,6,0,1,118,dining
175.25292615405525,5411,11,5,1,2,969,groceries
451.1497495560382,5311,14,5,0,2,1469,shopping
249.99632808925213,5411,9,0,0,1,1154,groceries
708.5095815921362,5311,15,6,0,1,1371,shopping
371.9842256355957,8299,15,4,0,0,399,education
209.05023048666783,7832,20,1,1,0,1416,entertainment
1508.0187238153135,8011,12,0,1,3,22,healthcare
264.19718705617686,5812,18,2,1,3,714,dining
257.86087630725433,7832,22,2,1,3,1217,entertainment
96.95582330316475,4121,9,6,1,3,118,transport
1898.8867459608884,8299,9,5,1,2,1088,education
228.68699570580014,4900,11,4,1,0,1041,utilities
1098.385406098051,8011,10,1,1,1,330,healthcare
121.46235658101529,5311,17,4,1,1,126,shopping
1782.6734527088952,8011,13,0,1,2,476,healthcare
110.87489923131248,4121,16,5,1,1,1238,transport
738.9965283338536,5311,11,4,0,1,1605,shopping
275.5442235101565,7832,20,5,0,3,805,entertainment
1442.1609324927456,8299,14,1,0,1,1407,education
859.2934760982572,8011,16,1,1,2,1664,healthcare
87.85108080108266,4121,18,0,1,1,1638,transport
681.576346108395,5311,13,0,1,0,824,shopping
874.8097590811482,8011,10,3,1,1,191,healthcare
175.5671321897436,7832,22,0,1,2,1062,entertainment
625.3654261459512,4900,16,3,1,0,1806,utilities
501.258925734861,5311,13,1,1,3,712,shopping
763.4294476756465,8011,8,4,1,1,1116,healthcare
2287.5720378571355,8299,8,4,1,0,586,education
115.42790798234515,4121,16,0,2,0,965,transport
163.2867081019135,7832,22,3,1,1,405,entertainment
28.73894788729007,4121,12,1,1,1,1462,transport
137.33402889758932,5812,16,2,2,2,54,dining
70.20638286597601,5812,15,5,1,3,1432,dining
117.81681346775513,4121,15,2,1,1,1440,transport
427.2919828277338,5311,11,5,1,2,492,shopping
1613.659346625728,8011,9,6,1,3,1083,healthcare
985.3196324001194,4900,14,0,1,2,1497,utilities
296.75091228954125,5411,10,6,1,1,259,groceries
89.20293262215534,7832,21,0,1,2,1781,entertainment
1956.8567635797442,8011,14,6,1,2,1281,healthcare
498.00723918612704,5411,14,1,1,0,1618,groceries
563.9989767238555,8299,10,3,1,2,283,education
199.17076035857178,7832,19,2,2,1,517,entertainment
167.260013135217,4121,9,1,1,2,21,transport
115.58640779772591,5812,12,2,1,3,1461,dining
358.8610925822332,8299,15,6,1,1,679,education
417.96100356921977,5311,10,2,1,3,1515,shopping
511.8318778800396,4900,11,4,1,2,868,utilities
986.3956496134715,4900,6,2,0,3,1758,utilities
87.21896980002278,4121,14,5,1,3,960,transport
954.0685693648805,5311,12,2,1,1,1022,shopping
138.43923915923665,4900,14,1,1,2,1807,utilities
801.1840310406251,4900,11,5,1,3,814,utilities
755.6128870197565,8011,16,5,1,1,567,healthcare
116.16151960549999,4900,9,3,1,0,687,utilities
125.50953712001969,5812,16,4,1,2,471,dining
99.50288421268932,5411,9,3,1,3,1480,groceries
284.33312011460964,7832,20,2,1,1,836,entertainment
187.1550559051651,4121,9,3,0,2,862,transport
97.14537158049136,4121,7,4,1,1,996,transport
3739.2590769913495,8299,12,5,1,1,1123,education
245.7310745744439,4900,9,0,0,2,929,utilities
681.6917152567404,5311,16,3,1,3,548,shopping
3732.7006614111415,8299,11,0,1,2,568,education
111.89846373925262,7832,21,2,1,1,1400,entertainment
3969.8446217467404,8299,12,4,1,2,1178,education
221.36308054132772,5311,13,2,1,1,822,shopping
315.8043739984149,4900,6,5,1,3,1526,utilities
126.11321176843934,4121,10,0,1,1,286,transport
457.8833898183138,8011,8,6,1,3,752,healthcare
222.52202823894922,5411,8,6,1,3,429,groceries
20.32152234246145,4121,9,1,1,1,12,transport
188.33070635225468,5411,11,6,1,2,1811,groceries
152.56096420486375,4900,14,2,1,1,983,utilities
546.7642651483358,4900,19,0,1,2,1398,utilities
273.5520590874872,5812,14,3,1,2,1365,dining
104.00880109118259,5411,13,5,1,3,433,groceries
4897.593743422311,8299,11,2,1,1,34,education
1932.0839790042717,8011,10,0,1,1,530,healthcare
116.199970239119,7832,21,4,0,2,1068,entertainment
112.5371416819693,7832,19,5,1,1,190,entertainment
190.75390905920423,5812,19,0,1,3,442,dining
1445.843733635595,8011,8,6,1,1,803,healthcare
570.945402927042,8011,8,6,1,1,781,healthcare
4490.671803018993,8299,8,5,1,1,89,education
82.20892744206702,7832,20,2,1,0,1448,entertainment
172.14466830978853,8011,9,5,1,3,479,healthcare
818.2791144249826,5311,19,3,1,2,1305,shopping
2498.069581538835,8299,12,3,2,1,767,education
2660.1442028553433,8299,15,6,1,1,1265,education
499.22648600849146,4900,11,6,0,2,915,utilities
1355.350993726687,8011,14,0,1,1,1718,healthcare
944.2801949406961,4900,9,3,1,2,1559,utilities
339.32327328850135,5311,11,0,1,3,155,shopping
808.4033525294792,8299,11,4,1,3,274,education
284.4708012828469,7832,19,0,1,1,514,entertainment
438.0661981087836,5411,14,3,1,3,1098,groceries
188.78478834299716,5812,20,1,2,1,784,dining
457.7310660732145,5411,15,4,1,1,1499,groceries
236.64892734699885,5812,20,1,1,2,1096,dining
79.63782510276356,5311,19,0,1,0,82,shopping
356.42591110027456,5411,9,5,1,3,1105,groceries
675.3196350285385,8011,10,3,1,1,115,healthcare
398.32706306603427,5411,15,0,1,2,1073,groceries
668.134414538437,8011,11,0,1,2,1726,healthcare
851.3376325278579,8011,8,4,1,1,470,healthcare
77.52475992274923,4121,15,0,1,1,1207,transport
122.90252414952938,7832,21,2,1,2,1673,entertainment
446.38959445582907,4900,7,3,1,1,491,utilities
292.89509551553823,5411,11,0,1,1,656,groceries
665.7315375401618,4900,8,3,1,3,136,utilities
722.9435480923388,4900,12,5,1,2,1301,utilities
138.84837548478092,4121,12,3,1,2,821,transport
2014.3911466001905,8299,13,3,1,2,990,education
36.7738996408355,5812,18,2,1,2,1244,dining
662.387668520158,4900,7,4,0,1,480,utilities
141.69593905050138,5812,17,5,0,3,337,dining
223.02264950196613,7832,20,1,0,3,206,entertainment
3415.7316322218016,8299,14,2,2,1,338,education
182.88866751931798,7832,19,6,1,2,1469,entertainment
1742.3725861561236,8299,14,5,1,2,200,education
3471.733629945269,8299,12,5,1,2,1002,education
383.3655187879649,5411,16,1,1,3,79,groceries
290.5636986542933,7832,19,1,1,1,1246,entertainment
440.02760885294333,5311,10,0,1,1,1674,shopping
243.29798222527018,5812,19,4,1,2,1689,dining
4481.174786878378,8299,9,6,1,2,678,education
596.4418162325536,5311,19,6,0,2,1529,shopping
99.14435529518461,4121,7,6,1,3,38,transport
2595.735758677546,8299,13,3,0,2,1485,education
225.84412967943183,7832,21,2,1,2,1256,entertainment
1701.8316794139605,8299,12,1,1,3,133,education
2188.8241024750973,8299,10,1,1,1,231,education
229.52181363642993,4900,18,1,1,2,715,utilities
3083.784023989939,8299,10,2,1,1,1753,education
1291.9004809556145,8299,9,3,1,2,1582,education
3610.551098963982,8299,9,0,1,1,930,education
234.7387454343737,5311,13,2,1,3,1077,shopping
119.52601584391603,5812,15,6,1,1,1527,dining
4329.531777589195,8299,10,3,1,3,681,education
217.69372630770442,5812,17,4,1,1,528,dining
1775.1944450463968,8011,16,3,0,2,1013,healthcare
878.8173991053582,8011,15,2,1,2,578,healthcare
179.8082378381485,5812,20,5,1,3,1726,dining
114.01771939889181,7832,20,6,1,0,978,entertainment
1582.8137914907963,8011,9,2,0,2,461,healthcare
120.49464881390679,7832,19,4,1,0,886,entertainment
346.3437204488227,5411,12,6,1,2,1061,groceries
147.49675418077834,5812,15,4,1,0,86,dining
3417.5810772373625,8299,9,1,1,1,1607,education
680.8002167911684,8011,12,4,1,1,1206,healthcare
774.7957373418136,8011,14,3,1,1,1610,healthcare
616.9010959605432,8299,13,6,0,1,1761,education
137.1911241923084,7832,21,0,1,2,1024,entertainment
2981.5613271822253,8299,8,4,1,1,713,education
189.16190573769813,5311,12,5,1,2,389,shopping
234.63500294684374,7832,22,2,1,0,1777,entertainment
160.15193814104708,5411,16,2,1,1,1114,groceries
1772.0606725844682,8011,11,1,2,2,312,healthcare
4942.498095376608,8299,14,4,1,2,927,education
713.9481754426864,8011,10,5,1,0,1688,healthcare
583.1854767669172,4900,17,4,1,2,488,utilities
1649.8198715772437,8011,12,2,1,2,1499,healthcare
3109.0262539251025,8299,14,5,1,1,209,education
306.432265857848,5411,12,5,0,2,758,groceries
65.71818479961875,5311,11,3,1,2,697,shopping
166.05632398048346,4121,13,2,0,1,1347,transport
685.23557082568,5311,18,6,2,1,1178,shopping
34.237949316264306,4121,13,4,0,0,1265,transport
1517.535687409367,8299,12,4,1,1,557,education
184.98160015384988,4121,17,1,0,2,1548,transport
290.1645085025667,5812,11,4,0,1,1083,dining
170.50318537772534,5812,14,6,0,1,1019,dining
167.03957575811899,8011,11,2,1,2,897,healthcare
536.7523765527537,8011,10,2,0,1,1253,healthcare
106.6744764437599,4900,11,4,1,3,1163,utilities
64.48991284719708,5411,15,0,1,3,711,groceries
165.72133224757835,4121,15,3,1,0,427,transport
91.31703972488536,4121,12,1,1,3,91,transport
146.32225251346398,4121,16,2,1,2,631,transport
140.08792710913107,5411,16,4,0,1,1551,groceries
115.8348668663104,7832,20,2,1,2,257,entertainment
169.99757403324233,5411,15,4,1,2,920,groceries
1470.097194227793,8011,15,0,1,1,1147,healthcare
2486.755619193332,8299,13,1,1,2,322,education
419.97968556691626,4900,9,0,1,0,1576,utilities
689.2758962730653,5311,15,5,1,2,1730,shopping
670.3396405058526,4900,15,0,1,2,1787,utilities
210.53019989313418,7832,22,6,1,2,235,entertainment
1754.5505935175322,8299,14,1,1,1,848,education
296.94197152141044,7832,19,4,2,0,1039,entertainment
195.3964847259614,5411,17,0,1,3,1512,groceries
243.17200219898308,5812,13,4,1,2,465,dining
131.0607822568433,4121,9,1,1,3,1203,transport
90.84629813366601,5411,9,3,1,2,808,groceries
357.81027510620544,4900,16,4,1,1,285,utilities
101.42249734127024,4121,15,3,1,1,1072,transport
309.71369566667306,8299,8,4,1,2,1487,education
1704.6112869697831,8011,8,6,1,3,931,healthcare
171.71082111601876,5411,17,4,1,1,1424,groceries
1360.6743554305426,8299,8,6,0,1,1432,education
164.6280971825131,5812,18,6,1,1,1152,dining
256.4972791339533,5812,12,5,1,2,236,dining
34.48562286600487,5812,12,0,1,2,1316,dining
298.4243201200901,4900,6,1,1,1,1811,utilities
209.9699081551863,5411,10,4,0,2,1135,groceries
206.61806443505284,7832,20,2,1,1,1457,entertainment
2687.100028850426,8299,9,2,1,0,759,education
2190.6411910088177,8299,12,4,2,3,383,education
286.84998649472556,5812,12,6,2,1,969,dining
231.61202619926277,4900,18,5,1,2,1088,utilities
332.00368055966294,5411,10,0,1,1,1660,groceries
48.337133600062685,5812,12,2,2,3,151,dining
68.07084199544545,7832,20,1,1,2,877,entertainment
1182.6361866324007,8299,15,3,1,1,1364,education
466.8643296813277,8011,13,2,1,0,1338,healthcare
169.25104941160563,7832,21,0,1,1,835,entertainment
224.0524763714652,7832,21,0,1,2,637,entertainment
1700.7317278807159,8011,13,2,0,3,1605,healthcare
251.45509031093582,7832,19,2,1,2,677,entertainment
229.1613586958567,5812,19,6,1,3,1735,dining
1177.4594311016476,8011,16,6,1,3,148,healthcare
3450.181038076613,8299,13,2,1,0,202,education
60.26506111361184,5812,12,2,1,0,1003,dining
4989.602610282378,8299,8,1,1,1,258,education
255.7732999537603,7832,21,0,1,2,1702,entertainment
67.63622281185094,5812,12,2,1,0,493,dining
144.98788255890386,7832,21,3,1,0,967,entertainment
417.39149055202233,4900,9,1,1,2,7,utilities
243.1966518016722,5411,11,6,1,1,70,groceries
279.9748382451239,7832,19,1,1,3,142,entertainment
154.2476609840506,8011,14,1,1,2,517,healthcare
487.6779083545981,4900,19,2,1,0,782,utilities
89.58548493771063,4121,7,1,1,3,968,transport
101.4478887331633,5812,11,6,0,1,374,dining
1784.654219906955,8011,11,2,1,1,312,healthcare
226.67747221024777,7832,21,4,1,1,634,entertainment
752.1370420682257,4900,16,5,1,2,547,utilities
590.5175509529302,8011,9,6,2,2,504,healthcare
280.52616278040756,5812,16,3,1,2,727,dining
351.2772465079529,8011,10,2,1,1,1605,healthcare
520.4041454097128,4900,8,4,1,2,1549,utilities
37.524391614179,4121,7,2,0,1,259,transport
445.34764360961657,5311,19,6,1,2,1316,shopping
110.76468296012824,7832,18,1,1,2,639,entertainment
106.32406411356413,8011,11,4,1,0,55,healthcare
438.03144251708693,5311,19,4,2,2,1437,shopping
581.8525113588881,8299,10,6,1,2,189,education
245.8981444423835,7832,22,6,1,2,665,entertainment
168.51019270786173,7832,20,1,1,2,289,entertainment
136.9033360955556,4121,10,3,1,3,116,transport
497.2453975277624,5311,16,2,0,1,320,shopping
162.76145839275395,4121,10,0,1,0,1818,transport
112.365817517968,7832,20,6,0,2,890,entertainment
298.77053160818923,5812,12,1,1,0,574,dining
716.7647083554459,5311,18,6,1,2,1547,shopping
468.3981357001887,4900,10,6,1,3,971,utilities
144.38501720566634,5311,18,5,1,2,429,shopping
1198.695816455574,8011,8,5,2,2,1425,healthcare
684.3579332481065,4900,11,6,1,2,852,utilities
102.85285844529922,5411,8,1,1,3,488,groceries
1296.866306397892,8011,12,0,2,1,1431,healthcare
204.62464072408835,5812,12,6,1,1,608,dining
421.40773828133666,8299,15,6,1,1,1659,education
146.63645773144168,5411,16,6,1,2,382,groceries
944.5750194226481,5311,15,2,1,1,379,shopping
190.38849754604752,5812,11,6,1,2,4,dining
