user_id,tx_count_30d,tx_count_trend,days_since_last_tx,voucher_redemption_count_30d,days_since_last_redemption,avg_tx_amount_30d,notification_read_rate,wallet_balance_trend,login_frequency_30d,session_count_30d,unique_merchants_30d,has_savings_goal,has_active_autopay,account_age_days,region_encoded,is_churned
USR_01546,7,0.3889,22,0,71,187.49,0.3765,-0.3875,6,10,2,1,1,834,13,0
USR_01547,9,0.6429,28,1,36,1902.97,0.7576,-0.2322,7,9,3,0,0,1023,5,0
USR_01548,13,0.9286,11,1,43,437.5,0.2226,0.6964,11,15,4,0,1,607,6,0
USR_01549,18,0.7826,17,2,0,597.4,0.5113,0.3273,15,17,6,0,1,35,3,0
USR_01550,5,0.3125,10,0,113,162.77,0.6202,0.3015,4,6,1,1,1,358,2,0
USR_01551,19,0.8261,11,2,36,612.26,0.7385,0.213,16,17,6,1,0,1028,0,0
USR_01552,14,0.875,16,1,5,655.54,0.5906,0.079,12,15,4,1,1,653,2,0
USR_01553,3,0.4286,28,0,131,624.01,0.1796,0.4348,2,3,1,0,1,754,0,0
USR_01554,9,0.45,26,1,13,369.17,0.3721,0.0672,8,10,3,1,0,565,6,0
USR_01555,19,0.9048,8,2,6,250.71,0.5682,0.7106,16,20,6,1,0,220,11,0
USR_01556,12,0.6667,9,1,8,1111.04,0.8433,0.3857,10,12,4,0,0,1079,2,0
USR_01557,15,0.625,14,2,10,165.72,0.9386,0.1105,12,14,5,1,0,934,2,0
USR_01558,12,1.0,22,1,11,1266.07,0.4685,0.1995,10,14,4,1,0,1194,6,0
USR_01559,22,0.7333,10,2,22,2580.19,0.7148,-0.0133,18,19,7,1,0,1030,0,0
USR_01560,8,0.4211,1,1,41,3918.34,0.6673,0.5275,6,9,2,0,0,370,12,0
USR_01561,12,0.5714,4,1,38,279.54,0.6863,-0.1701,10,13,4,0,0,327,2,0
USR_01562,17,0.8947,11,2,4,1067.07,0.5436,0.2032,14,17,5,0,1,320,0,0
USR_01563,22,0.7586,26,2,36,424.1,0.7692,0.0431,18,21,7,0,0,1104,0,0
USR_01564,7,0.35,20,1,33,1771.56,0.2101,-0.2322,6,6,2,1,0,681,12,0
USR_01565,6,0.6667,7,0,41,910.9,0.6635,0.1322,5,7,2,0,0,561,1,0
USR_01566,13,0.8667,17,1,18,526.47,0.7062,-0.8173,11,14,4,0,0,1162,6,0
USR_01567,4,0.3333,23,0,144,321.08,0.8421,0.2735,3,4,1,1,0,736,0,0
USR_01568,2,0.25,8,0,157,494.9,0.6612,0.4712,1,1,0,1,1,1094,1,0
USR_01569,8,0.4706,22,1,7,387.82,0.7627,-0.1524,7,7,2,0,0,1182,11,0
USR_01570,17,0.6538,19,2,22,652.32,0.6074,-0.1024,14,14,5,0,0,122,0,0
USR_01571,3,1.0,20,0,108,679.77,0.535,-0.0514,2,4,1,1,1,452,0,0
USR_01572,9,0.4737,3,1,30,426.82,0.4471,0.3129,7,7,3,0,0,888,4,0
USR_01573,7,0.3333,3,1,12,397.31,0.581,0.4648,6,9,2,0,0,981,10,0
USR_01574,21,0.913,13,2,37,1098.77,0.6206,0.3985,17,20,7,0,0,203,2,0
USR_01575,11,0.5789,12,1,9,1164.91,0.497,0.359,9,10,3,1,0,402,0,0
USR_01576,6,0.5455,9,0,187,347.16,0.3449,0.1188,5,6,2,1,0,671,13,0
USR_01577,12,0.5714,27,1,44,636.75,0.7764,-0.5997,10,12,4,0,0,965,6,0
USR_01578,15,0.6522,7,2,34,333.16,0.9818,-0.0561,13,13,5,0,1,162,10,0
USR_01579,6,0.4286,10,0,139,5000.0,0.5424,0.2825,5,8,2,0,0,732,8,0
USR_01580,1,0.3333,1,0,108,313.41,0.0892,0.2777,1,1,0,1,1,376,7,0
USR_01581,8,0.4444,0,1,8,814.55,0.6237,-0.0545,7,8,2,1,0,283,3,0
USR_01582,20,0.6667,9,2,13,949.62,0.9178,-0.5564,17,18,6,1,0,633,2,0
USR_01583,21,0.7,21,2,44,390.62,0.4323,0.2698,17,18,7,1,0,514,7,0
USR_01584,9,0.8182,17,1,16,334.2,0.436,-0.2593,7,9,3,0,0,773,7,0
USR_01585,12,0.5217,20,1,3,531.89,0.8631,-0.2582,10,14,4,1,0,401,13,0
USR_01586,14,0.8235,22,1,44,332.94,0.2566,0.3132,11,14,4,0,1,993,5,0
USR_01587,7,0.7778,17,0,194,773.35,0.2522,0.0527,6,8,2,1,1,121,2,0
USR_01588,7,0.6364,13,0,43,337.05,0.3899,0.2747,6,9,2,0,0,1038,4,0
USR_01589,12,0.8571,10,1,20,747.92,0.7095,-0.41,10,13,4,0,1,64,5,0
USR_01590,15,0.75,1,2,12,127.55,0.4986,-0.0229,13,14,5,1,0,890,3,0
USR_01591,12,0.8,9,1,13,348.78,0.5199,-0.4933,10,14,4,0,0,435,9,0
USR_01592,21,0.9545,14,2,5,475.31,0.737,0.3105,17,19,7,1,0,478,5,0
USR_01593,14,0.5,6,1,39,1481.09,0.3768,0.2477,11,11,4,1,0,52,0,0
USR_01594,6,0.375,4,0,183,151.68,0.6092,-0.2866,5,9,2,1,0,851,5,0
USR_01595,5,0.5,17,0,40,1498.58,0.4612,-0.0696,4,7,1,0,0,223,6,0
USR_01596,16,0.7619,14,2,10,1127.52,0.0766,0.1853,13,14,5,0,0,801,12,0
USR_01597,17,0.8095,29,2,24,159.42,0.607,-0.2961,14,15,5,1,1,878,3,0
USR_01598,5,0.3125,24,0,98,1022.95,0.7068,-0.5157,4,6,1,0,0,1018,5,0
USR_01599,16,0.8421,23,2,0,316.07,0.1229,-0.0114,13,17,5,0,1,858,4,0
USR_01600,16,0.9412,14,2,28,1050.44,0.4339,0.2325,13,13,5,1,0,382,4,0
USR_01601,13,0.65,19,1,11,1101.52,0.4097,-0.2975,11,11,4,1,0,894,0,0
USR_01602,19,0.8636,26,2,33,1254.54,0.9179,0.4034,16,17,6,0,1,996,11,0
USR_01603,20,0.6061,17,2,40,421.08,0.2322,0.1212,17,21,6,1,0,401,12,0
USR_01604,7,0.5833,7,0,142,1147.89,0.836,0.3894,5,7,2,0,1,175,4,0
USR_01605,14,0.5833,21,1,11,2280.08,0.2899,-0.314,12,12,4,1,1,1071,4,0
USR_01606,23,0.8214,3,3,18,526.88,0.7108,-0.3014,19,23,7,1,0,203,0,0
USR_01607,16,0.8889,15,2,1,583.24,0.607,-0.1988,13,17,5,0,1,724,5,0
USR_01608,14,0.7778,25,1,11,1174.17,0.9277,0.439,12,12,4,0,1,306,3,0
USR_01609,18,0.6,25,2,10,68.22,0.7474,0.0215,15,16,6,1,0,177,7,0
USR_01610,2,0.6667,23,0,89,303.32,0.3071,-0.0579,1,3,0,1,1,938,0,0
USR_01611,10,0.4167,17,1,34,1488.81,0.9586,0.411,8,8,3,0,1,198,7,0
USR_01612,13,1.0,10,1,20,752.21,0.154,-0.3655,11,14,4,0,0,814,2,0
USR_01613,12,0.5455,7,1,38,559.82,0.7091,0.0791,10,11,4,0,1,840,6,0
USR_01614,9,0.4737,14,1,13,313.16,0.691,-0.0293,8,11,3,1,0,100,5,0
USR_01615,13,0.619,16,1,12,679.45,0.7156,0.4834,11,12,4,0,0,232,1,0
USR_01616,11,0.9167,9,1,19,434.97,0.2143,0.2846,9,12,3,0,1,959,3,0
USR_01617,19,0.6552,7,2,10,164.43,0.3604,-0.1467,16,17,6,1,0,623,10,0
USR_01618,1,0.5,23,0,120,1885.78,0.9033,0.5127,1,2,0,0,0,171,5,0
USR_01619,4,0.2667,16,0,153,381.5,0.676,0.0553,3,4,1,1,0,1190,0,0
USR_01620,8,0.4211,14,1,30,535.14,0.4329,0.1749,7,11,2,1,0,340,3,0
USR_01621,5,0.2941,24,0,49,159.73,0.506,0.1198,4,5,1,0,0,34,2,0
USR_01622,10,0.6667,29,1,34,433.5,0.2775,0.5128,8,12,3,1,0,1111,6,0
USR_01623,14,0.6087,21,1,16,1487.35,0.8955,-0.7244,11,15,4,1,0,49,5,0
USR_01624,16,0.8889,23,2,44,1400.74,0.5522,0.1614,13,16,5,0,1,677,0,0
USR_01625,21,0.75,8,2,17,678.72,0.4047,0.6806,18,21,7,0,1,1191,5,0
USR_01626,7,0.4118,25,0,118,403.49,0.6913,-0.3787,5,8,2,0,1,706,8,0
USR_01627,9,0.8182,21,1,17,679.03,0.1086,-0.2925,7,8,3,0,0,714,8,0
USR_01628,15,0.5556,16,2,39,996.79,0.6357,0.0712,12,16,5,0,1,484,0,0
USR_01629,8,0.6154,3,1,3,200.82,0.4776,0.3782,6,7,2,0,0,178,2,0
USR_01630,16,0.5517,15,2,44,812.8,0.7369,0.1017,13,17,5,1,0,700,3,0
USR_01631,17,0.9444,19,2,37,1228.07,0.5514,-0.0643,14,18,5,0,0,1079,0,0
USR_01632,17,0.85,5,2,1,633.83,0.781,-0.0029,14,16,5,1,0,136,3,0
USR_01633,9,0.4737,9,1,9,654.86,0.5841,-0.109,8,8,3,0,0,1060,0,0
USR_01634,12,0.8571,23,1,14,372.0,0.5663,-0.1387,10,14,4,1,0,515,0,0
USR_01635,13,0.4815,18,1,16,843.65,0.181,-0.4078,11,14,4,1,0,657,6,0
USR_01636,5,0.2632,7,0,72,2408.12,0.2937,0.6377,4,5,1,1,0,223,1,0
USR_01637,7,0.875,25,0,188,2048.89,0.4466,0.0534,6,8,2,0,0,757,7,0
USR_01638,18,0.6,25,2,7,419.69,0.9085,-0.3035,15,15,6,0,0,243,0,0
USR_01639,15,0.7143,4,2,36,492.93,0.2642,0.3375,12,16,5,1,0,349,5,0
USR_01640,9,0.4286,1,1,0,1983.13,0.6626,-0.6996,8,9,3,0,1,874,3,0
USR_01641,23,0.697,20,3,26,1070.63,0.7202,-0.3871,19,23,7,1,0,89,9,0
USR_01642,19,0.8261,2,2,33,1053.52,0.5138,0.0905,16,16,6,0,0,553,9,0
USR_01643,9,1.0,20,1,16,156.55,0.6599,-0.0141,7,7,3,0,0,725,3,0
USR_01644,3,0.4286,16,0,159,1382.78,0.4868,0.1703,2,2,1,0,0,184,5,0
USR_01645,17,0.7391,22,2,0,531.46,0.6216,-0.2738,14,15,5,0,1,374,1,0
USR_01646,5,0.3846,0,0,89,801.74,0.8841,-0.1294,4,6,1,1,0,431,5,0
USR_01647,20,0.6452,29,2,22,378.28,0.2875,-0.0593,16,17,6,1,0,806,0,0
USR_01648,9,0.4286,2,1,5,2489.1,0.7418,-0.2461,8,10,3,0,0,1172,3,0
USR_01649,20,0.8333,14,2,25,304.92,0.6182,-0.3358,17,21,6,1,0,1008,1,0
USR_01650,12,0.8571,24,1,40,3171.68,0.5526,0.468,10,12,4,1,0,252,11,0
USR_01651,8,0.4706,4,1,16,680.57,0.7408,-0.3155,6,9,2,0,0,51,3,0
USR_01652,4,0.2667,22,0,112,581.79,0.4569,-0.0779,3,6,1,1,1,90,5,0
USR_01653,5,0.3571,20,0,51,328.18,0.5317,-0.291,4,8,1,0,0,726,2,0
USR_01654,4,0.3077,26,0,195,437.82,0.6369,-0.1846,3,5,1,1,0,212,2,0
USR_01655,13,0.5652,16,1,35,565.3,0.4593,-0.4352,11,12,4,0,0,300,1,0
USR_01656,16,0.7273,9,2,31,740.87,0.8963,-0.3874,13,17,5,0,0,1021,12,0
USR_01657,7,0.7,24,0,94,1024.11,0.3896,-0.1098,5,5,2,0,0,1052,9,0
USR_01658,10,0.4762,4,1,36,562.91,0.4904,-0.1008,8,8,3,0,0,1011,0,0
USR_01659,7,0.7778,23,0,141,1023.45,0.2166,0.0792,6,9,2,0,1,326,8,0
USR_01660,11,1.0,4,1,17,1713.36,0.4831,0.6285,9,13,3,0,0,755,3,0
USR_01661,11,1.0,21,1,26,1551.5,0.6008,0.0656,9,10,3,0,0,744,0,0
USR_01662,6,0.5455,1,0,52,1098.12,0.4657,-0.1531,5,6,2,0,0,246,4,0
USR_01663,4,0.3636,11,0,64,992.52,0.5637,-0.7106,3,7,1,0,1,677,0,0
USR_01664,8,0.5,26,1,7,284.8,0.7864,-0.3925,6,8,2,1,0,644,1,0
USR_01665,3,0.6,14,0,39,786.15,0.7142,0.5273,2,5,1,0,0,493,7,0
USR_01666,7,0.5385,0,0,100,279.28,0.6871,0.2153,6,10,2,1,1,909,1,0
USR_01667,14,0.6087,27,1,31,1500.55,0.6075,0.0935,12,14,4,1,1,822,11,0
USR_01668,4,0.5,17,0,96,837.87,0.6663,0.1638,3,4,1,1,0,653,6,0
USR_01669,17,0.68,13,2,34,1642.14,0.6342,-0.3526,14,14,5,0,1,879,10,0
USR_01670,18,0.8182,26,2,7,1703.15,0.3595,0.1029,15,15,6,1,1,922,5,0
USR_01671,12,0.5,17,1,18,946.64,0.5226,-0.0724,10,11,4,0,0,693,10,0
USR_01672,7,0.5385,17,1,24,387.2,0.5083,0.3327,6,10,2,0,0,343,2,0
USR_01673,20,0.625,20,2,25,110.6,0.4631,-0.047,17,19,6,0,0,917,4,0
USR_01674,25,0.8333,5,3,37,1026.86,0.2225,-0.2445,21,21,8,0,0,869,4,0
USR_01675,5,0.5,3,0,173,581.46,0.7427,0.0906,4,6,1,0,0,1180,12,0
USR_01676,10,0.4762,18,1,44,1261.78,0.5949,-0.1357,8,11,3,1,1,205,0,0
USR_01677,8,0.6667,23,1,16,1162.84,0.7523,0.1743,7,9,2,0,0,520,5,0
USR_01678,7,0.4118,28,1,37,1073.54,0.6157,0.0051,6,9,2,0,1,1111,8,0
USR_01679,23,0.9583,0,3,5,810.53,0.9156,0.2928,19,23,7,0,0,632,3,0
USR_01680,17,0.5862,2,2,21,176.45,0.4958,-0.2839,14,18,5,0,0,1132,10,0
USR_01681,9,0.45,29,1,41,1828.11,0.4015,0.4667,8,12,3,0,1,44,3,0
USR_01682,6,0.4286,5,0,102,243.33,0.6023,0.1178,5,6,2,0,0,71,0,0
USR_01683,20,0.7407,17,2,5,396.31,0.7226,0.0077,16,18,6,0,0,961,5,0
USR_01684,13,0.7222,14,1,14,510.62,0.1311,0.2985,10,13,4,0,0,449,3,0
USR_01685,5,0.5,5,0,126,674.98,0.7639,0.2086,4,5,1,0,1,638,0,0
USR_01686,17,0.8095,23,2,2,515.28,0.745,0.1944,14,15,5,0,0,530,0,0
USR_01687,26,0.7222,23,3,17,426.4,0.2907,0.135,21,21,8,1,1,507,1,0
USR_01688,0,0.0,117,0,168,1264.02,0.598,0.214,0,0,0,1,0,1129,8,0
USR_01689,6,0.6,25,0,112,229.23,0.6278,-0.0739,5,5,2,0,0,140,11,0
USR_01690,19,0.7917,18,2,21,477.46,0.7695,0.1766,15,15,6,0,0,933,4,0
USR_01691,12,0.6316,6,1,21,124.3,0.6578,-0.1613,10,10,4,0,1,1070,0,0
USR_01692,7,0.6364,8,1,15,291.56,0.4374,-0.2367,6,10,2,1,1,799,4,0
USR_01693,19,0.76,1,2,8,190.47,0.2976,-0.1523,16,18,6,0,0,492,10,0
USR_01694,9,0.4286,16,1,31,1196.57,0.3982,-0.5182,8,12,3,1,0,217,8,0
USR_01695,10,0.7143,15,1,6,772.35,0.7588,-0.3705,8,8,3,1,0,828,2,0
USR_01696,20,0.9091,5,2,33,348.25,0.637,-0.0981,16,19,6,0,0,578,0,0
USR_01697,7,0.3889,19,0,131,51.47,0.8966,-0.4837,5,5,2,0,1,204,12,0
USR_01698,12,0.75,9,1,35,196.24,0.4684,-0.1185,10,13,4,1,1,450,10,0
USR_01699,4,0.2857,5,0,30,276.11,0.6764,0.2497,3,6,1,1,0,1155,0,0
USR_01700,5,0.2632,5,0,180,498.48,0.4455,-0.0984,4,8,1,0,0,340,10,0
USR_01701,11,0.6111,16,1,28,1219.58,0.6292,-0.1181,9,9,3,1,0,238,0,0
USR_01702,17,0.68,27,2,41,210.41,0.2386,-0.0512,14,17,5,0,0,827,0,0
USR_01703,23,0.697,15,3,38,225.74,0.7853,-0.7882,19,21,7,1,0,263,8,0
USR_01704,11,0.9167,18,1,32,174.03,0.6105,0.0308,9,12,3,1,0,1106,4,0
USR_01705,7,0.875,25,0,134,666.63,0.7648,0.2085,5,6,2,0,0,1035,3,0
USR_01706,15,0.8824,19,2,2,117.29,0.5934,0.2805,12,13,5,0,1,1180,12,0
USR_01707,2,0.25,24,0,175,162.04,0.2168,-0.1482,2,4,0,0,1,1097,10,0
USR_01708,24,0.6667,16,3,27,969.82,0.5829,0.4389,20,23,8,1,0,315,0,0
USR_01709,11,0.55,3,1,10,2251.19,0.4218,0.0716,9,13,3,1,0,278,5,0
USR_01710,2,0.1429,19,0,127,699.92,0.236,0.2933,2,3,0,1,0,430,9,0
USR_01711,8,0.6154,21,1,39,517.39,0.2893,-0.0997,6,10,2,1,0,579,4,0
USR_01712,8,0.4,13,1,24,3798.74,0.9265,0.4326,7,7,2,0,0,1059,13,0
USR_01713,15,0.6,15,2,4,438.22,0.9623,-0.1508,12,12,5,0,1,888,6,0
USR_01714,18,0.9474,2,2,38,439.39,0.7769,0.1063,15,16,6,0,0,783,0,0
USR_01715,19,0.7308,13,2,36,433.06,0.7783,0.006,16,17,6,0,0,1057,1,0
USR_01716,12,0.5714,27,1,20,2209.5,0.6926,-0.3754,10,11,4,0,1,785,10,0
USR_01717,7,0.5833,4,1,12,1023.69,0.8561,0.4628,6,9,2,0,0,473,13,0
USR_01718,5,0.3125,19,0,40,1015.06,0.8408,-0.1027,4,6,1,0,1,513,0,0
USR_01719,14,0.7,22,1,29,863.72,0.5526,-0.3647,11,13,4,1,0,634,0,0
USR_01720,11,0.5238,21,1,11,461.59,0.4269,-0.2517,9,13,3,1,0,133,8,0
USR_01721,15,0.6,26,2,24,513.61,0.9597,0.2383,13,17,5,0,0,897,0,0
USR_01722,7,0.7,5,0,122,307.46,0.6175,0.4856,5,8,2,0,0,793,0,0
USR_01723,24,1.0,6,3,26,484.49,0.8191,-0.2695,20,21,8,0,0,885,11,0
USR_01724,16,0.5517,10,2,17,833.87,0.3104,0.1336,13,16,5,0,1,654,9,0
USR_01725,8,0.4,0,1,44,568.86,0.4329,-0.1498,7,10,2,0,0,946,11,0
USR_01726,21,0.6,0,2,30,1270.79,0.3789,-0.7049,17,17,7,1,0,1141,6,0
USR_01727,15,1.0,18,2,26,820.58,0.1568,0.2121,13,15,5,1,1,696,2,0
USR_01728,17,0.6296,8,2,20,774.22,0.4782,-0.3131,14,15,5,0,1,549,12,0
USR_01729,5,0.8333,29,0,90,332.19,0.3312,0.2074,4,6,1,1,1,152,2,0
USR_01730,11,0.6111,25,1,32,249.34,0.5485,0.1653,9,11,3,0,0,941,2,0
USR_01731,28,0.7,20,3,18,270.15,0.865,-0.1327,24,24,9,1,0,1087,11,0
USR_01732,8,0.7273,24,1,7,1588.08,0.3749,0.111,6,8,2,1,0,848,6,0
USR_01733,4,0.4444,7,0,108,167.05,0.5397,0.2553,4,6,1,1,0,1042,11,0
USR_01734,15,0.6818,21,2,25,774.26,0.2811,-0.5121,13,14,5,0,0,1037,0,0
USR_01735,11,0.6471,26,1,15,774.6,0.3875,0.0938,9,10,3,1,1,963,13,0
USR_01736,6,1.0,4,0,124,384.75,0.3332,0.1449,5,7,2,1,0,618,5,0
USR_01737,9,0.6429,16,1,13,646.31,0.6678,-0.0647,7,8,3,1,0,146,6,0
USR_01738,5,0.2941,29,0,145,762.79,0.7599,0.4746,4,8,1,1,0,33,12,0
USR_01739,8,0.8889,15,1,28,263.98,0.8361,0.0652,6,8,2,1,0,269,3,0
USR_01740,4,0.4444,24,0,143,353.7,0.4015,0.6679,4,8,1,0,0,534,7,0
USR_01741,17,0.6538,1,2,41,597.48,0.6863,0.4411,14,17,5,0,0,900,6,0
USR_01742,11,0.6875,10,1,44,612.39,0.2562,0.5521,9,10,3,0,1,563,9,0
USR_01743,3,0.2308,1,0,121,213.25,0.6447,0.2284,2,6,1,0,1,57,11,0
USR_01744,20,0.8333,21,2,21,666.9,0.3587,0.3515,17,20,6,1,0,276,6,0
USR_01745,10,0.8333,17,1,38,687.41,0.2947,-0.0725,8,12,3,0,1,1175,0,0
USR_01746,4,0.2353,5,0,131,1383.87,0.3237,0.6361,3,5,1,0,0,1185,1,0
USR_01747,20,0.6452,24,2,39,611.45,0.2329,-0.3241,16,20,6,0,0,471,13,0
USR_01748,17,0.8095,16,2,24,450.53,0.9368,0.5493,14,17,5,0,0,971,13,0
USR_01749,6,0.8571,22,0,156,1149.38,0.6819,-0.0408,5,6,2,0,0,871,13,0
USR_01750,4,0.4,21,0,191,1516.32,0.1329,-0.4033,3,7,1,1,0,1119,0,0
USR_01751,11,0.5,28,1,31,205.42,0.5856,0.1898,9,12,3,1,0,1068,3,0
USR_01752,18,0.6667,6,2,1,408.57,0.5407,-0.0192,15,15,6,0,0,765,8,0
USR_01753,14,0.5833,15,1,35,114.39,0.702,0.1976,11,14,4,0,0,491,8,0
USR_01754,7,0.5,4,1,3,287.5,0.8833,0.594,6,7,2,0,1,763,0,0
USR_01755,4,0.2353,18,0,64,2033.52,0.7623,-0.3423,3,4,1,0,0,403,5,0
USR_01756,9,0.9,10,1,0,262.39,0.251,0.4722,7,9,3,0,0,437,0,0
USR_01757,13,0.52,18,1,44,898.43,0.7071,0.2331,11,14,4,0,0,742,4,0
USR_01758,12,0.4615,2,1,27,859.01,0.8484,0.2639,10,14,4,0,0,698,1,0
USR_01759,23,0.6571,11,3,17,387.75,0.549,-0.5303,19,19,7,1,0,709,0,0
USR_01760,7,0.6364,13,1,38,430.02,0.4747,0.1613,6,6,2,0,1,480,0,0
USR_01761,6,0.3,0,0,193,1883.86,0.7659,0.3416,5,9,2,1,0,508,12,0
USR_01762,4,0.2222,4,0,99,1315.4,0.1685,0.6154,4,4,1,1,0,41,8,0
USR_01763,22,0.6471,25,2,32,3703.09,0.4622,-0.4593,18,22,7,0,1,734,12,0
USR_01764,5,0.5556,14,0,67,80.09,0.5695,-0.0862,4,4,1,0,0,703,3,0
USR_01765,19,0.6333,2,2,15,947.95,0.6582,0.8404,16,16,6,0,0,1124,3,0
USR_01766,15,0.5556,4,2,30,91.77,0.6489,-0.6156,13,14,5,0,1,620,2,0
USR_01767,8,0.8,28,1,1,598.03,0.6976,0.3601,7,10,2,0,1,577,5,0
USR_01768,9,0.75,5,1,10,516.23,0.4178,0.0981,7,11,3,1,0,109,2,0
USR_01769,10,0.4762,25,1,8,246.2,0.2724,-0.1853,8,12,3,0,0,260,8,0
USR_01770,14,0.5385,7,1,22,379.44,0.4193,-0.1046,12,13,4,0,0,425,9,0
USR_01771,18,0.6667,3,2,16,484.32,0.7888,0.7794,15,15,6,1,0,471,11,0
USR_01772,19,0.7037,25,2,4,872.93,0.6262,0.2791,16,17,6,0,0,454,1,0
USR_01773,7,0.3333,3,0,137,245.86,0.8326,-0.0282,5,8,2,1,1,491,4,0
USR_01774,24,0.8276,24,3,4,340.95,0.746,-0.2185,20,21,8,1,0,929,1,0
USR_01775,9,0.4737,22,1,6,932.0,0.5201,0.2884,7,9,3,1,0,183,0,0
USR_01776,19,0.5758,29,2,29,1093.22,0.6011,-0.0764,16,16,6,0,0,418,7,0
USR_01777,8,0.7273,16,1,7,5000.0,0.6206,-0.2522,7,8,2,0,0,220,4,0
USR_01778,15,0.9375,27,2,2,703.02,0.3143,-0.0492,13,13,5,0,0,390,7,0
USR_01779,21,0.913,19,2,28,1019.86,0.6756,0.1479,17,18,7,1,0,830,0,0
USR_01780,14,0.5833,0,1,33,513.51,0.7766,-0.0384,12,12,4,1,1,84,13,0
USR_01781,23,0.8519,8,3,5,1886.86,0.5963,0.554,19,20,7,1,0,427,13,0
USR_01782,3,0.2308,0,0,47,291.35,0.8179,0.26,2,2,1,1,1,57,3,0
USR_01783,8,0.5333,26,1,35,582.27,0.0792,-0.0749,7,7,2,0,0,1147,10,0
USR_01784,9,0.4286,12,1,6,750.97,0.812,0.2545,7,11,3,1,1,880,1,0
USR_01785,20,0.6897,16,2,37,908.02,0.5354,-0.0778,17,17,6,0,0,315,8,0
USR_01786,14,0.6364,24,1,27,1299.0,0.5331,-0.0396,12,15,4,0,0,261,11,0
USR_01787,8,0.7273,16,1,32,521.97,0.3111,0.0137,7,9,2,0,0,145,10,0
USR_01788,8,0.6667,27,1,37,1254.5,0.6103,-0.1315,7,7,2,1,0,583,10,0
USR_01789,25,0.8929,29,3,11,198.09,0.8513,0.3503,21,23,8,0,0,911,3,0
USR_01790,9,1.0,6,1,10,751.36,0.7147,0.3319,8,8,3,1,0,713,10,0
USR_01791,10,0.7143,23,1,25,135.66,0.6321,-0.2811,8,11,3,0,0,1060,7,0
USR_01792,3,0.1765,5,0,78,512.54,0.8088,0.521,2,5,1,0,0,432,0,0
USR_01793,12,0.5,20,1,2,4539.86,0.5449,0.1609,10,11,4,0,0,355,0,0
USR_01794,9,0.75,16,1,27,759.83,0.7487,-0.627,7,8,3,0,0,589,9,0
USR_01795,15,0.75,25,2,42,419.27,0.6196,0.0724,12,16,5,0,1,266,5,0
USR_01796,14,0.5833,5,1,27,926.94,0.7601,0.1942,12,14,4,0,0,1171,4,0
USR_01797,8,0.8889,29,1,0,591.21,0.5859,-0.2042,6,9,2,0,1,247,12,0
USR_01798,24,0.7059,15,3,7,249.68,0.6703,0.7249,20,20,8,1,0,590,6,0
USR_01799,12,0.6,24,1,9,140.38,0.6095,-0.2648,10,13,4,0,0,640,3,0
USR_01800,15,0.6,24,2,17,607.94,0.6913,0.1709,13,13,5,1,0,96,3,0
USR_01801,12,1.0,24,1,3,525.52,0.8573,-0.2046,10,12,4,0,1,578,5,0
USR_01802,3,0.1765,7,0,123,501.18,0.7922,-0.1901,2,5,1,1,0,562,8,0
USR_01803,4,0.2857,5,0,37,1206.07,0.5906,0.0362,3,3,1,0,1,333,5,0
USR_01804,17,0.8947,2,2,17,1869.99,0.3229,-0.2432,14,14,5,1,0,179,4,0
USR_01805,6,0.3333,26,0,172,1114.11,0.6734,-0.1033,5,5,2,0,0,82,7,0
USR_01806,8,1.0,18,1,29,477.0,0.2793,-0.199,6,7,2,0,0,40,7,0
USR_01807,15,0.8824,26,2,0,694.63,0.3103,-0.4782,12,15,5,0,0,593,10,0
USR_01808,17,0.6071,10,2,15,1519.88,0.8799,-0.0953,14,14,5,0,0,135,0,0
USR_01809,14,0.5385,17,1,4,1273.02,0.6852,0.6271,12,12,4,0,1,1152,8,0
USR_01810,19,0.95,1,2,28,999.7,0.684,-0.1717,16,20,6,1,0,316,4,0
USR_01811,7,0.4118,19,0,65,427.95,0.6743,-0.018,6,6,2,0,0,793,0,0
USR_01812,8,0.4,27,1,17,1524.79,0.1937,0.0293,7,9,2,1,0,817,6,0
USR_01813,9,0.9,18,1,18,1951.3,0.6579,0.5248,8,9,3,0,0,609,7,0
USR_01814,8,0.8889,25,1,23,1281.78,0.4318,0.1331,7,11,2,0,1,1063,4,0
USR_01815,3,0.5,16,0,48,5000.0,0.4364,-0.2704,2,6,1,1,0,159,9,0
USR_01816,1,0.25,13,0,136,1210.92,0.3571,-0.5122,1,4,0,1,1,303,2,0
USR_01817,19,0.8636,5,2,43,1665.51,0.9195,-0.2807,16,19,6,0,0,325,1,0
USR_01818,13,0.5417,7,1,13,1110.49,0.6681,0.0367,11,12,4,0,1,188,2,0
USR_01819,10,0.7692,19,1,32,599.64,0.2553,-0.3545,8,11,3,0,0,374,3,0
USR_01820,21,0.75,11,2,42,259.6,0.5449,0.3983,18,18,7,1,0,395,7,0
USR_01821,6,0.5455,11,0,51,359.45,0.6586,-0.103,5,8,2,0,1,924,10,0
USR_01822,14,0.7778,16,1,19,362.44,0.7501,0.4042,12,16,4,1,0,382,7,0
USR_01823,14,0.5185,16,1,43,252.87,0.2962,-0.1173,11,14,4,1,1,1055,0,0
USR_01824,7,0.6364,24,1,23,528.84,0.6451,-0.2517,6,7,2,0,0,934,2,0
USR_01825,14,0.8235,27,1,19,666.86,0.7869,-0.2927,11,15,4,1,0,1084,0,0
