beneficiary_id,age_bracket,region_encoded,grant_type_encoded,dependant_count,has_proxy,redemption_channel_pref_encoded,avg_redemption_amount,redemption_frequency,days_since_last_payment,digital_literacy_score,household_size_estimate,enrollment_duration_days
BEN_01015,5,3,2,0,0,4,260.21,1,30,0.2819,1,254
BEN_01016,4,2,0,1,0,2,1147.49,1,54,0.5808,3,67
BEN_01017,5,9,0,4,0,4,1200.61,1,8,0.2511,5,684
BEN_01018,5,8,2,2,0,4,243.83,4,60,0.0525,3,160
BEN_01019,4,1,0,3,0,1,1212.43,2,65,0.5527,6,32
BEN_01020,2,0,2,0,0,0,263.7,1,37,0.7641,2,534
BEN_01021,5,6,0,2,1,1,1331.18,2,58,0.124,4,873
BEN_01022,4,0,0,2,0,0,1181.84,1,73,0.5807,4,1291
BEN_01023,2,3,4,2,0,4,1251.54,0,60,0.7585,3,1448
BEN_01024,4,9,2,2,0,1,262.31,0,59,0.3743,4,1052
BEN_01025,5,1,3,1,0,3,255.44,1,52,0.5231,2,509
BEN_01026,4,12,2,2,0,1,292.72,1,30,0.4452,4,1480
BEN_01027,2,5,2,2,1,0,241.17,1,29,0.6035,3,500
BEN_01028,2,0,2,4,1,0,249.34,1,54,0.8731,5,545
BEN_01029,5,3,0,2,0,1,1188.44,0,20,0.2673,4,162
BEN_01030,2,0,1,3,1,0,1230.72,0,76,0.8058,5,1004
BEN_01031,4,5,0,0,1,1,1217.37,1,5,0.4029,2,655
BEN_01032,2,10,2,1,0,4,257.81,1,7,0.7617,3,350
BEN_01033,5,12,0,2,1,0,1393.49,2,66,0.1341,6,321
BEN_01034,4,4,2,0,1,0,276.4,0,48,0.2116,2,89
BEN_01035,4,8,0,2,0,4,1211.32,0,88,0.2745,6,572
BEN_01036,5,4,0,2,0,1,1124.3,1,11,0.3247,3,749
BEN_01037,3,2,2,1,0,3,243.79,0,43,0.9086,2,395
BEN_01038,3,0,1,1,0,2,1170.57,1,43,0.7403,4,795
BEN_01039,2,4,0,3,1,4,1253.38,2,88,0.7768,4,479
BEN_01040,4,2,0,4,1,1,1266.19,0,71,0.5754,5,1452
BEN_01041,3,0,3,1,0,1,298.77,1,16,0.6636,2,160
BEN_01042,5,0,0,3,0,1,1372.78,0,66,0.4214,6,1431
BEN_01043,2,3,3,2,1,1,263.55,2,76,0.7067,3,986
BEN_01044,4,0,0,0,0,0,1176.4,2,70,0.4231,2,137
BEN_01045,4,10,0,0,1,2,1266.12,0,1,0.3757,2,503
BEN_01046,4,0,2,2,0,0,295.0,1,32,0.6135,4,982
BEN_01047,2,4,2,2,0,1,268.17,0,15,0.6591,4,1419
BEN_01048,5,1,0,3,0,2,1135.37,1,43,0.3961,7,55
BEN_01049,4,8,0,1,1,3,1247.75,2,69,0.3365,6,311
BEN_01050,3,13,0,3,0,1,1238.73,0,74,0.4958,4,1420
BEN_01051,4,0,0,1,1,1,1128.75,1,86,0.7541,3,111
BEN_01052,4,4,1,2,0,1,1371.25,2,17,0.3421,4,1311
BEN_01053,4,4,0,0,0,4,1238.09,2,84,0.2214,2,133
BEN_01054,5,0,2,0,0,0,276.67,0,12,0.5,1,606
BEN_01055,4,4,0,3,0,1,1136.29,0,63,0.4172,4,1347
BEN_01056,3,1,3,3,1,0,268.31,1,75,0.9096,4,984
BEN_01057,4,3,4,0,1,0,1319.29,2,32,0.3182,1,1051
BEN_01058,2,4,0,0,0,4,1154.38,1,12,0.6382,4,863
BEN_01059,4,3,4,0,0,1,1264.37,1,14,0.2779,3,840
BEN_01060,3,12,2,0,1,3,271.65,1,80,0.4069,3,826
BEN_01061,3,4,0,4,1,1,1226.62,2,79,0.3177,5,1484
BEN_01062,5,5,3,1,0,2,255.99,2,55,0.3844,5,1486
BEN_01063,1,4,0,1,0,1,1388.19,3,12,1.0,3,507
BEN_01064,2,8,2,1,0,1,259.5,2,44,0.5675,3,340
BEN_01065,4,0,2,0,0,0,288.18,0,62,0.4382,2,828
BEN_01066,2,12,1,2,0,0,1211.48,1,57,0.5784,3,1333
BEN_01067,4,3,2,1,1,4,253.05,1,52,0.4003,3,537
BEN_01068,5,6,3,4,0,3,296.26,2,85,0.1188,6,147
BEN_01069,5,10,2,2,0,1,286.56,0,57,0.2049,4,55
BEN_01070,4,1,3,1,0,0,269.33,0,38,0.6918,2,519
BEN_01071,4,8,2,1,0,3,284.79,1,51,0.3171,4,1442
BEN_01072,4,11,1,1,0,4,1176.05,2,47,0.522,3,1272
BEN_01073,5,10,0,1,0,1,1242.99,0,72,0.177,2,1401
BEN_01074,3,12,2,2,0,3,266.58,0,42,0.6945,4,1015
BEN_01075,4,5,4,3,0,3,1162.39,2,76,0.2938,4,375
BEN_01076,5,10,4,1,0,4,1202.2,1,55,0.3895,2,706
BEN_01077,3,5,1,2,0,2,1381.96,2,88,0.4989,4,311
BEN_01078,4,6,0,1,0,1,1390.39,1,80,0.5273,2,1094
BEN_01079,5,2,4,1,0,3,1360.52,4,44,0.5548,2,41
BEN_01080,1,1,0,2,0,1,1337.75,0,68,1.0,5,1384
BEN_01081,4,0,2,4,0,1,259.55,1,89,0.7648,6,1063
BEN_01082,3,12,2,2,0,1,280.28,2,21,0.3997,4,1065
BEN_01083,5,13,0,1,1,0,1376.76,0,28,0.1897,3,265
BEN_01084,3,2,0,4,0,0,1386.59,1,39,0.5746,6,490
BEN_01085,3,12,2,0,1,4,260.85,2,71,0.4385,2,1084
BEN_01086,4,7,0,5,0,0,1137.39,1,58,0.4806,7,991
BEN_01087,5,0,3,0,0,2,277.85,1,25,0.2701,1,736
BEN_01088,3,0,0,1,0,0,1288.95,1,37,0.7898,3,103
BEN_01089,2,10,1,3,0,1,1374.11,1,49,0.6101,6,36
BEN_01090,4,4,1,2,0,0,1155.02,2,21,0.4005,3,437
BEN_01091,3,9,0,2,0,1,1317.67,1,28,0.3525,4,1116
BEN_01092,4,3,2,2,0,1,292.88,0,30,0.4428,5,467
BEN_01093,3,3,4,0,0,1,1124.19,2,73,0.5051,1,543
BEN_01094,5,9,2,2,0,4,291.95,0,82,0.251,3,942
BEN_01095,4,10,1,3,0,2,1372.22,1,55,0.2878,5,475
BEN_01096,5,0,0,1,0,2,1176.0,0,53,0.3841,3,266
BEN_01097,5,7,0,1,0,0,1159.57,4,60,0.2496,3,1266
BEN_01098,4,3,0,2,1,4,1329.49,0,24,0.1916,5,1353
BEN_01099,3,0,2,0,1,4,265.46,1,70,0.7666,1,659
BEN_01100,1,0,1,3,0,0,1144.16,1,88,0.9826,6,1302
BEN_01101,4,0,2,2,0,2,250.33,1,71,0.4063,3,171
BEN_01102,2,12,1,0,1,3,1386.6,0,36,0.6138,4,133
BEN_01103,5,8,0,2,0,1,1140.15,1,19,0.0648,5,410
BEN_01104,1,2,0,3,0,4,1123.32,2,52,0.8802,4,648
BEN_01105,4,0,3,2,0,1,242.5,0,58,0.7008,4,1062
BEN_01106,2,2,4,2,0,0,1332.07,1,0,0.8478,4,508
BEN_01107,4,11,1,0,1,0,1233.26,0,87,0.4623,3,1348
BEN_01108,3,5,0,0,0,0,1123.31,1,18,0.5479,1,1453
BEN_01109,4,3,1,2,0,1,1182.83,1,47,0.508,4,1194
BEN_01110,4,8,0,0,1,4,1201.4,3,71,0.2331,2,1173
BEN_01111,1,0,1,1,1,4,1294.01,0,80,1.0,4,1142
BEN_01112,4,3,2,0,0,0,269.29,1,72,0.2474,1,634
BEN_01113,5,3,0,2,0,4,1232.6,0,88,0.0256,3,1447
BEN_01114,5,4,0,2,0,1,1339.41,2,39,0.2882,4,1309
BEN_01115,4,3,1,2,0,1,1215.6,1,60,0.4666,4,1198
BEN_01116,5,1,3,1,0,3,240.34,0,86,0.3815,4,302
BEN_01117,1,1,0,2,0,2,1197.33,2,55,0.9244,4,1131
BEN_01118,3,6,2,2,0,1,277.24,1,16,0.5198,7,206
BEN_01119,5,8,0,1,0,1,1380.51,0,77,0.2985,3,411
BEN_01120,4,9,2,0,1,1,242.6,2,4,0.3361,3,268
BEN_01121,1,0,0,0,0,3,1357.83,1,77,1.0,2,865
BEN_01122,2,6,2,0,0,4,250.8,2,2,0.573,2,444
BEN_01123,3,10,3,2,0,3,241.47,1,74,0.4543,6,1424
BEN_01124,5,6,1,3,1,4,1319.52,0,80,0.277,5,247
BEN_01125,5,0,2,3,0,0,286.25,1,27,0.382,5,883
BEN_01126,4,1,2,0,0,0,259.11,0,15,0.5817,2,796
BEN_01127,5,6,4,1,0,4,1157.99,1,73,0.1186,2,283
BEN_01128,5,0,4,3,0,0,1153.69,0,76,0.27,5,653
BEN_01129,4,3,0,2,0,4,1389.67,1,19,0.2842,4,497
BEN_01130,2,2,1,2,0,2,1271.43,0,45,0.6773,3,192
BEN_01131,3,3,0,1,0,2,1253.27,1,78,0.5227,5,73
BEN_01132,3,0,2,3,0,2,241.32,0,19,0.6789,6,553
BEN_01133,3,13,0,0,1,4,1290.87,1,8,0.6614,2,1157
BEN_01134,1,0,1,1,1,0,1294.11,2,57,0.9623,2,78
BEN_01135,2,0,2,1,0,0,267.33,2,42,1.0,2,451
BEN_01136,3,9,1,2,0,1,1334.61,1,51,0.6113,5,678
BEN_01137,5,0,1,1,0,2,1351.41,3,65,0.3194,3,943
BEN_01138,2,2,1,0,0,2,1217.36,0,73,0.8035,2,566
BEN_01139,4,0,4,2,0,3,1318.85,3,33,0.6682,4,619
BEN_01140,4,3,1,2,0,1,1378.17,1,15,0.5329,5,963
BEN_01141,5,8,0,1,0,4,1220.26,3,69,0.0884,3,733
BEN_01142,3,8,0,1,0,4,1152.42,0,8,0.4494,2,998
BEN_01143,3,2,3,1,1,1,272.42,1,75,0.8144,5,807
BEN_01144,3,12,2,0,1,2,266.84,0,24,0.4253,3,859
BEN_01145,2,13,2,1,0,3,266.69,1,63,0.5356,2,135
BEN_01146,4,5,0,2,0,2,1348.95,4,25,0.4702,5,1424
BEN_01147,2,7,0,0,0,4,1146.38,2,85,0.7313,1,1163
BEN_01148,4,7,0,1,0,0,1200.81,0,39,0.3703,4,490
BEN_01149,4,6,0,3,0,3,1167.22,1,23,0.4059,4,104
BEN_01150,2,0,0,3,0,0,1338.64,2,9,0.8605,5,898
BEN_01151,4,2,0,3,0,2,1351.59,0,9,0.4182,4,161
BEN_01152,5,2,2,3,0,1,242.96,2,41,0.4789,4,1236
BEN_01153,4,4,3,3,1,1,268.02,3,3,0.5753,5,826
BEN_01154,3,6,4,0,1,2,1257.34,0,16,0.4285,4,395
BEN_01155,1,8,0,3,0,3,1393.12,2,47,0.7528,5,80
BEN_01156,5,0,0,2,0,0,1168.82,0,23,0.3938,3,474
BEN_01157,2,0,0,0,0,0,1243.6,0,52,0.801,5,898
BEN_01158,5,3,1,0,0,1,1175.35,0,79,0.1382,2,527
BEN_01159,4,1,2,1,0,2,297.29,3,46,0.505,5,1393
BEN_01160,4,0,3,0,0,0,264.93,1,37,0.5223,1,953
BEN_01161,2,3,1,1,0,4,1372.95,1,76,0.5952,4,1296
BEN_01162,4,6,2,1,0,4,284.71,0,25,0.2841,2,768
BEN_01163,4,8,0,2,1,1,1200.86,1,71,0.4009,3,1171
BEN_01164,1,13,3,1,0,4,245.25,1,33,0.9766,2,1398
BEN_01165,3,2,1,2,0,0,1306.36,2,45,0.5399,4,1000
BEN_01166,3,2,3,0,0,0,269.8,1,16,0.6893,1,721
BEN_01167,2,0,2,3,0,2,267.12,2,40,0.8048,4,1002
BEN_01168,4,8,1,2,0,0,1305.35,0,45,0.4151,3,806
BEN_01169,5,0,0,1,0,0,1331.51,2,70,0.2365,2,881
BEN_01170,3,8,2,2,0,3,270.28,3,25,0.6299,3,1287
BEN_01171,5,1,2,1,1,1,287.4,1,34,0.2828,4,1064
BEN_01172,5,5,4,1,0,4,1285.1,0,76,0.2286,3,307
BEN_01173,4,5,0,1,0,0,1334.53,3,4,0.5005,3,1340
BEN_01174,4,0,2,3,0,4,294.19,0,38,0.434,5,1354
BEN_01175,3,8,2,2,0,1,283.73,0,79,0.4234,4,215
BEN_01176,5,0,3,2,0,0,241.65,1,18,0.3485,5,1422
BEN_01177,4,7,0,1,0,2,1174.04,3,47,0.2765,2,181
BEN_01178,5,4,0,1,0,1,1134.45,0,38,0.406,3,476
BEN_01179,5,3,0,1,0,1,1392.44,1,8,0.0361,3,463
BEN_01180,5,3,2,0,0,0,250.11,1,82,0.2804,1,143
BEN_01181,2,12,3,1,0,4,272.93,0,9,0.6093,4,1212
BEN_01182,4,4,0,1,0,4,1248.3,1,5,0.4628,3,1422
BEN_01183,2,11,0,1,0,4,1271.77,2,4,0.638,3,318
BEN_01184,3,9,3,1,1,4,292.77,1,24,0.335,2,603
BEN_01185,4,3,0,2,0,1,1391.69,0,74,0.6128,4,1062
BEN_01186,5,12,0,1,1,1,1128.52,1,9,0.083,2,928
BEN_01187,1,10,3,1,0,4,270.14,1,23,0.9275,2,1085
BEN_01188,2,3,0,2,0,0,1276.04,1,62,0.6146,3,310
BEN_01189,5,2,0,4,0,3,1312.86,1,25,0.3767,5,1424
BEN_01190,3,0,0,1,0,1,1323.4,2,20,0.6664,4,256
BEN_01191,1,1,4,2,0,0,1222.8,0,38,1.0,3,960
BEN_01192,4,1,0,2,0,1,1205.32,2,74,0.6318,4,473
BEN_01193,3,0,1,1,0,0,1145.23,0,30,0.6544,3,502
BEN_01194,4,0,1,0,0,1,1399.92,2,2,0.454,4,696
BEN_01195,4,4,0,1,0,3,1231.37,1,5,0.3082,4,808
BEN_01196,5,3,0,0,0,1,1316.74,1,34,0.3149,1,1117
BEN_01197,4,10,0,0,0,1,1222.57,1,22,0.4005,2,1342
BEN_01198,3,7,0,1,0,1,1348.55,1,83,0.5219,3,193
BEN_01199,5,13,4,0,0,3,1309.58,2,3,0.1934,1,178
BEN_01200,5,4,2,2,1,3,296.07,0,71,0.1874,4,1231
BEN_01201,4,10,2,3,0,1,280.08,2,73,0.4594,5,124
BEN_01202,5,3,4,0,0,1,1247.87,2,47,0.1564,3,31
BEN_01203,4,12,0,1,0,3,1331.92,0,14,0.2326,2,569
BEN_01204,2,0,4,1,1,0,1293.71,3,38,0.7249,2,427
BEN_01205,5,0,0,2,0,0,1195.4,0,32,0.4263,7,135
BEN_01206,1,0,2,1,0,0,267.29,2,39,0.9228,4,1083
BEN_01207,3,4,1,4,1,0,1160.64,2,36,0.519,7,1481
BEN_01208,4,4,0,1,1,1,1255.86,1,88,0.2374,2,1027
BEN_01209,5,8,0,3,0,1,1340.79,0,57,0.1789,4,1350
BEN_01210,4,10,0,1,0,4,1241.57,1,45,0.4928,7,1189
BEN_01211,1,1,3,0,0,0,290.22,1,18,1.0,4,784
BEN_01212,4,10,3,4,0,3,282.77,1,72,0.3576,6,1105
BEN_01213,3,1,4,2,0,0,1315.72,1,63,0.5377,5,1376
BEN_01214,4,4,0,2,0,4,1314.49,0,65,0.17,5,621
BEN_01215,4,6,0,1,0,1,1371.35,0,34,0.2477,2,1104
BEN_01216,4,8,2,0,0,1,279.54,1,28,0.3866,3,1440
BEN_01217,3,0,2,2,0,0,284.12,2,83,0.5517,3,721
BEN_01218,4,9,0,2,0,3,1297.44,0,27,0.3774,3,898
BEN_01219,5,9,3,6,0,2,268.35,1,70,0.0114,10,931
BEN_01220,4,0,2,1,0,1,276.23,3,15,0.5656,6,348
BEN_01221,4,9,0,4,0,1,1181.89,2,71,0.4072,5,59
BEN_01222,5,7,3,0,0,4,282.45,2,31,0.1054,3,688
BEN_01223,4,8,2,1,0,1,258.68,1,32,0.4338,5,261
BEN_01224,2,10,0,0,0,1,1245.6,1,16,0.6298,2,143
BEN_01225,4,0,0,0,0,1,1373.54,1,68,0.6454,1,258
BEN_01226,3,0,2,2,1,3,246.94,1,1,0.7991,5,1477
BEN_01227,5,3,2,2,0,4,243.95,1,60,0.2536,5,633
BEN_01228,5,1,0,2,0,4,1274.09,0,76,0.5525,5,1470
BEN_01229,3,4,1,0,0,2,1253.73,0,59,0.4108,1,738
BEN_01230,3,12,4,3,0,4,1122.42,1,70,0.3436,7,382
BEN_01231,3,10,0,3,1,1,1163.29,2,2,0.4281,5,1412
BEN_01232,5,6,1,1,0,1,1210.17,1,63,0.1608,2,443
BEN_01233,1,0,0,2,0,0,1135.49,0,53,1.0,4,1175
BEN_01234,2,4,1,0,0,2,1132.53,0,56,0.7275,1,761
BEN_01235,4,2,1,3,0,3,1169.84,0,41,0.5614,6,138
BEN_01236,2,5,0,0,0,2,1286.45,1,38,0.6499,4,1099
BEN_01237,4,3,2,2,0,4,280.22,1,81,0.4071,4,1493
BEN_01238,3,1,1,1,1,4,1322.11,1,81,0.8671,3,1295
BEN_01239,3,0,0,2,0,3,1201.5,2,49,0.7303,3,637
BEN_01240,3,6,2,3,0,1,254.26,0,74,0.7284,5,1411
BEN_01241,5,13,0,3,0,4,1129.89,0,45,0.1907,4,686
BEN_01242,4,12,0,1,0,0,1185.85,0,44,0.2865,3,524
BEN_01243,4,3,2,0,0,1,245.38,3,42,0.1941,2,1200
BEN_01244,5,8,1,0,0,1,1146.06,1,14,0.1663,2,1181
BEN_01245,2,0,2,4,0,1,240.61,1,25,0.8148,6,1342
BEN_01246,5,12,4,0,0,1,1275.3,1,6,0.3361,1,916
BEN_01247,4,0,0,0,0,1,1263.38,2,72,0.6264,1,594
BEN_01248,5,5,0,0,0,1,1185.84,0,84,0.2196,1,1450
BEN_01249,5,6,1,2,0,0,1196.32,3,3,0.256,4,1321
BEN_01250,5,0,0,1,0,0,1266.16,3,70,0.5382,2,494
BEN_01251,3,5,2,3,0,4,264.66,0,63,0.4273,5,1461
BEN_01252,5,12,2,0,0,2,271.23,0,79,0.232,2,1337
BEN_01253,2,7,2,4,0,1,288.97,1,65,0.4721,6,1456
BEN_01254,2,0,0,1,0,0,1124.12,0,72,0.8328,2,316
BEN_01255,5,6,2,3,0,4,285.18,0,26,0.1106,5,1356
BEN_01256,2,0,2,0,1,2,251.12,1,88,0.7145,2,1458
BEN_01257,4,2,3,0,1,2,289.75,0,39,0.5456,2,1038
BEN_01258,5,3,2,4,0,1,270.26,1,58,0.1686,6,375
BEN_01259,2,8,1,1,0,4,1342.25,2,3,0.5701,2,481
BEN_01260,3,1,0,0,1,4,1290.48,1,5,0.7448,2,1101
BEN_01261,4,0,3,2,1,1,290.02,0,26,0.7841,5,1148
BEN_01262,3,1,1,1,0,2,1278.22,4,2,0.6596,3,305
BEN_01263,4,6,4,5,0,4,1198.56,0,64,0.3878,6,1071
BEN_01264,3,0,3,0,0,2,292.0,1,20,0.6514,2,721
BEN_01265,5,8,1,3,0,4,1179.17,0,66,0.2432,6,1362
BEN_01266,4,7,0,2,0,0,1179.43,0,41,0.2197,3,1015
BEN_01267,5,2,1,1,1,2,1370.87,0,40,0.4676,4,544
BEN_01268,2,13,2,0,0,0,280.15,0,40,0.5262,3,496
BEN_01269,2,4,0,2,0,2,1230.69,1,82,0.7341,3,1070
BEN_01270,3,3,0,0,0,4,1328.01,0,83,0.4751,2,422
BEN_01271,3,2,1,1,1,2,1179.46,1,60,0.5384,4,814
BEN_01272,1,1,1,0,1,0,1329.42,1,75,0.9145,2,1366
BEN_01273,5,1,2,0,0,1,247.04,0,44,0.4946,1,593
BEN_01274,4,5,2,0,0,0,259.57,2,66,0.4854,2,1092
BEN_01275,2,0,2,3,1,2,242.22,0,33,0.7801,5,1025
BEN_01276,3,1,1,0,1,1,1225.34,2,82,0.7259,2,407
BEN_01277,2,8,0,1,0,1,1309.69,0,17,0.4943,4,1305
BEN_01278,4,1,0,0,0,2,1147.57,0,24,0.4753,2,1340
BEN_01279,4,0,2,3,0,1,296.55,0,19,0.4397,6,972
BEN_01280,4,10,0,2,0,1,1191.81,0,73,0.2445,4,474
BEN_01281,4,0,4,4,0,1,1331.18,2,1,0.537,6,1378
BEN_01282,5,12,2,3,1,1,284.87,0,74,0.0968,4,71
BEN_01283,3,5,2,1,0,4,246.68,2,42,0.4889,4,1437
BEN_01284,5,1,2,2,1,1,259.36,0,68,0.469,4,706
BEN_01285,5,6,2,0,1,4,253.95,2,43,0.2117,2,290
BEN_01286,5,5,3,4,0,1,258.87,1,85,0.1657,5,1179
BEN_01287,5,8,0,2,0,4,1167.43,2,75,0.2097,4,513
BEN_01288,3,9,1,1,0,2,1184.29,3,73,0.3922,3,253
BEN_01289,4,2,1,1,0,2,1335.92,0,77,0.5537,3,1001
BEN_01290,3,0,2,1,0,0,287.88,3,34,0.5626,2,975
BEN_01291,3,11,4,2,0,4,1301.99,1,1,0.3528,4,1461
BEN_01292,2,1,1,0,1,3,1159.52,1,20,0.8836,3,1017
BEN_01293,4,3,2,1,0,1,277.43,1,79,0.415,3,694
BEN_01294,4,12,4,2,1,1,1290.18,2,80,0.313,4,957
BEN_01295,4,3,0,0,0,1,1312.46,1,52,0.3294,1,515
BEN_01296,5,3,2,1,0,1,268.82,3,19,0.0578,4,110
BEN_01297,5,10,0,2,0,2,1313.19,2,88,0.1528,4,596
BEN_01298,4,8,2,0,1,1,261.53,0,17,0.1864,2,815
BEN_01299,2,7,2,1,0,1,299.44,0,6,0.557,3,1257
BEN_01300,4,5,1,0,0,4,1270.46,0,11,0.3004,1,565
BEN_01301,4,2,0,1,0,2,1151.41,0,57,0.6177,4,319
BEN_01302,2,9,2,2,1,1,265.17,0,28,0.6688,5,1118
BEN_01303,1,3,1,5,0,3,1245.42,4,0,0.6656,7,884
BEN_01304,2,2,3,3,0,2,253.21,0,42,0.958,4,1224
BEN_01305,4,1,2,2,0,2,299.62,3,10,0.5823,6,141
BEN_01306,5,2,1,2,0,0,1277.45,2,88,0.3239,4,705
BEN_01307,4,6,3,2,0,4,273.43,0,23,0.1997,4,775
BEN_01308,4,6,2,2,0,1,272.18,1,57,0.399,4,1094
BEN_01309,4,11,0,0,0,1,1321.2,1,76,0.3393,1,1400
BEN_01310,1,8,2,0,0,2,247.79,3,28,0.7889,1,306
BEN_01311,3,13,1,1,0,1,1234.73,3,89,0.6489,5,943
BEN_01312,2,12,4,0,1,0,1255.51,0,18,0.4958,2,1095
BEN_01313,4,5,0,2,0,0,1206.3,0,82,0.2171,5,791
BEN_01314,5,0,4,2,1,3,1311.99,1,41,0.5334,3,1372
BEN_01315,4,9,2,1,0,1,241.41,1,45,0.3615,2,750
BEN_01316,4,1,1,4,1,3,1245.65,0,80,0.6976,6,430
BEN_01317,3,3,4,1,0,3,1142.35,1,38,0.4152,6,332
BEN_01318,3,6,4,1,0,0,1200.3,0,70,0.5988,2,1407
BEN_01319,4,0,0,1,0,2,1183.87,2,18,0.6558,3,284
BEN_01320,4,6,1,2,0,1,1336.63,1,19,0.5135,4,828
BEN_01321,2,0,0,0,1,4,1311.42,2,37,0.8829,1,741
BEN_01322,2,0,4,1,1,0,1203.23,3,36,0.927,4,1429
BEN_01323,4,6,2,0,1,1,245.25,1,46,0.4781,3,76
BEN_01324,4,1,1,1,1,0,1245.23,1,62,0.6735,4,518
BEN_01325,2,12,0,1,0,1,1181.07,1,6,0.7938,2,841
BEN_01326,1,5,1,1,1,4,1145.89,0,77,0.7573,2,250
BEN_01327,2,0,0,5,0,0,1178.93,4,8,0.8349,8,625
BEN_01328,4,5,0,1,0,1,1333.16,2,82,0.4825,2,1062
BEN_01329,4,3,3,1,0,0,281.29,0,6,0.3096,3,1132
BEN_01330,2,10,2,2,1,1,295.32,0,39,0.7321,3,147
BEN_01331,4,0,2,2,1,0,282.63,1,4,0.533,3,749
BEN_01332,3,13,2,1,1,0,241.23,2,54,0.4106,3,1288
BEN_01333,2,6,0,4,0,1,1209.6,0,29,0.7013,7,528
BEN_01334,4,4,4,1,1,0,1170.28,0,35,0.2996,2,189
BEN_01335,1,0,0,1,0,2,1124.93,2,65,1.0,3,1229
BEN_01336,2,0,0,2,0,2,1272.64,0,39,0.7651,3,1254
BEN_01337,3,1,0,1,0,1,1377.36,2,60,0.5808,3,142
BEN_01338,2,6,0,3,0,1,1187.94,2,1,0.5218,4,1006
BEN_01339,4,5,4,0,0,1,1299.46,0,58,0.2533,2,1295
BEN_01340,4,9,1,2,0,2,1314.46,1,29,0.3509,3,346
BEN_01341,2,4,1,2,1,1,1285.03,1,55,0.6913,4,1398
BEN_01342,5,6,4,2,1,4,1393.19,1,27,0.1864,3,466
BEN_01343,5,7,0,0,0,1,1332.28,1,30,0.1827,2,1036
BEN_01344,5,12,3,3,0,1,253.97,0,21,0.1543,7,35
BEN_01345,3,2,0,0,0,0,1200.12,0,78,0.8156,2,729
BEN_01346,4,4,0,1,0,1,1293.88,0,78,0.4578,3,477
BEN_01347,2,5,2,1,0,1,297.23,0,39,0.4949,5,84
BEN_01348,3,11,2,4,0,1,254.42,1,66,0.559,6,1273
BEN_01349,5,7,3,1,0,1,271.26,2,69,0.3155,2,567
BEN_01350,3,4,1,1,0,4,1344.58,0,46,0.3327,2,550
BEN_01351,5,0,4,3,0,0,1312.35,1,76,0.2584,5,600
BEN_01352,4,1,4,1,1,2,1252.06,2,33,0.5103,5,1360
BEN_01353,3,0,2,1,0,0,265.1,2,64,0.6684,2,167
BEN_01354,3,5,3,2,1,0,288.83,1,52,0.4364,4,706
BEN_01355,3,1,2,1,0,0,248.1,0,83,0.7547,2,634
BEN_01356,5,12,2,0,0,1,263.51,0,18,0.3046,1,1350
BEN_01357,1,3,4,5,0,1,1259.15,0,84,0.8313,6,992
BEN_01358,2,4,2,1,1,4,275.14,0,39,0.8376,2,1051
BEN_01359,4,0,4,4,0,3,1154.55,1,36,0.5118,6,685
BEN_01360,5,0,0,0,0,0,1261.77,2,45,0.3842,2,855
BEN_01361,3,0,0,2,0,4,1354.24,1,7,0.8589,3,1440
BEN_01362,4,1,2,1,0,0,294.7,2,37,0.5312,3,1417
BEN_01363,3,3,0,2,0,4,1247.27,0,56,0.4978,4,1320
BEN_01364,4,5,2,2,1,4,268.96,1,8,0.2057,7,1018
BEN_01365,4,9,2,2,1,0,247.13,1,85,0.4117,5,1028
BEN_01366,2,3,1,1,0,1,1398.08,1,66,0.8602,4,1217
BEN_01367,3,0,0,0,0,2,1369.7,0,16,0.6774,1,1256
BEN_01368,3,5,4,3,1,0,1200.99,1,36,0.5735,5,1318
BEN_01369,3,4,4,0,0,0,1357.85,2,14,0.3105,2,1451
BEN_01370,4,0,1,3,0,0,1321.75,1,48,0.4932,6,292
BEN_01371,5,3,0,2,1,1,1142.76,0,10,0.2179,5,176
BEN_01372,3,11,1,1,0,4,1130.31,1,34,0.7014,3,661
BEN_01373,4,1,1,2,0,1,1234.35,0,79,0.436,4,270
BEN_01374,4,13,0,2,1,4,1168.57,1,12,0.5626,5,549
BEN_01375,5,0,1,0,0,2,1322.66,0,88,0.3572,3,1348
BEN_01376,1,13,2,3,0,4,252.01,1,67,0.6765,4,1302
BEN_01377,3,9,0,3,0,2,1241.95,0,43,0.3861,5,1190
BEN_01378,4,4,4,0,0,4,1275.97,1,5,0.2164,2,1199
BEN_01379,4,0,1,2,0,1,1239.05,0,70,0.4702,4,397
BEN_01380,2,5,2,0,0,2,244.94,1,30,0.6773,3,796
BEN_01381,4,0,0,0,1,3,1190.47,0,83,0.3671,1,196
BEN_01382,2,0,2,1,0,1,283.82,2,35,0.748,2,272
BEN_01383,5,5,2,2,0,4,260.98,1,51,0.1124,4,785
BEN_01384,4,7,2,0,0,0,274.73,0,29,0.2579,4,163
BEN_01385,3,6,1,1,0,2,1330.53,0,47,0.5969,3,636
BEN_01386,4,4,0,1,0,1,1322.28,0,77,0.3623,3,524
BEN_01387,4,0,0,1,0,4,1326.07,0,50,0.7187,3,978
BEN_01388,1,3,4,1,0,1,1385.16,0,48,0.9356,2,641
BEN_01389,5,13,3,1,0,4,248.58,1,13,0.148,4,481
BEN_01390,4,0,0,2,0,3,1136.64,0,25,0.4999,3,774
