region_encoded,day_of_week,day_of_month,is_payday_week,agent_count_in_region,active_beneficiaries_in_region,avg_historical_daily_demand,seasonal_index,recent_7d_avg_demand,pending_voucher_value_in_region,daily_demand_nad
0,1,14,0,10,522,11543.46,1.081,12829.54,43069.49,4193.01
0,1,9,0,7,493,6084.75,1.1059,4975.05,16952.93,7919.03
0,6,6,0,8,503,10645.57,1.0464,12518.54,13863.94,13328.65
7,2,9,0,9,481,5778.89,1.1311,5171.92,116265.14,500.0
0,0,27,0,9,490,11022.16,0.9897,11652.15,5896.41,10566.35
0,3,16,0,7,526,4064.49,0.836,4504.69,103512.69,7579.81
2,0,2,1,5,502,8302.57,0.9472,8132.97,11361.04,12979.21
2,6,3,1,14,504,13268.24,1.0429,15437.69,6492.54,19856.62
0,0,10,0,11,490,14132.26,1.0262,12870.9,47963.94,5662.76
5,3,6,0,9,502,10194.32,1.0856,9066.74,29554.55,8187.83
10,6,17,0,4,523,6888.74,0.9935,7874.86,68448.25,4322.25
6,6,2,1,5,564,7537.69,1.0797,7308.08,9805.84,6083.12
0,6,2,1,7,532,16462.28,1.0411,18296.72,142247.57,20999.61
4,2,12,0,9,533,4264.1,1.041,3789.94,14872.77,6952.82
8,5,29,0,8,493,6615.25,1.0651,6618.41,25627.45,3614.6
3,4,5,1,8,518,12493.46,1.071,13375.42,23902.77,13791.74
3,0,24,0,14,518,9030.65,0.8869,7638.72,9578.44,5962.08
4,0,15,0,11,498,10597.14,0.9799,8885.01,77569.26,9927.5
3,4,19,0,6,466,6274.06,0.9679,7379.28,81124.42,10438.67
5,4,26,0,4,488,26234.04,0.9006,24343.1,13512.94,13389.49
4,4,12,0,6,458,10702.37,1.0566,9517.23,11946.76,6556.58
5,4,11,0,13,474,15422.95,1.149,13793.5,98502.36,13475.49
10,5,15,0,9,494,6872.87,0.9203,7032.32,19779.13,5838.77
10,6,13,0,11,470,9292.63,0.9988,10607.73,13442.51,11004.94
2,1,12,0,8,499,5846.85,1.1042,4863.56,6013.2,6379.29
11,2,20,0,8,547,6610.12,0.8975,7634.8,34947.18,5566.09
3,2,20,0,4,478,8508.89,0.9185,7765.3,17432.26,4530.51
12,6,27,0,8,532,11433.67,0.8917,13030.13,6825.91,2774.88
1,3,3,1,10,482,8399.8,0.9641,8140.04,17657.09,9425.97
6,2,25,0,6,497,12011.78,0.8584,13696.98,20107.42,1233.0
2,2,28,0,5,501,4088.64,1.0169,3330.47,6888.58,2474.72
1,5,16,0,6,473,13118.22,0.9336,13692.67,35177.17,5383.86
1,4,27,0,4,515,6098.32,0.9731,5220.58,9618.88,3627.27
4,1,5,1,9,497,11415.06,1.012,9466.93,10637.37,16703.45
8,4,30,0,9,489,5948.02,0.8938,4852.66,124218.76,3442.95
2,0,6,0,7,527,10693.67,1.0168,11821.88,9993.85,5731.41
4,4,16,0,7,496,8396.48,1.01,7696.0,16169.04,3265.79
0,5,22,0,11,505,9006.21,0.9406,9734.71,7202.74,9909.15
1,4,6,0,2,536,6061.1,1.0643,6354.16,27867.98,1730.56
8,2,10,0,5,515,4985.44,1.0731,4151.47,20446.84,500.0
9,3,13,0,6,462,8893.57,1.0233,10217.49,25562.07,8418.99
1,6,7,0,6,495,18681.14,1.0438,20282.8,5000.0,6467.5
1,3,22,0,11,490,7525.73,0.9616,7939.82,21204.34,8466.52
6,2,12,0,9,496,7669.99,1.0252,8930.8,6111.45,1208.29
0,1,27,0,6,482,7351.53,0.9658,7976.82,5000.0,3281.88
4,5,14,0,9,500,6198.31,1.0449,6777.17,12924.94,1687.73
13,2,20,0,8,532,8843.03,0.9059,9536.91,40020.51,11218.73
0,2,17,0,9,515,8828.83,0.9984,7709.61,31563.45,7957.54
5,3,17,0,8,539,3517.51,0.9565,3377.67,17533.41,532.55
11,4,22,0,9,490,15826.58,0.9358,17628.44,11472.77,14133.11
0,0,28,0,11,483,1804.03,0.9769,1634.49,23733.61,573.17
12,3,11,0,8,540,12283.5,1.1113,10252.73,10050.02,10602.98
3,6,18,0,10,456,7548.73,0.8569,8454.69,218244.92,2769.89
1,5,17,0,9,488,9439.03,0.9986,8670.38,31767.02,4917.32
4,4,11,0,9,510,4717.88,1.1444,5481.45,17021.73,5808.31
3,6,17,0,6,495,7306.82,0.9188,8268.75,11223.38,5073.75
4,3,11,0,7,512,9022.07,1.0354,7928.34,74699.74,5266.14
7,0,17,0,8,516,6248.55,1.0182,5297.39,35399.2,3515.63
2,6,8,0,7,502,6226.5,1.0897,6765.56,6790.59,8002.34
0,1,23,0,11,499,3151.19,0.7786,2561.65,66899.86,6040.15
0,0,24,0,11,489,2267.63,0.8745,2476.83,22464.42,4505.77
1,2,14,0,9,476,4748.14,0.8673,5315.25,77855.54,6490.74
9,6,29,0,11,528,9725.47,0.8742,9242.41,19715.32,6264.29
13,2,2,1,8,504,8386.33,1.0018,7847.95,56426.14,16566.78
0,1,13,0,11,542,10856.11,1.0564,9368.62,6615.83,6539.4
6,6,30,0,4,495,6769.82,0.9832,6220.79,23876.03,4977.16
10,6,20,0,7,459,12713.15,0.9831,14846.42,24200.2,5245.09
9,4,5,1,4,479,8655.57,1.1467,7742.2,6783.93,18233.89
6,1,4,1,8,559,4919.66,1.0717,4254.05,25605.03,5651.73
3,6,25,0,3,481,9072.05,0.8105,10773.85,22492.48,9173.27
8,2,21,0,14,486,11712.64,0.9355,12901.18,37951.94,7920.58
13,1,19,0,11,492,9956.17,1.0031,9481.25,14075.68,5174.27
2,4,12,0,5,495,25744.55,1.0337,30648.95,30169.61,20048.47
3,0,17,0,4,489,10233.26,0.96,8381.65,28180.91,7185.77
10,4,17,0,13,487,9108.33,0.9714,8362.52,11315.91,7134.94
0,2,23,0,14,513,6230.2,0.9154,6922.33,26935.68,6546.6
0,4,21,0,9,488,4723.9,0.8507,5490.04,11645.14,4594.41
5,4,20,0,7,461,10894.99,0.9301,10953.81,27296.41,6951.19
3,6,13,0,8,486,15512.02,1.0545,15145.94,18078.82,11062.57
8,1,1,1,3,449,18943.18,1.0714,20684.34,5000.0,31681.13
6,6,11,0,5,498,9734.15,1.0981,10917.9,13014.43,1461.19
2,0,26,0,7,490,7302.98,0.9278,6256.4,92169.17,7017.03
4,6,6,0,9,459,9605.4,1.0095,8919.21,8138.75,10335.43
3,4,6,0,14,502,4098.91,1.041,3409.7,8207.07,2951.22
1,0,4,1,9,517,14383.36,1.0529,16438.96,6836.69,15762.3
12,5,4,1,11,523,2807.89,1.0782,3286.62,16893.48,500.0
0,4,11,0,11,497,13157.36,0.9957,13039.46,17894.8,8715.01
10,0,13,0,7,500,6599.76,1.0482,6872.16,31528.66,2893.06
9,0,25,0,6,524,5627.13,0.9575,5637.86,51900.47,6438.08
4,0,12,0,9,493,3327.85,1.069,3159.57,18170.69,516.57
2,1,3,1,15,489,7270.78,1.1186,8396.03,59882.35,12406.66
11,3,25,0,8,552,8488.57,0.9234,9853.17,17176.12,5024.3
12,4,23,0,5,483,7819.67,0.9744,8295.12,13415.05,7551.38
0,4,16,0,9,491,11384.04,0.9005,11220.86,5441.63,7152.58
2,1,1,1,4,486,8821.08,1.0544,9915.91,6205.1,16512.63
1,5,10,0,7,505,3434.06,0.9957,3570.54,82073.53,6751.21
12,2,29,0,9,498,10454.21,0.9925,9920.23,21614.94,7600.43
2,0,5,1,7,519,15818.64,1.123,18765.94,16050.13,23050.25
4,0,26,0,6,501,14200.74,0.8724,13889.23,77938.05,10738.65
2,0,16,0,10,495,6946.85,0.9905,6163.47,9058.75,6619.53
13,2,29,0,10,506,5495.7,0.8992,5640.43,16230.85,5428.63
5,6,26,0,8,507,5028.23,0.9206,4362.62,15124.34,12636.79
11,5,15,0,8,479,4440.15,0.9345,4067.36,30070.12,5620.77
6,1,10,0,10,494,5245.54,1.0356,5653.7,15666.15,3786.95
9,4,24,0,5,508,2958.45,0.921,3411.75,49404.94,1699.51
10,1,5,1,14,483,11953.99,1.1317,10845.96,7764.55,19515.99
8,6,14,0,9,490,3299.23,1.0186,2940.64,36613.55,5574.95
6,1,29,0,6,529,16214.71,1.0983,18639.37,39816.88,6350.77
2,4,16,0,5,522,18737.93,0.9522,21399.19,14301.83,9675.77
7,3,18,0,7,499,8947.88,0.9966,10259.19,27344.57,6531.08
4,2,29,0,5,521,2970.7,0.9929,2892.73,14335.74,500.0
0,1,14,0,7,503,6330.1,1.0039,6839.38,27698.74,7687.82
2,3,22,0,15,490,14605.65,0.9325,15409.34,27752.74,3241.94
11,3,8,0,5,477,3120.8,1.0782,3739.6,17574.65,2351.71
8,0,5,1,5,507,3525.63,1.0439,4041.0,6686.34,7944.91
4,4,11,0,9,497,10682.27,1.1536,8848.52,21639.36,3465.69
3,6,10,0,8,489,15531.57,1.0286,18506.0,9297.52,10979.01
2,0,18,0,19,470,5965.42,0.9851,5318.78,22694.9,8567.69
6,6,3,1,9,475,16184.47,1.0102,17891.42,19635.48,21772.96
3,2,2,1,9,494,9596.05,1.0962,10729.1,31841.02,11875.22
7,1,26,0,1,510,15652.15,0.9575,13278.62,5000.0,8238.37
9,6,3,1,6,522,3657.56,1.133,3562.83,42332.3,11092.08
4,2,26,0,8,493,6938.95,0.8763,6508.13,32775.47,4594.59
10,3,4,1,9,466,8560.84,1.0053,9583.54,15449.97,13407.62
4,2,30,0,9,493,3839.14,1.0196,4068.6,5070.02,1185.66
7,6,18,0,6,485,13906.19,1.019,11987.83,11164.24,9891.96
12,5,18,0,7,475,6997.73,0.9528,8026.7,48130.85,500.0
13,1,2,1,7,531,12420.1,1.024,10874.97,30029.62,20055.57
4,0,7,0,11,483,5556.97,1.0434,6619.42,7545.49,4237.86
4,4,29,0,8,477,4406.11,1.0982,4734.85,26000.86,2333.77
0,6,17,0,6,510,6901.03,0.9193,7522.04,17203.79,6629.01
12,0,28,0,6,508,4623.01,0.9842,4008.85,14353.62,6171.2
7,3,11,0,12,485,6287.63,1.1212,7349.12,17591.46,4494.91
13,2,24,0,7,524,6031.47,0.8827,5902.09,18122.72,6652.55
12,5,22,0,9,498,13637.45,0.8659,13777.49,7824.76,11692.01
3,5,27,0,11,487,8731.38,0.9731,7887.32,25278.69,7255.13
10,3,3,1,11,504,3923.79,1.0507,3841.6,67163.97,1441.61
9,2,14,0,6,512,7554.91,1.0022,7224.49,82947.59,5636.53
8,3,20,0,4,545,6501.26,0.8565,6191.82,31690.64,8160.66
11,3,26,0,13,499,7560.85,0.8486,8385.1,20656.69,1650.58
2,6,3,1,10,521,6507.57,1.0956,5905.1,13468.86,11694.99
4,2,6,0,8,493,7653.35,1.0015,7947.83,24762.3,759.96
12,3,25,0,7,462,7466.3,0.922,8069.7,19844.36,4805.2
3,0,18,0,11,499,10478.89,0.9508,9908.66,31574.87,10340.48
6,1,21,0,12,470,11968.81,0.861,13190.01,10095.98,2772.47
2,5,12,0,6,506,7773.85,1.0069,7380.75,14009.18,7565.76
1,0,26,0,5,510,5628.68,0.8414,6341.67,35895.85,6886.66
3,0,15,0,4,498,4490.59,0.9835,4977.66,8186.35,1137.99
0,1,22,0,7,515,10931.61,0.8745,10164.66,67808.92,9037.95
13,5,1,1,12,492,13485.53,0.9985,14099.19,25879.53,15147.48
1,1,28,0,9,481,12460.52,1.0052,11556.27,25517.64,3608.21
5,5,15,0,5,500,7151.57,0.9578,6775.01,8664.4,7095.23
4,0,28,0,8,556,12181.78,1.0217,12340.49,17504.15,8977.09
9,6,6,0,9,512,11518.36,1.0718,12881.11,19577.64,8224.94
0,5,7,0,6,461,4632.72,1.0969,4709.3,17049.78,2612.82
0,4,17,0,16,461,9935.8,0.9351,9800.26,5000.0,7858.11
4,2,16,0,6,494,8915.23,1.0468,9829.74,107970.36,8610.23
4,4,14,0,3,492,5943.68,1.0453,6516.35,15318.96,5919.51
11,6,8,0,9,490,6454.4,1.0512,5790.9,88006.07,4623.0
5,5,4,1,1,485,7486.8,1.1658,8333.41,38038.92,10665.28
1,2,13,0,6,536,4763.27,0.9999,3975.08,15781.9,6083.06
0,2,24,0,7,528,10448.35,0.896,8791.68,32093.04,6956.66
1,6,26,0,9,493,3673.21,0.9455,3997.88,5000.0,4006.95
1,5,14,0,7,497,6545.63,1.0118,6587.1,22760.92,4985.89
2,3,17,0,8,521,12072.64,0.9799,12093.8,32522.12,11940.71
12,6,2,1,6,490,3696.71,1.047,3913.42,8128.29,6147.7
9,3,30,0,11,501,15351.31,1.0032,15397.43,93539.58,9867.76
4,4,21,0,16,467,21256.01,0.9076,19563.79,5000.0,10379.4
13,5,10,0,8,495,10721.58,1.0847,11431.36,27505.89,10821.21
0,6,30,0,8,478,12642.25,0.9006,13277.68,6616.61,8013.29
7,6,23,0,7,479,2202.25,0.8937,2225.89,11951.38,3183.31
2,6,11,0,7,507,8219.48,1.089,7945.83,17218.68,10615.92
1,0,9,0,8,495,7060.11,1.1389,7110.64,11958.04,6105.87
4,3,14,0,7,501,5742.2,0.9508,6611.17,21267.32,1204.01
3,2,9,0,6,506,6632.73,1.1201,7199.89,6470.62,10416.86
0,3,4,1,16,495,14314.83,1.0823,12018.01,7600.47,21333.33
12,4,14,0,11,468,11966.81,1.049,14239.92,10201.65,8750.81
2,3,1,1,4,455,4707.14,1.022,5114.85,26940.89,4296.79
2,4,8,0,5,469,8608.27,1.0025,10101.26,12765.42,12776.51
0,5,6,0,12,489,6634.4,1.0496,5380.32,7429.57,2743.7
0,6,4,1,10,497,8645.51,1.0955,9213.27,35885.5,18278.9
3,0,26,0,6,524,5135.89,0.8997,6103.62,29659.32,4326.74
0,3,15,0,11,483,9496.02,1.0524,10817.76,10416.0,6665.63
6,5,8,0,5,552,4359.49,1.1132,3822.9,6692.36,6425.02
9,1,1,1,7,487,10793.62,1.0436,11735.8,28007.17,21073.32
4,0,3,1,7,488,7442.68,1.1052,5972.57,38230.21,18048.33
3,1,13,0,8,469,15244.0,1.0478,14371.45,18182.69,10729.1
2,6,9,0,8,533,5989.17,1.1807,4844.7,17706.18,10938.61
10,0,22,0,6,499,18252.27,0.9361,20637.71,9233.38,11440.3
10,6,3,1,9,539,6498.51,1.1552,7178.93,5773.66,9366.71
0,6,24,0,7,499,8285.59,0.9709,8426.17,15941.2,1392.07
2,4,25,0,9,488,8165.4,0.9157,8308.23,29127.69,5093.58
3,4,30,0,7,490,7603.35,0.9993,7205.24,6410.18,8327.09
11,2,30,0,14,481,15375.12,0.9881,14200.85,30810.81,5775.81
8,2,1,1,8,527,5654.2,1.0515,5422.86,11072.83,10634.59
0,4,27,0,7,471,6870.47,0.9045,7725.88,47628.29,8286.07
5,4,20,0,9,515,3722.67,0.8608,4236.53,25419.53,3979.15
0,6,12,0,7,531,5655.47,1.1137,5404.44,24399.54,7630.78
4,3,17,0,11,492,12374.6,1.0312,10206.43,19965.2,10801.55
7,2,20,0,9,526,4160.13,0.8801,3877.02,113677.72,4613.62
5,5,25,0,7,516,4397.78,0.8599,4340.21,11777.41,3221.75
13,3,18,0,12,489,7536.86,0.9712,8083.83,13041.11,7458.47
0,5,16,0,8,502,12685.82,0.9925,13875.13,11633.2,8495.08
7,6,13,0,8,512,4775.47,1.0729,4516.35,28330.72,8537.46
0,5,7,0,9,496,9676.66,1.1356,8966.63,25081.09,7709.18
6,1,30,0,9,508,7211.84,0.9903,7288.82,30452.82,1670.4
3,4,12,0,10,553,8347.0,1.1127,8628.92,61114.44,7469.56
10,0,4,1,13,496,10213.14,1.1326,12189.81,21525.3,8137.72
0,2,25,0,7,504,15790.89,0.8654,15530.66,14997.71,7525.63
8,0,16,0,13,519,7512.75,1.0815,8522.32,8468.91,9012.81
2,6,6,0,9,546,14266.85,1.052,11665.98,49223.63,14908.8
2,3,25,0,6,494,1981.94,0.9091,1902.04,54686.88,1493.63
8,4,15,0,11,502,14586.0,1.0253,11766.72,17068.66,11423.43
7,5,3,1,6,551,10151.75,1.0145,11583.73,15970.73,16555.66
9,1,9,0,9,497,9840.85,1.0842,11646.07,21613.02,3814.06
4,3,24,0,5,518,8364.59,0.8735,6847.47,30952.41,5237.1
6,2,10,0,6,500,3980.09,1.0903,3704.89,34980.86,1519.36
0,6,4,1,11,533,12861.25,1.09,13081.88,24497.01,18913.04
6,6,7,0,7,484,4026.99,1.1417,4032.43,5000.0,4282.23
1,0,12,0,6,495,6601.82,1.0425,6750.79,15072.91,4000.9
4,0,21,0,4,476,6262.95,0.8834,7149.75,12164.9,7292.25
0,2,17,0,4,500,8909.12,0.9032,8765.47,25037.62,4045.38
12,4,12,0,13,517,7889.17,1.0605,8715.11,36378.63,4883.19
2,3,22,0,14,484,14676.88,0.9509,17580.55,61425.13,9042.7
12,3,3,1,8,502,12598.57,1.0756,12887.69,15613.8,19423.65
0,6,23,0,3,484,16025.22,0.9843,13297.8,5892.32,12170.79
6,4,16,0,10,504,12299.57,0.9417,11440.6,32932.08,8746.83
4,1,27,0,7,490,4564.34,0.8921,4732.62,38196.34,3327.59
4,5,18,0,8,502,4717.37,0.8766,4435.91,30688.57,4053.44
2,5,23,0,4,514,11148.44,0.9231,12215.49,15083.94,6219.53
3,1,3,1,10,506,6275.81,1.0834,5710.96,5000.0,15911.06
13,6,3,1,8,503,14971.8,1.0303,15818.26,205899.44,21874.29
1,3,2,1,6,489,14224.24,0.947,11833.16,25449.62,22711.47
13,0,25,0,15,528,11960.33,0.9225,13893.97,16511.96,8136.13
9,2,3,1,11,446,9498.02,1.1186,10810.11,19680.11,13900.69
2,1,10,0,5,469,6248.76,1.0541,7357.94,37144.22,10263.82
2,1,4,1,8,528,11042.64,1.1401,9046.35,29121.21,21369.54
11,0,26,0,6,465,2399.2,0.9459,2060.18,9304.15,500.0
2,2,19,0,8,487,3706.54,0.9749,3041.32,54241.66,11523.67
5,4,8,0,9,494,2810.44,1.0871,2611.72,13007.63,7417.63
0,1,25,0,7,546,5554.77,0.8615,4733.04,28141.11,7179.41
0,2,29,0,4,447,9062.2,0.9199,8044.94,142511.12,9015.01
3,2,8,0,4,475,9638.09,1.1216,9414.56,11860.18,4992.64
0,4,13,0,5,468,14391.48,1.053,13118.96,5000.0,14806.29
3,1,30,0,11,571,4794.23,1.0117,5301.7,10291.94,4550.58
2,6,1,1,11,478,6996.61,1.0255,7027.64,59085.81,7613.33
2,2,15,0,8,513,7493.52,0.9962,8894.4,43834.39,5595.88
10,6,26,0,15,520,11399.79,0.9078,12975.63,20678.63,13711.84
0,4,1,1,10,525,6121.7,1.0145,7339.37,48774.74,7118.79
6,3,30,0,11,463,6675.39,0.9498,6919.47,57208.45,6207.74
13,2,26,0,14,511,8271.91,0.9298,7569.6,9201.31,4673.73
3,0,18,0,10,468,10602.87,0.9207,9454.56,34504.14,500.0
5,4,1,1,10,477,5961.94,1.0636,6249.2,13698.17,11310.2
6,5,22,0,8,505,12016.61,0.8464,12657.38,32494.9,8714.47
1,1,20,0,9,455,3917.0,0.9118,4107.56,8503.38,6840.34
6,3,12,0,8,493,8310.66,1.0775,7375.91,24128.02,8513.54
12,0,12,0,11,452,5816.47,1.1347,4829.49,21289.21,5136.62
0,1,20,0,11,505,6519.84,0.8872,6233.89,11422.15,5333.7
0,6,22,0,3,499,7466.42,0.8531,7727.39,21636.68,2844.06
9,1,17,0,5,517,5329.22,0.9469,4337.32,59697.99,10297.85
10,3,23,0,7,495,8560.03,0.9213,7912.63,21634.98,4657.94
1,0,5,1,8,457,29331.18,1.1078,33947.25,13462.35,38129.04
1,0,22,0,5,493,13624.35,0.8923,14716.09,10133.11,7394.27
6,3,10,0,8,509,13683.11,1.1404,15061.55,37788.78,12279.74
0,3,11,0,9,461,4792.86,1.1179,4433.0,5000.0,7440.65
10,4,26,0,10,497,4803.95,0.9236,3978.47,18983.12,500.0
13,1,6,0,13,495,7014.56,1.0519,7300.39,16994.36,2328.22
3,3,25,0,7,509,11101.04,0.9079,9877.16,30841.49,5060.91
3,4,19,0,6,500,10593.23,0.8562,8777.02,39876.95,5774.06
13,4,26,0,6,496,12447.45,0.9286,13148.82,16003.47,6213.62
2,1,25,0,10,505,8407.02,0.9112,8492.04,18149.94,8068.19
0,0,21,0,8,518,6640.34,0.8731,6740.7,40800.47,1300.08
1,0,26,0,11,480,8258.12,0.891,9673.75,6693.23,5631.48
11,2,11,0,9,474,7016.52,1.0132,7029.93,23712.87,2842.64
0,4,3,1,7,449,6899.67,1.0641,6017.32,12957.68,9061.96
3,1,26,0,8,469,3067.01,1.0038,2600.94,26339.12,8229.93
5,4,5,1,6,480,4291.56,1.1437,4457.75,61737.02,8987.97
0,4,11,0,7,536,7778.67,1.1303,9314.42,22273.7,1924.59
10,2,2,1,4,494,5732.43,1.096,4964.66,13203.83,12841.19
0,1,4,1,7,515,7076.04,1.0782,7925.91,30892.05,9868.85
0,3,28,0,6,511,4096.28,0.9615,3387.49,15340.29,4515.84
3,1,4,1,11,510,5299.86,1.0193,5612.29,18188.0,10630.51
0,3,28,0,7,519,8212.81,0.9479,8832.82,13042.59,6989.93
10,5,18,0,7,502,3429.09,0.8687,3154.9,65811.96,2323.05
8,5,19,0,5,453,6699.91,0.8514,7558.96,30913.74,6169.19
12,1,13,0,4,495,8948.08,1.0924,8444.44,101079.5,8121.37
0,5,28,0,3,518,7664.35,0.9405,7601.41,35464.22,5521.18
3,6,28,0,7,521,9719.51,0.9999,9328.82,28084.18,1964.41
4,5,19,0,12,516,14423.7,0.8965,16824.66,6738.6,4325.0
1,5,28,0,8,492,4938.88,0.9521,4958.68,71797.99,8723.31
4,3,27,0,10,488,5573.17,0.906,5760.29,72786.11,1918.58
2,3,5,1,12,522,9844.92,1.0634,8311.58,6671.34,11532.83
5,6,10,0,11,462,5937.3,1.1604,5555.72,17801.0,2838.2
6,6,16,0,10,504,5938.27,1.1289,5883.82,28969.7,7898.47
4,0,3,1,11,508,5644.73,1.0973,6302.55,12775.02,7189.92
2,4,22,0,10,495,8588.43,0.9438,7357.73,5000.0,6354.7
9,6,29,0,12,480,7264.56,1.018,6918.56,37399.23,4722.88
10,6,23,0,2,491,6654.01,0.9496,7347.91,21995.68,5641.73
11,3,1,1,10,471,3338.67,1.0146,2723.3,60128.28,10184.76
2,2,8,0,9,492,8148.68,1.0713,8708.42,12224.61,10329.87
12,2,19,0,6,504,6159.14,0.9707,6915.32,10106.77,7519.9
0,5,1,1,7,496,4610.28,1.0329,5067.62,68224.49,7229.33
12,1,3,1,4,520,12273.81,1.0332,12060.46,19608.71,14897.07
5,6,28,0,12,480,9367.95,0.9313,8762.67,40375.79,5677.88
0,3,24,0,6,481,7244.91,0.9551,7117.93,39208.34,3467.44
2,0,13,0,5,486,14851.48,1.0539,13531.63,48421.38,4970.55
3,4,15,0,8,510,10368.65,0.9957,11768.19,35297.03,500.0
0,1,28,0,6,483,13387.51,1.025,15747.05,90457.48,6070.65
0,1,30,0,11,493,11924.82,1.0045,10964.87,16476.17,8041.89
11,5,6,0,8,512,3407.31,1.1606,3271.99,20645.05,5609.49
12,3,17,0,7,504,4956.31,0.9176,5033.48,140185.13,1589.8
1,2,9,0,6,477,11919.49,1.0416,11815.9,28662.83,9099.48
0,1,7,0,8,497,5757.93,1.1604,6187.04,13035.58,9543.31
0,5,1,1,3,485,9166.64,1.1134,8200.07,27211.29,20404.34
3,1,12,0,7,481,6445.94,1.0708,7453.83,10493.54,6628.24
5,4,27,0,10,482,5814.25,0.871,6931.92,9741.62,6050.2
10,6,14,0,7,498,5136.46,1.0307,4902.08,6181.62,1587.73
5,3,1,1,11,520,10536.07,0.9019,10210.17,50533.39,15760.82
10,1,26,0,7,496,2630.36,0.9948,2518.18,25520.37,3176.57
11,3,1,1,4,485,6347.44,1.0484,6679.46,24973.69,7002.25
12,2,25,0,10,486,2699.23,0.931,2849.71,41872.54,2988.11
1,4,14,0,5,506,7090.25,1.0605,6952.87,7072.49,9588.41
13,6,1,1,11,485,10274.52,0.9855,9833.93,23036.1,15425.42
3,5,18,0,11,482,11501.86,0.9539,12549.11,14956.46,12128.01
3,5,28,0,5,459,4997.42,0.9343,4917.48,15175.32,6733.81
1,6,13,0,11,493,16062.75,1.0122,18006.55,28330.81,15221.54
11,1,7,0,4,530,11867.5,1.1439,12311.56,9288.55,5725.43
2,3,25,0,8,492,8233.37,0.955,8776.98,16591.05,2391.88
3,3,9,0,11,512,8118.44,1.1422,7076.5,30649.1,5830.75
0,3,16,0,9,478,21464.29,0.9735,22754.44,10538.16,9879.14
4,5,23,0,9,502,25920.48,0.9286,23810.33,27729.51,16102.55
12,5,26,0,9,549,6737.68,0.9314,7346.73,33676.01,5248.19
10,4,24,0,4,503,9515.59,0.8561,9474.01,35622.04,7816.28
10,6,15,0,8,513,19249.84,0.9882,18363.28,24783.21,8192.84
13,6,22,0,6,523,8255.64,0.9467,8349.94,7218.0,823.52
11,4,19,0,8,503,13101.38,0.9533,15241.57,29120.23,7410.91
0,0,5,1,5,493,7423.83,1.1712,6858.87,28032.05,10384.2
3,4,28,0,9,528,6244.03,1.01,5720.32,5111.83,3282.85
11,4,11,0,8,495,10862.4,1.0558,9212.09,37923.65,8003.74
1,6,25,0,4,508,14787.44,0.9142,15106.03,8570.44,8481.26
13,4,2,1,11,495,11031.09,1.0481,9239.74,6305.88,15993.4
7,6,26,0,6,502,8103.29,0.8373,6722.26,18404.52,4095.51
12,5,5,1,9,517,8695.47,1.1102,8833.39,22202.21,14614.64
9,3,20,0,8,482,6833.17,0.9401,7283.0,44721.83,6872.96
8,6,27,0,5,495,7662.16,0.8749,8122.1,12435.84,4421.58
2,0,9,0,9,510,13385.22,1.1548,12980.98,24031.32,4270.61
3,3,24,0,6,488,14135.33,0.9531,11310.41,43039.86,9645.33
7,4,30,0,9,494,4684.57,1.0213,5536.63,35050.74,500.0
13,6,17,0,5,502,5487.92,0.9442,4526.38,31640.26,7031.85
3,2,6,0,11,482,11704.86,1.0991,10934.16,13906.9,10364.67
10,3,2,1,7,488,10634.9,1.0777,10499.89,11346.13,18543.46
1,2,4,1,10,506,7147.23,1.1364,6303.66,17826.24,11488.54
4,6,2,1,12,511,2035.48,1.0424,2368.45,125450.83,500.0
10,2,27,0,10,510,5925.47,0.902,5255.89,31762.01,3902.2
1,1,20,0,7,546,8543.38,0.9112,8766.71,88596.95,6265.94
7,6,30,0,8,522,4284.01,1.116,4178.01,15235.11,3381.99
2,5,9,0,5,502,3865.12,1.1536,3645.59,28667.63,7862.05
10,3,17,0,7,527,8216.44,0.8779,7661.34,17953.53,6576.01
7,1,15,0,8,493,4502.54,1.0857,5283.24,8434.99,6983.01
4,5,26,0,10,430,6024.32,0.9905,5040.85,67202.15,4896.47
0,1,9,0,12,485,8120.67,1.0877,7346.06,12830.46,1886.93
8,6,2,1,6,516,2668.35,1.0685,2297.02,24116.78,5141.12
0,5,21,0,4,513,2284.71,0.8765,2521.71,12234.73,4262.09
13,4,10,0,10,495,2753.83,1.0889,3087.69,41107.96,8860.09
0,6,2,1,9,521,5404.33,1.0194,4374.0,32842.83,9492.77
9,2,28,0,13,481,7618.13,0.8953,6906.35,38003.01,6222.4
0,3,30,0,9,506,5607.49,0.9582,5772.78,16286.74,8383.65
3,1,6,0,8,484,4427.41,1.0516,4489.73,19909.05,3419.26
4,2,16,0,5,500,9932.6,0.9779,9748.94,30576.92,618.73
12,4,18,0,8,476,5262.23,0.904,5292.76,17754.61,7249.0
0,4,23,0,4,494,9445.02,0.8212,8497.22,22320.95,3980.54
2,4,20,0,9,499,10718.07,1.0155,9695.8,21642.06,9547.32
13,4,11,0,7,520,6781.53,1.0688,6303.29,9761.8,3637.94
1,5,2,1,5,485,38297.07,1.0613,35394.88,5000.0,49896.52
11,6,2,1,5,555,6686.07,1.0125,7966.72,9801.34,11579.49
7,2,28,0,9,515,6539.17,1.0108,7740.6,15682.19,981.41
0,4,14,0,10,509,5170.61,1.0497,5153.46,18417.22,4760.28
