user_id,tx_success_rate,avg_response_time_ms,support_ticket_count_30d,complaint_count_90d,notification_read_rate,feature_adoption_score,session_frequency,tx_volume_30d,failed_tx_count_30d,days_since_last_complaint,onboarding_complete,account_age_days,nps_score
USR_00725,0.8932,474.4,0,0,0.4565,0.8236,7,4450.2,0,264,1,612,48
USR_00726,0.9163,433.7,0,1,0.5269,0.742,8,1582.37,0,279,1,569,59
USR_00727,0.7176,978.0,0,0,0.4025,0.1074,5,1444.42,0,150,1,579,24
USR_00728,0.8817,615.9,0,0,0.6873,0.406,13,9211.27,0,129,1,791,41
USR_00729,0.9573,1236.7,0,0,0.4323,0.8399,13,912.66,0,286,1,561,57
USR_00730,0.8781,866.8,1,0,0.8637,0.1802,10,2488.53,0,43,1,675,28
USR_00731,0.8724,395.8,0,0,0.6265,0.5908,8,1957.11,2,147,1,834,42
USR_00732,0.9807,477.0,0,0,0.7694,0.907,4,11307.83,0,313,1,654,58
USR_00733,0.9237,267.2,2,1,0.8799,0.273,10,2224.1,0,88,1,101,37
USR_00734,0.9353,512.1,0,0,0.4435,0.6369,6,5850.92,1,214,0,878,35
USR_00735,0.7318,596.6,0,0,0.5105,0.0894,7,4067.02,0,133,0,625,10
USR_00736,0.9713,1573.4,1,0,0.5894,0.1955,7,4737.58,1,232,1,740,53
USR_00737,0.6784,851.0,1,1,0.8119,0.1304,7,1473.53,0,337,1,206,31
USR_00738,0.9293,789.3,0,1,0.5539,0.2504,6,6944.28,1,10,1,848,38
USR_00739,0.9909,565.1,0,0,0.6891,0.45,9,577.5,1,71,1,606,50
USR_00740,0.8908,652.7,0,0,0.1755,0.6116,6,5138.41,0,75,1,835,36
USR_00741,0.747,692.1,2,1,0.5316,0.4935,3,18018.99,0,248,1,915,16
USR_00742,0.8219,955.8,0,0,0.7297,0.9648,7,9901.72,0,355,1,636,52
USR_00743,0.9891,602.3,0,0,0.6503,0.6348,5,4980.12,0,225,0,243,39
USR_00744,0.744,557.3,0,1,0.6699,0.5058,14,2195.36,0,99,1,816,41
USR_00745,0.7004,1061.0,0,0,0.6014,0.5898,6,19126.8,0,342,1,659,34
USR_00746,0.716,596.9,0,0,0.5917,0.4758,8,3848.07,0,67,1,856,41
USR_00747,0.923,1263.1,1,0,0.7415,0.1824,5,39803.49,0,340,1,152,42
USR_00748,0.9202,2244.9,2,1,0.2517,0.3619,6,6325.8,1,143,1,426,20
USR_00749,0.9351,1348.8,0,0,0.6773,0.3759,11,16997.91,1,130,1,593,45
USR_00750,0.9246,824.4,0,0,0.2784,0.3404,6,1335.83,1,285,1,52,47
USR_00751,0.8343,948.7,0,0,0.3502,0.4395,5,50000.0,0,219,1,39,30
USR_00752,0.9247,187.3,1,0,0.6057,0.2913,6,5000.27,0,211,1,683,46
USR_00753,0.9406,521.2,0,1,0.496,0.1627,5,5145.65,0,222,1,853,24
USR_00754,0.852,643.0,1,0,0.7415,0.1825,8,6797.04,0,296,0,121,41
USR_00755,0.8363,955.2,1,1,0.7205,0.1617,10,3433.45,0,33,1,71,26
USR_00756,0.8509,435.3,0,0,0.543,0.6795,7,2033.04,0,30,1,305,50
USR_00757,0.9706,557.4,0,0,0.5097,0.2745,11,23478.7,0,23,1,952,47
USR_00758,0.9796,1223.3,0,0,0.5488,0.6798,8,10215.86,1,103,0,976,37
USR_00759,0.8712,920.5,0,0,0.4423,0.74,7,4909.08,0,232,1,42,51
USR_00760,0.9093,757.6,0,0,0.4334,0.8247,11,802.49,0,134,0,419,54
USR_00761,0.8481,627.8,0,1,0.2288,0.4463,9,1919.32,0,316,1,662,31
USR_00762,0.8538,903.1,0,0,0.6348,0.7992,6,3970.42,0,158,0,717,44
USR_00763,0.8469,1920.3,0,0,0.4178,0.4675,9,6057.27,0,266,1,595,37
USR_00764,0.7373,641.2,2,0,0.529,0.9025,7,1052.31,0,68,1,615,39
USR_00765,0.9328,818.7,0,1,0.7984,0.6523,9,9033.36,0,81,1,990,49
USR_00766,0.9712,1458.5,1,0,0.5442,0.4486,14,2464.42,1,270,1,747,39
USR_00767,0.9864,577.3,1,0,0.4141,0.4919,11,1911.9,0,153,0,129,48
USR_00768,0.9458,675.3,0,0,0.7579,0.5005,7,1236.27,0,298,1,200,61
USR_00769,0.9834,541.7,0,0,0.3904,0.4195,11,4399.2,1,305,1,496,41
USR_00770,0.8851,286.9,0,0,0.1903,0.2849,12,1726.57,1,278,0,589,37
USR_00771,0.9673,868.2,0,1,0.6233,0.8139,10,2031.82,0,266,1,42,46
USR_00772,0.6468,1906.6,2,0,0.394,0.6329,4,2017.17,0,61,1,311,29
USR_00773,0.822,470.3,0,0,0.8997,0.7318,10,2125.17,0,118,1,226,54
USR_00774,0.9075,901.5,0,0,0.4585,0.4987,8,5393.21,0,323,0,255,45
USR_00775,0.9014,705.1,0,0,0.295,0.4999,7,2249.15,0,148,1,486,45
USR_00776,0.9362,639.3,0,0,0.6345,0.4002,9,3702.49,1,81,1,794,44
USR_00777,0.7479,707.6,1,1,0.3989,0.7207,11,1071.58,0,333,1,598,27
USR_00778,0.8781,907.3,1,1,0.3994,0.4064,10,547.96,0,220,1,318,34
USR_00779,0.8143,327.4,0,0,0.5945,0.2956,9,13658.55,1,250,1,479,34
USR_00780,0.8845,1052.5,0,0,0.3606,0.2029,7,2869.46,0,37,1,275,46
USR_00781,0.945,1064.2,0,0,0.444,0.6996,14,24992.65,0,304,1,291,41
USR_00782,0.5971,795.1,0,1,0.6147,0.5568,12,1168.92,0,132,1,106,18
USR_00783,0.8329,948.0,0,0,0.6492,0.8699,6,814.1,0,263,1,143,43
USR_00784,0.8041,574.5,0,0,0.4986,0.2596,6,515.81,1,302,1,67,21
USR_00785,0.8,868.9,1,0,0.6763,0.854,4,2537.96,0,287,0,64,33
USR_00786,0.9235,515.0,1,0,0.7451,0.6707,5,1128.87,0,198,0,149,38
USR_00787,0.9338,686.5,0,0,0.6932,0.7188,7,23419.01,0,289,0,982,44
USR_00788,0.9682,573.1,1,1,0.6732,0.4385,6,4314.6,1,359,1,440,35
USR_00789,0.7239,587.3,0,0,0.6935,0.1739,7,1062.1,0,210,1,256,46
USR_00790,0.8384,612.7,0,0,0.7928,0.863,7,1104.55,0,184,0,363,49
USR_00791,0.9025,623.9,0,0,0.8599,0.3698,9,4358.17,0,190,1,695,51
USR_00792,0.802,1114.8,1,0,0.7385,0.185,11,1114.75,0,193,1,759,28
USR_00793,0.7745,302.2,0,0,0.7785,0.7501,12,2707.54,0,227,1,327,48
USR_00794,0.8484,322.9,0,0,0.9197,0.2567,5,1450.23,0,195,1,239,34
USR_00795,0.957,753.7,2,0,0.1931,0.634,8,1582.33,0,288,1,278,35
USR_00796,0.6647,1090.4,1,0,0.3237,0.6289,9,1481.3,0,234,1,99,32
USR_00797,0.7965,724.0,2,1,0.4664,0.3181,7,7467.6,0,293,1,450,24
USR_00798,0.7849,589.3,1,0,0.528,0.2992,7,3028.37,1,331,0,904,26
USR_00799,0.9218,1871.1,0,1,0.9141,0.2964,16,20164.69,0,31,1,826,44
USR_00800,0.9813,704.0,0,0,0.4771,0.1778,10,10366.48,0,302,1,734,45
USR_00801,0.9008,435.7,2,1,0.6876,0.3594,6,744.15,0,78,1,465,25
USR_00802,0.9012,605.4,0,0,0.6333,0.684,9,8941.78,2,149,1,723,46
USR_00803,0.8347,1003.0,1,1,0.9255,0.4228,8,11845.86,0,43,1,508,30
USR_00804,0.7845,653.9,0,0,0.5682,0.581,4,1566.36,1,131,1,449,45
USR_00805,0.9371,435.5,0,0,0.8271,0.5302,11,1540.58,1,287,1,290,50
USR_00806,0.9227,1041.3,0,0,0.333,0.2531,10,1018.35,0,138,1,741,33
USR_00807,0.8608,763.1,0,0,0.6173,0.5309,8,784.21,0,293,1,805,35
USR_00808,0.9,1081.9,1,0,0.4768,0.7531,11,3972.07,0,14,0,712,41
USR_00809,0.7409,653.0,2,0,0.1381,0.398,12,2720.59,0,331,1,736,29
USR_00810,0.8479,438.9,0,0,0.589,0.3533,6,11686.89,0,267,1,450,34
USR_00811,0.8951,856.7,0,0,0.2552,0.2756,8,2870.53,1,301,1,957,35
USR_00812,0.881,1018.2,0,0,0.2308,0.2858,10,892.46,0,232,0,347,39
USR_00813,0.5811,2037.5,1,1,0.6786,0.2288,11,20994.33,0,323,1,304,21
USR_00814,0.9185,1642.0,0,0,0.8764,0.6749,7,4044.29,1,222,1,592,61
USR_00815,0.8622,904.5,0,1,0.7288,0.5504,5,9171.08,0,289,1,889,31
USR_00816,0.9071,635.9,1,0,0.3498,0.3854,11,6864.01,0,278,1,290,33
USR_00817,0.898,251.9,0,1,0.7092,0.4108,4,2815.49,0,338,1,406,32
USR_00818,0.9593,727.1,0,1,0.5734,0.3232,8,755.29,0,33,1,729,41
USR_00819,0.7829,585.5,0,1,0.9206,0.8018,10,673.02,1,235,1,988,44
USR_00820,0.7699,644.5,0,1,0.7417,0.2715,4,1126.44,2,283,1,778,41
USR_00821,0.5703,483.5,1,0,0.5747,0.5547,7,187.92,0,121,1,411,29
USR_00822,0.7968,429.4,0,1,0.7226,0.7003,10,731.08,0,347,1,938,38
USR_00823,0.8192,258.7,0,0,0.3648,0.4336,9,2801.47,2,31,1,560,52
USR_00824,0.8931,550.5,0,0,0.6325,0.2991,7,7428.08,0,289,1,509,47
USR_00825,0.8006,476.2,0,0,0.4135,0.9292,10,4221.01,0,303,1,486,55
USR_00826,0.8424,1004.1,0,0,0.4709,0.8083,11,12061.83,0,197,0,416,44
USR_00827,0.9182,547.6,1,0,0.8424,0.3252,11,5413.47,0,294,1,472,39
USR_00828,0.9883,535.2,0,0,0.7753,0.8178,4,315.08,0,333,1,357,63
USR_00829,0.9356,567.2,1,0,0.6553,0.5728,9,3835.02,0,357,1,685,52
USR_00830,0.8676,723.4,0,0,0.8317,0.5776,11,5019.91,0,287,1,261,41
USR_00831,0.9211,717.4,1,0,0.8237,0.2754,15,1625.78,0,234,1,311,34
USR_00832,0.7955,1128.2,0,0,0.5542,0.4603,5,2845.06,0,310,1,773,35
USR_00833,0.8763,496.0,0,1,0.2166,0.5997,7,3684.3,0,67,1,40,26
USR_00834,0.5588,2109.4,0,1,0.8878,0.7982,6,577.04,0,143,1,151,44
USR_00835,0.7249,484.1,1,0,0.5115,0.6646,5,545.29,0,162,1,961,18
USR_00836,0.9392,505.2,1,0,0.2475,0.2965,4,2777.14,0,5,1,497,37
USR_00837,0.7778,1818.4,0,0,0.6562,0.2406,10,18655.73,0,143,1,867,43
USR_00838,0.8881,896.6,1,1,0.3017,0.2307,11,3855.0,0,118,1,450,26
USR_00839,0.866,416.6,1,0,0.3523,0.5656,6,6361.15,0,258,1,943,24
USR_00840,0.5525,531.5,1,1,0.865,0.5473,10,3391.15,0,112,1,675,33
USR_00841,0.6543,653.3,1,0,0.7315,0.5596,5,4449.53,1,136,1,256,24
USR_00842,0.8159,633.9,0,0,0.445,0.5936,9,9962.58,1,170,1,559,45
USR_00843,0.8665,986.4,0,0,0.2931,0.5736,7,1337.69,0,125,1,81,51
USR_00844,0.9096,489.8,1,0,0.8878,0.0578,6,10773.27,0,190,0,188,29
USR_00845,0.7243,622.9,2,1,0.9343,0.8209,9,1880.83,1,15,1,333,29
USR_00846,0.9494,554.9,1,1,0.8344,0.892,7,1488.49,0,237,0,996,16
USR_00847,0.7625,837.8,1,0,0.621,0.231,3,1455.81,1,355,1,591,29
USR_00848,0.852,1116.7,0,1,0.314,0.4687,6,164.69,0,69,1,991,33
USR_00849,0.9354,787.8,0,0,0.516,0.3934,6,4744.06,0,19,1,915,33
USR_00850,0.8347,500.5,2,0,0.6924,0.1695,7,4035.03,2,160,1,476,24
USR_00851,0.7855,566.5,1,0,0.3369,0.2768,4,2008.51,0,71,1,695,14
USR_00852,0.7929,1156.1,1,1,0.8371,0.3345,8,14652.26,0,40,1,779,33
USR_00853,0.8262,878.4,1,1,0.5996,0.2686,14,753.07,0,345,1,318,33
USR_00854,0.6191,331.3,0,0,0.6639,0.3233,10,2077.99,1,72,1,858,32
USR_00855,0.9146,362.4,0,0,0.3313,0.2103,6,2242.35,1,257,1,196,47
USR_00856,0.8431,294.8,2,0,0.8763,0.3498,14,6629.58,0,222,1,980,17
USR_00857,0.958,710.0,0,0,0.857,0.3204,9,13458.64,0,132,0,398,36
USR_00858,0.8666,638.0,0,0,0.6465,0.2458,9,3771.42,0,142,1,72,42
USR_00859,0.9592,591.0,0,0,0.8877,0.5022,8,7261.17,0,284,1,592,50
USR_00860,0.9096,588.7,1,2,0.3706,0.6563,8,10243.68,0,361,1,85,34
USR_00861,0.9586,1422.3,0,0,0.8674,0.2021,9,8875.62,0,265,1,570,41
USR_00862,0.7987,535.9,0,1,0.6301,0.5539,3,6169.46,1,264,0,855,22
USR_00863,0.8626,997.5,0,0,0.3153,0.6436,11,5554.85,0,276,1,832,54
USR_00864,0.9456,1126.3,0,0,0.8915,0.4433,10,14678.86,0,153,1,837,44
USR_00865,0.5657,866.1,0,0,0.4324,0.3261,10,973.08,1,227,0,295,20
USR_00866,0.7906,776.3,1,1,0.6684,0.5539,9,1052.33,0,188,1,886,37
USR_00867,0.9189,279.9,1,0,0.5556,0.466,2,445.59,0,295,1,574,46
USR_00868,0.6761,591.8,3,0,0.7718,0.9399,4,2857.66,2,180,1,57,13
USR_00869,0.8373,714.9,0,0,0.7313,0.3216,5,9502.33,0,66,1,487,50
USR_00870,0.8495,845.7,1,0,0.5973,0.2696,9,808.25,0,269,1,790,31
USR_00871,0.9928,682.5,0,1,0.3672,0.2782,7,511.34,0,335,1,230,28
USR_00872,0.7273,1343.1,1,2,0.519,0.3554,10,4334.22,1,191,1,175,10
USR_00873,0.8177,430.7,1,0,0.2469,0.5114,5,39178.26,0,55,1,400,27
USR_00874,0.6335,548.1,0,0,0.4098,0.3228,10,7949.63,0,17,1,408,43
USR_00875,0.6873,598.7,0,2,0.8562,0.602,6,2371.49,1,56,1,999,16
USR_00876,0.9817,1368.8,0,0,0.5719,0.807,6,2762.41,0,204,0,521,45
USR_00877,0.7778,586.1,0,0,0.2682,0.4711,6,722.74,1,72,1,661,29
USR_00878,0.9932,1183.2,1,0,0.8908,0.539,9,14583.14,0,11,1,434,44
USR_00879,0.9495,1436.8,0,0,0.7909,0.5519,9,1473.25,3,288,0,898,35
USR_00880,0.9216,1250.0,0,0,0.7912,0.7077,8,4058.25,0,154,1,429,56
USR_00881,0.8796,945.1,1,1,0.8122,0.4098,9,11022.84,0,167,1,327,28
USR_00882,0.8915,590.8,0,0,0.7555,0.4473,4,9395.1,1,93,1,731,43
USR_00883,0.8965,679.8,1,1,0.8209,0.4682,9,528.36,1,216,1,418,34
USR_00884,0.9371,869.3,0,0,0.7084,0.806,12,8316.82,1,158,0,805,54
USR_00885,0.9593,440.7,0,0,0.5308,0.1986,4,842.36,1,363,1,559,38
USR_00886,0.8874,1180.1,0,0,0.4796,0.6541,6,12688.94,0,18,1,302,47
USR_00887,0.8581,740.5,1,0,0.6512,0.6467,2,5100.95,1,303,1,378,59
USR_00888,0.889,1411.5,0,1,0.4662,0.3964,8,4786.68,0,155,1,508,35
USR_00889,0.8191,475.0,1,0,0.8547,0.547,7,2345.15,0,187,1,308,24
USR_00890,0.7649,358.1,1,0,0.7041,0.5593,4,492.11,0,332,1,766,24
USR_00891,0.8041,353.0,0,0,0.401,0.1133,5,10821.61,1,0,1,220,32
USR_00892,0.8816,679.0,1,0,0.7282,0.4632,9,4267.45,1,106,1,927,48
USR_00893,0.8789,1126.6,0,0,0.4187,0.724,13,4609.75,0,128,1,902,39
USR_00894,0.8323,154.4,0,0,0.5339,0.3988,11,1977.12,1,321,1,850,38
USR_00895,0.9314,501.7,0,0,0.4362,0.6721,11,794.45,0,282,1,394,58
USR_00896,0.8351,1134.7,1,2,0.6138,0.5505,13,7971.18,1,232,1,691,13
USR_00897,0.7199,1325.1,2,0,0.1657,0.7494,6,1549.89,0,235,1,495,35
USR_00898,0.9056,476.7,0,0,0.4274,0.3532,7,2627.0,0,206,1,60,50
USR_00899,0.9753,766.6,0,2,0.3826,0.4994,9,749.89,0,255,1,400,25
USR_00900,0.9228,854.5,1,0,0.8021,0.5102,8,6951.01,0,279,0,627,39
USR_00901,0.8807,369.7,0,0,0.3086,0.214,5,4364.59,0,251,1,493,43
USR_00902,0.9776,882.2,0,0,0.1788,0.6896,8,2868.31,1,21,1,376,54
USR_00903,0.9302,200.9,0,1,0.6635,0.6449,8,8725.58,0,241,1,293,38
USR_00904,0.5787,1031.0,2,1,0.8563,0.5015,6,2284.63,0,180,0,90,0
USR_00905,0.996,1633.7,1,0,0.4299,0.5345,8,6575.99,0,102,1,308,39
USR_00906,0.9888,989.8,0,0,0.5984,0.8006,5,2276.14,2,256,0,604,55
USR_00907,0.7322,959.2,0,1,0.4851,0.3839,7,12759.19,0,14,1,406,26
USR_00908,0.8837,945.8,0,0,0.295,0.2111,4,931.11,0,96,1,268,31
USR_00909,0.8668,476.4,0,0,0.6203,0.7759,14,10125.37,0,191,1,116,45
USR_00910,0.9167,610.6,0,0,0.6828,0.2613,9,5436.4,0,116,1,857,38
USR_00911,0.8219,928.8,2,0,0.5543,0.0968,5,2754.86,0,178,1,57,21
USR_00912,0.7249,784.4,0,0,0.9695,0.5372,7,3667.35,0,249,1,130,39
USR_00913,0.7973,747.2,1,0,0.2121,0.5846,6,1857.34,1,56,1,583,32
USR_00914,0.8238,475.2,3,0,0.7359,0.7716,10,917.33,1,50,1,496,30
USR_00915,0.9063,885.4,1,0,0.3396,0.2629,5,25656.01,1,143,1,697,17
USR_00916,0.7998,327.1,1,1,0.6733,0.5335,16,875.59,0,75,1,784,23
USR_00917,0.7325,1269.1,0,0,0.913,0.534,8,498.69,0,338,1,332,49
USR_00918,0.6565,427.4,0,0,0.3385,0.0733,5,478.24,0,53,1,805,28
USR_00919,0.743,1441.5,0,0,0.4236,0.3813,9,4485.8,0,74,1,391,47
USR_00920,0.8862,537.4,0,0,0.7041,0.3953,4,1927.25,0,54,0,245,41
USR_00921,0.9957,1003.9,1,1,0.3291,0.2451,8,1810.37,1,233,1,262,19
USR_00922,0.8312,689.8,1,0,0.761,0.4309,5,2571.44,0,245,1,256,47
USR_00923,0.9093,1256.4,0,0,0.245,0.0484,6,1036.66,0,65,0,348,28
USR_00924,0.733,414.2,1,1,0.3942,0.546,11,1782.55,0,51,0,465,27
USR_00925,0.6647,1376.0,0,0,0.4654,0.694,8,3330.18,0,1,0,369,34
USR_00926,0.8546,810.5,0,0,0.744,0.6418,11,7476.23,0,268,0,272,42
USR_00927,0.721,673.8,0,0,0.3653,0.4531,7,16154.52,2,276,1,87,24
USR_00928,0.5331,808.0,0,0,0.5575,0.446,11,3039.75,0,128,1,341,31
USR_00929,0.7666,756.4,1,1,0.7319,0.9824,11,2247.44,0,28,1,559,50
USR_00930,0.848,1296.3,0,0,0.7391,0.1971,3,5463.78,0,295,1,619,44
USR_00931,0.8622,1264.0,1,1,0.7484,0.6049,6,15392.28,0,115,1,322,47
USR_00932,0.9196,849.7,0,0,0.8971,0.8552,9,1504.45,1,117,1,997,49
USR_00933,0.741,1053.7,1,0,0.652,0.0404,9,3729.4,0,215,1,678,22
USR_00934,0.5844,623.1,0,0,0.2796,0.4118,6,5072.48,0,298,1,260,41
USR_00935,0.8647,923.8,0,1,0.6868,0.5422,12,1576.91,0,170,1,364,40
USR_00936,0.8071,1792.5,0,0,0.8199,0.6946,4,3148.71,0,104,1,903,42
USR_00937,0.2154,833.1,0,2,0.5213,0.8079,13,1528.35,0,346,1,237,0
USR_00938,0.9812,836.0,3,0,0.8479,0.3005,5,1033.96,2,184,0,30,24
USR_00939,0.834,570.8,0,0,0.3867,0.7277,8,778.12,0,138,1,62,58
USR_00940,0.9593,280.1,0,0,0.7224,0.32,8,1412.59,0,320,1,831,51
USR_00941,0.8937,521.0,1,1,0.5378,0.7676,4,487.81,0,296,1,264,40
USR_00942,0.6997,891.2,1,0,0.6764,0.1742,7,5191.88,0,33,1,238,14
USR_00943,0.9003,541.4,0,0,0.5816,0.6591,8,2774.98,1,40,1,726,21
USR_00944,0.9948,741.7,1,0,0.1684,0.3732,9,5159.02,1,23,1,218,46
USR_00945,0.9747,929.1,0,1,0.6278,0.4704,8,1966.63,0,338,1,773,37
USR_00946,0.9488,273.3,0,0,0.8235,0.5449,5,9403.55,0,255,1,329,38
USR_00947,0.5614,575.2,0,0,0.5834,0.335,3,3009.31,0,1,1,172,35
USR_00948,0.785,810.6,1,0,0.7565,0.5293,5,1120.89,1,135,1,714,33
USR_00949,0.7388,1053.1,0,0,0.2224,0.354,10,3251.46,0,167,0,806,32
USR_00950,0.9299,1195.3,0,0,0.7145,0.1082,12,4028.67,0,265,0,475,24
USR_00951,0.8576,853.0,0,0,0.6621,0.3992,9,1801.85,0,17,0,700,34
USR_00952,0.8533,905.1,0,1,0.3294,0.7702,7,1855.85,0,224,0,66,39
USR_00953,0.9536,774.4,3,0,0.9383,0.7122,7,5730.49,0,111,1,368,40
USR_00954,0.9044,874.2,0,0,0.7015,0.5847,7,2228.93,0,18,1,759,31
USR_00955,0.9165,779.8,0,0,0.487,0.3334,20,1449.49,0,189,1,370,20
USR_00956,0.7797,4300.1,2,0,0.3408,0.4597,11,1661.42,0,263,1,123,29
USR_00957,0.7495,676.1,1,0,0.7402,0.6122,10,5628.67,0,294,1,642,47
USR_00958,0.8686,542.3,0,1,0.6255,0.2206,9,1744.84,0,272,1,767,27
USR_00959,0.8771,931.8,0,0,0.3382,0.6347,8,9314.88,1,253,1,697,33
USR_00960,0.9443,454.6,0,1,0.6532,0.9185,4,1508.41,0,354,1,811,41
USR_00961,0.8502,909.0,0,0,0.3965,0.9511,8,8921.05,1,312,1,400,56
USR_00962,0.6465,481.9,0,1,0.5174,0.3822,10,3220.16,0,113,1,237,33
USR_00963,0.6983,269.7,0,0,0.7838,0.6253,13,2433.19,0,71,1,291,45
USR_00964,0.9347,492.2,3,0,0.5532,0.5973,9,3202.65,3,201,1,583,30
USR_00965,0.9491,1023.5,2,0,0.5767,0.2405,11,508.21,1,70,1,318,21
USR_00966,0.7339,693.9,0,0,0.4753,0.3384,7,1621.44,0,206,1,620,28
USR_00967,0.9334,887.1,1,0,0.623,0.4849,8,5723.99,1,324,1,197,48
USR_00968,0.9771,517.5,1,0,0.442,0.0708,4,3541.91,1,102,1,343,30
USR_00969,0.927,753.2,0,0,0.3102,0.7218,9,2698.41,0,118,1,674,53
USR_00970,0.6959,383.0,0,0,0.4174,0.8078,10,7162.96,0,12,1,122,36
USR_00971,0.8564,325.2,0,0,0.4048,0.5261,12,616.85,0,162,1,615,41
USR_00972,0.7992,618.1,1,0,0.6278,0.2286,8,3947.99,0,7,1,951,24
USR_00973,0.9539,502.9,2,0,0.7818,0.4795,9,11176.19,0,220,1,360,41
USR_00974,0.7535,1257.6,0,1,0.3384,0.5615,13,3854.05,1,3,1,967,43
USR_00975,0.9115,782.3,0,0,0.3125,0.1328,6,4131.1,0,274,0,64,31
USR_00976,0.951,747.2,0,0,0.4102,0.6057,10,2057.89,0,49,1,139,44
USR_00977,0.8081,440.6,1,1,0.5149,0.1897,9,2900.93,0,4,1,206,22
USR_00978,0.9529,751.2,0,0,0.527,0.642,11,2802.66,0,227,1,609,44
USR_00979,0.8309,1781.0,0,1,0.4408,0.4409,7,8485.77,0,96,1,81,41
USR_00980,0.98,972.7,0,0,0.7305,0.5805,8,8953.91,1,152,1,619,56
USR_00981,0.9489,1060.8,1,0,0.7535,0.78,12,6278.41,0,128,1,341,56
USR_00982,0.8847,589.7,1,2,0.1968,0.7457,6,3765.32,1,269,1,945,12
USR_00983,0.6587,684.2,1,0,0.7292,0.4989,9,3153.18,1,137,1,338,32
USR_00984,0.8192,769.1,0,2,0.3519,0.5901,8,7564.8,1,360,1,390,20
USR_00985,0.5919,413.4,2,0,0.5245,0.751,9,1137.24,0,77,1,383,26
USR_00986,0.6497,644.8,0,0,0.306,0.4693,7,3068.44,0,292,0,582,29
USR_00987,0.8756,540.7,0,0,0.4055,0.4943,8,1413.2,1,273,1,815,39
USR_00988,0.9353,507.2,1,0,0.741,0.1334,12,1073.27,0,344,1,135,40
USR_00989,0.9912,784.3,1,1,0.4011,0.4745,9,756.68,0,255,0,33,27
USR_00990,0.7042,524.3,0,0,0.8433,0.1104,8,27915.2,0,306,1,456,24
USR_00991,0.7408,453.3,0,0,0.4851,0.1819,9,614.02,1,284,1,339,29
USR_00992,0.9475,814.8,1,0,0.55,0.7424,9,1659.25,0,213,1,34,35
USR_00993,0.9445,860.0,2,0,0.8264,0.8855,7,2408.24,0,161,1,876,29
USR_00994,0.6667,827.1,0,0,0.8277,0.1014,8,1578.62,0,43,0,184,27
USR_00995,0.8434,711.2,2,0,0.984,0.3976,4,7918.26,0,294,0,137,26
USR_00996,0.772,523.0,1,0,0.5287,0.167,9,5354.44,0,269,1,691,36
USR_00997,0.939,414.8,0,0,0.8389,0.1987,2,871.44,0,208,1,187,53
USR_00998,0.7276,752.4,0,0,0.6697,0.6012,10,1394.35,0,212,1,361,42
USR_00999,0.8372,413.7,2,0,0.4598,0.4308,10,3598.33,1,128,1,65,35
USR_01000,0.8205,788.2,1,0,0.7752,0.7221,8,7787.32,0,307,1,658,43
USR_01001,0.6022,390.8,0,0,0.4139,0.1671,8,5922.6,0,92,1,411,32
USR_01002,0.7474,367.5,0,0,0.6744,0.6989,8,47209.88,0,162,1,390,47
USR_01003,0.9649,1062.4,0,0,0.5341,0.3863,15,6109.73,0,100,1,810,36
USR_01004,0.738,1173.2,0,2,0.5758,0.1485,16,2087.63,1,156,1,512,19
USR_01005,0.9774,322.1,0,0,0.4049,0.5312,11,7818.84,0,175,1,295,44
USR_01006,0.9253,623.8,1,0,0.8968,0.748,10,19184.24,0,159,1,672,51
USR_01007,0.8916,490.9,0,0,0.6224,0.4547,6,29642.47,0,46,0,509,55
USR_01008,0.9448,524.3,0,1,0.4981,0.885,5,6495.67,0,338,1,933,58
USR_01009,0.8417,754.0,1,0,0.762,0.5672,6,6119.09,0,262,1,850,51
USR_01010,0.7503,808.2,0,0,0.8765,0.1387,7,3875.87,1,128,1,419,25
USR_01011,0.7972,535.9,1,0,0.4021,0.3298,4,1221.39,0,362,1,223,35
USR_01012,0.9441,1106.3,1,0,0.6349,0.9041,7,5306.24,0,59,1,615,56
USR_01013,0.924,821.0,1,2,0.5851,0.3576,7,12627.06,1,48,1,761,11
USR_01014,0.8519,368.1,0,0,0.8037,0.8051,11,938.06,0,154,1,342,46
USR_01015,0.8859,745.2,0,0,0.6312,0.2685,7,1620.77,0,194,1,513,36
USR_01016,0.943,876.7,1,0,0.9339,0.433,6,1215.53,0,44,1,375,42
USR_01017,0.7928,560.7,0,0,0.6474,0.4778,3,2011.78,1,102,1,885,40
USR_01018,0.8098,415.4,0,0,0.7774,0.5826,6,2362.37,0,360,1,568,55
USR_01019,0.7936,473.2,0,1,0.9067,0.3627,8,8148.56,0,344,1,524,44
USR_01020,0.9279,528.3,0,0,0.6829,0.607,4,2148.79,0,313,1,813,41
USR_01021,0.9422,646.8,3,0,0.6438,0.6296,8,1445.63,0,184,0,713,26
USR_01022,0.9539,624.3,0,1,0.861,0.2345,9,4961.45,1,4,1,435,42
USR_01023,0.9669,330.9,0,0,0.9308,0.7479,8,3121.12,0,270,1,43,50
USR_01024,0.8784,820.2,1,0,0.5531,0.4361,11,2021.87,1,221,1,896,30
USR_01025,0.9765,518.8,0,0,0.8947,0.1366,5,3590.87,0,74,1,747,53
USR_01026,0.8786,501.6,1,0,0.7886,0.5282,8,1400.28,0,31,1,954,44
USR_01027,0.9458,422.3,0,0,0.8182,0.1047,6,933.73,0,117,1,108,47
