voucher_id,days_since_issue,days_until_expiry,grant_type_encoded,amount_normalized,region_encoded,beneficiary_activity_score,similar_voucher_redemption_rate,channel_availability_score,has_used_app,has_used_ussd,nearest_agent_distance_km,notification_sent_count,expired_unredeemed
VCH_01159,75,24,1,1.0,0,0.6186,0.7437,0.7389,1,0,2.46,2,0
VCH_01160,20,69,1,1.0,1,0.6969,0.7904,0.5846,0,0,14.36,1,0
VCH_01161,20,64,2,0.2143,13,0.8216,0.3966,0.6072,0,0,3.28,0,0
VCH_01162,26,66,4,1.0,11,0.3478,0.578,0.6986,1,0,0.7,1,0
VCH_01163,89,4,1,1.0,3,0.4129,0.677,0.4897,0,1,2.38,1,1
VCH_01164,75,22,0,1.0,2,0.7605,0.745,0.19,1,1,0.66,2,0
VCH_01165,30,55,2,0.2143,0,0.6282,0.8042,0.5613,1,1,4.95,3,0
VCH_01166,11,74,0,1.0,3,0.315,0.7221,0.8277,1,0,3.8,4,0
VCH_01167,1,88,1,1.0,0,0.6578,0.6304,0.5299,1,1,6.53,3,0
VCH_01168,49,43,1,1.0,1,0.7203,0.6691,0.9398,1,1,0.64,1,0
VCH_01169,83,6,2,0.2143,4,0.5226,0.7463,0.9006,1,0,8.42,1,1
VCH_01170,11,74,0,1.0,6,0.5306,0.4559,0.8448,1,1,1.05,2,0
VCH_01171,23,61,1,1.0,4,0.7999,0.6223,0.6732,1,0,16.12,2,0
VCH_01172,88,3,1,1.0,2,0.6085,0.359,0.6431,1,0,2.27,1,0
VCH_01173,22,76,2,0.2143,5,0.4049,0.723,0.697,1,0,3.54,1,0
VCH_01174,33,47,0,1.0,5,0.8734,0.6285,0.758,1,1,2.89,2,0
VCH_01175,53,36,2,0.2143,0,0.461,0.9641,0.7745,0,0,1.19,4,0
VCH_01176,82,8,1,1.0,3,0.7249,0.5634,0.5484,1,0,4.02,1,0
VCH_01177,31,56,1,1.0,1,0.9233,0.78,0.8641,1,1,2.05,4,0
VCH_01178,67,28,0,1.0,0,0.3685,0.5975,0.9364,1,0,9.85,1,0
VCH_01179,23,61,0,1.0,4,0.8304,0.7485,0.6067,1,0,4.47,3,0
VCH_01180,38,50,1,1.0,0,0.483,0.8398,0.9964,0,1,7.61,0,0
VCH_01181,66,24,0,1.0,6,0.5703,0.6529,0.8143,1,0,18.24,2,0
VCH_01182,44,39,3,0.2143,0,0.2044,0.4381,0.5987,0,1,0.5,2,0
VCH_01183,58,41,2,0.2143,5,0.7805,0.8612,0.7106,0,0,1.28,4,0
VCH_01184,57,41,4,1.0,5,0.7553,0.9289,0.5743,1,0,6.48,1,0
VCH_01185,10,79,1,1.0,3,0.2657,0.8313,0.6847,1,0,0.5,6,0
VCH_01186,62,18,2,0.2143,0,0.8972,0.6653,0.8904,1,0,6.02,2,0
VCH_01187,26,66,3,0.2143,2,0.7656,0.3679,0.2266,1,1,0.62,1,0
VCH_01188,62,34,0,1.0,11,0.777,0.9465,0.2498,1,1,0.5,1,0
VCH_01189,51,35,0,1.0,0,0.3279,0.8456,0.1777,0,0,0.98,4,1
VCH_01190,89,4,4,1.0,2,0.2028,0.5182,0.3073,0,1,1.8,1,1
VCH_01191,49,40,0,1.0,0,0.1204,0.7229,0.8088,1,1,1.26,4,0
VCH_01192,35,49,1,1.0,1,0.6434,0.439,0.8625,0,1,0.8,4,0
VCH_01193,55,37,1,1.0,3,0.5308,0.4304,0.59,1,1,1.33,0,0
VCH_01194,80,9,0,1.0,6,0.7848,0.8247,0.3822,0,1,6.22,5,0
VCH_01195,30,69,0,1.0,1,0.4683,0.7567,0.2606,1,1,3.68,1,0
VCH_01196,63,23,0,1.0,0,0.846,0.9367,0.7373,0,0,3.94,2,0
VCH_01197,71,22,2,0.2143,11,0.5673,0.5983,0.3815,0,0,17.41,1,0
VCH_01198,40,52,2,0.2143,3,0.8111,0.6313,0.9868,1,0,3.68,0,0
VCH_01199,57,35,0,1.0,13,0.5349,0.7468,0.5721,0,0,6.33,3,0
VCH_01200,23,71,0,1.0,0,0.7402,0.8299,0.6284,0,0,0.84,2,0
VCH_01201,46,46,1,1.0,3,0.7093,0.9185,0.8956,0,0,9.93,3,0
VCH_01202,2,93,2,0.2143,12,0.6115,0.8086,0.6765,1,0,11.11,1,0
VCH_01203,51,32,4,1.0,4,0.6201,0.9291,0.5911,1,0,3.46,1,0
VCH_01204,64,35,2,0.2143,4,0.5866,0.6459,0.3409,1,0,7.35,3,0
VCH_01205,26,60,1,1.0,2,0.6891,0.3267,0.5381,1,0,3.18,1,0
VCH_01206,32,59,0,1.0,4,0.8875,0.6138,0.7924,1,1,2.74,1,0
VCH_01207,6,76,1,1.0,12,0.9079,0.8306,0.5425,0,1,2.06,2,0
VCH_01208,70,16,2,0.2143,10,0.7931,0.6002,0.332,1,0,0.86,2,0
VCH_01209,51,36,3,0.2143,7,0.6764,0.873,0.6398,0,0,2.51,1,0
VCH_01210,57,34,4,1.0,6,0.8916,0.8461,0.7787,1,0,5.64,2,0
VCH_01211,48,39,4,1.0,10,0.9342,0.6982,0.3722,0,1,5.53,3,0
VCH_01212,18,63,4,1.0,3,0.7126,0.802,0.5472,0,1,5.97,0,0
VCH_01213,70,16,3,0.2143,3,0.4634,0.5618,0.6817,1,0,5.8,0,0
VCH_01214,61,38,2,0.2143,5,0.4939,0.7811,0.6432,1,1,3.44,2,0
VCH_01215,75,15,1,1.0,5,0.2603,0.6553,0.7368,0,1,4.28,2,1
VCH_01216,32,50,2,0.2143,12,0.8171,0.7959,0.7054,0,0,0.66,1,0
VCH_01217,50,45,2,0.2143,3,0.563,0.7606,0.8286,1,0,0.5,1,0
VCH_01218,3,84,0,1.0,3,0.7834,0.7185,0.8018,1,0,2.51,1,0
VCH_01219,2,85,1,1.0,7,0.5905,0.5362,0.5976,1,1,1.23,1,0
VCH_01220,86,0,0,1.0,0,0.9471,0.6451,0.1125,1,0,5.13,0,0
VCH_01221,75,14,2,0.2143,3,0.4749,0.7546,0.678,0,0,13.86,4,0
VCH_01222,45,46,1,1.0,9,0.4693,0.6906,0.5155,1,1,5.5,4,0
VCH_01223,45,36,4,1.0,3,0.7681,0.6295,0.8248,1,1,2.26,2,0
VCH_01224,19,78,1,1.0,5,0.686,0.7359,0.7175,1,0,1.37,4,0
VCH_01225,59,37,2,0.2143,4,0.4212,0.7111,0.935,1,1,0.55,3,0
VCH_01226,12,85,0,1.0,12,0.7839,0.7627,0.8008,0,1,6.05,0,0
VCH_01227,26,65,1,1.0,0,0.5915,0.8789,0.4919,1,0,6.71,1,0
VCH_01228,69,23,2,0.2143,1,0.9022,0.7305,0.9281,1,1,4.46,0,0
VCH_01229,83,0,0,1.0,4,0.3971,0.7934,0.6154,0,1,12.59,3,1
VCH_01230,5,77,0,1.0,0,0.4782,0.8124,0.4452,0,0,18.41,1,0
VCH_01231,3,77,1,1.0,10,0.3348,0.8948,0.6978,0,1,5.73,4,0
VCH_01232,56,31,0,1.0,8,0.457,0.7953,0.4041,0,1,5.52,3,0
VCH_01233,9,82,0,1.0,3,0.7317,0.9237,0.8934,1,0,0.5,1,0
VCH_01234,22,64,0,1.0,4,0.4663,0.7716,0.8789,1,0,1.47,1,0
VCH_01235,13,86,0,1.0,1,0.6857,0.5229,0.7596,1,0,4.46,6,0
VCH_01236,88,10,2,0.2143,9,0.6177,0.7753,0.7134,1,1,6.56,0,0
VCH_01237,23,57,2,0.2143,6,0.4343,0.9104,0.9007,1,0,7.72,0,0
VCH_01238,23,60,1,1.0,12,0.2198,0.6088,0.9013,1,1,2.34,2,0
VCH_01239,26,57,3,0.2143,0,0.6797,0.8923,0.9929,1,0,0.5,0,0
VCH_01240,27,56,4,1.0,5,0.6651,0.72,0.9094,1,1,10.92,2,0
VCH_01241,49,35,1,1.0,13,0.298,0.6613,0.8488,0,0,2.56,3,0
VCH_01242,37,47,2,0.2143,7,0.5633,0.9368,0.9055,0,0,3.49,0,0
VCH_01243,58,37,1,1.0,4,0.8123,0.7548,0.7992,1,0,2.36,0,0
VCH_01244,43,55,1,1.0,1,0.4641,0.8219,0.9161,1,1,0.5,2,0
VCH_01245,58,40,0,1.0,9,0.7755,0.6052,0.963,1,1,3.09,0,0
VCH_01246,76,11,2,0.2143,0,0.7156,0.7935,0.5678,1,1,1.1,1,0
VCH_01247,48,40,0,1.0,3,0.3183,0.7092,0.6583,1,1,5.89,2,0
VCH_01248,66,20,0,1.0,2,0.8629,0.7991,0.8089,1,1,15.44,3,0
VCH_01249,28,55,0,1.0,3,0.4153,0.8999,0.8381,1,0,7.61,2,0
VCH_01250,42,43,2,0.2143,7,0.7068,0.7854,0.7685,1,1,1.13,2,0
VCH_01251,84,0,0,1.0,2,0.6151,0.9001,0.1373,1,0,8.33,2,1
VCH_01252,41,47,0,1.0,1,0.7576,0.4353,0.8788,0,0,1.64,2,0
VCH_01253,36,48,1,1.0,1,0.9412,0.9276,0.5127,1,1,2.82,2,0
VCH_01254,30,53,3,0.2143,1,0.2915,0.4608,0.766,1,0,5.17,2,0
VCH_01255,21,59,2,0.2143,6,0.5432,0.5196,0.6673,1,1,2.58,1,0
VCH_01256,40,51,2,0.2143,0,0.4714,0.8837,0.8899,0,1,5.22,5,0
VCH_01257,72,25,0,1.0,1,0.7607,0.724,0.3659,1,0,0.5,1,0
VCH_01258,3,91,0,1.0,4,0.5507,0.586,0.45,1,0,7.65,0,0
VCH_01259,39,46,0,1.0,10,0.7039,0.7352,0.6046,1,0,11.13,0,0
VCH_01260,24,62,2,0.2143,7,0.7593,0.8862,0.1586,0,1,0.5,3,0
VCH_01261,36,52,0,1.0,3,0.5703,0.9686,0.7642,1,1,3.76,3,0
VCH_01262,11,83,4,1.0,8,0.8909,0.7906,0.9512,1,0,11.98,4,0
VCH_01263,89,0,3,0.2143,11,0.5065,0.5124,0.421,1,0,0.65,0,0
VCH_01264,35,48,0,1.0,0,0.6838,0.5734,0.6893,1,0,1.52,2,0
VCH_01265,34,56,3,0.2143,9,0.0758,0.8239,0.7345,1,0,1.93,2,0
VCH_01266,76,4,2,0.2143,11,0.6588,0.7892,0.4941,0,0,20.97,0,0
VCH_01267,42,46,2,0.2143,4,0.3992,0.5788,0.9393,1,0,3.92,3,0
VCH_01268,63,21,3,0.2143,4,0.7675,0.8121,0.9972,1,0,0.69,3,0
VCH_01269,13,83,1,1.0,3,0.7539,0.7905,0.8037,1,1,10.98,1,0
VCH_01270,47,48,0,1.0,13,0.8704,0.3324,0.7505,1,1,6.9,4,0
VCH_01271,63,23,2,0.2143,0,0.7401,0.9169,0.7782,0,1,8.01,2,0
VCH_01272,17,79,2,0.2143,1,0.2976,0.3146,0.8969,0,0,12.29,3,1
VCH_01273,66,33,2,0.2143,0,0.885,0.9744,0.4407,1,0,2.05,2,0
VCH_01274,25,64,1,1.0,0,0.6272,0.7117,0.1969,1,0,0.5,3,0
VCH_01275,74,12,2,0.2143,11,0.833,0.7019,0.4164,0,1,10.24,1,0
VCH_01276,27,64,3,0.2143,5,0.5301,0.6736,0.5263,1,0,3.3,5,0
VCH_01277,79,8,0,1.0,2,0.7082,0.7442,0.5241,1,1,7.93,1,0
VCH_01278,80,18,0,1.0,1,0.4819,0.6938,0.9517,1,1,1.05,2,0
VCH_01279,12,68,3,0.2143,4,0.3694,0.8665,0.6391,1,1,27.57,3,0
VCH_01280,86,0,1,1.0,3,0.4749,0.9797,0.5631,0,1,0.5,2,1
VCH_01281,52,29,1,1.0,7,0.4139,0.835,0.8716,0,0,8.59,1,0
VCH_01282,74,12,2,0.2143,7,0.5725,0.6296,0.8165,1,0,2.67,1,0
VCH_01283,44,50,4,1.0,12,0.5008,0.7984,0.7533,1,0,10.65,0,0
VCH_01284,61,32,4,1.0,2,0.5339,0.8225,0.3629,1,1,3.0,2,0
VCH_01285,35,46,3,0.2143,10,0.6731,0.5856,0.6645,1,1,3.76,4,0
VCH_01286,11,81,0,1.0,0,0.6891,0.7881,0.8674,1,1,6.85,2,0
VCH_01287,68,25,2,0.2143,0,0.6694,0.5158,0.8678,0,0,2.16,3,0
VCH_01288,4,91,1,1.0,1,0.8976,0.8126,0.32,1,0,2.36,4,0
VCH_01289,55,42,1,1.0,12,0.5016,0.8575,0.834,1,0,1.73,1,0
VCH_01290,4,93,1,1.0,3,0.5553,0.7527,0.6609,1,0,8.57,1,0
VCH_01291,86,10,1,1.0,12,0.4077,0.7798,0.6678,1,1,5.83,2,0
VCH_01292,53,37,2,0.2143,10,0.5617,0.6418,0.841,0,1,3.63,2,0
VCH_01293,59,29,0,1.0,1,0.4703,0.79,0.9553,0,0,2.74,3,0
VCH_01294,32,64,4,1.0,1,0.257,0.7303,0.6054,0,1,11.35,2,0
VCH_01295,3,96,0,1.0,0,0.2662,0.9698,0.9042,0,0,3.35,3,0
VCH_01296,54,28,0,1.0,0,0.6171,0.8386,0.6108,0,0,19.78,2,0
VCH_01297,53,32,2,0.2143,2,0.6548,0.7815,0.8644,1,0,2.37,2,0
VCH_01298,33,58,0,1.0,9,0.3104,0.8946,0.2628,1,1,0.5,4,1
VCH_01299,18,80,3,0.2143,9,0.7567,0.93,0.7012,1,0,2.15,4,0
VCH_01300,19,62,2,0.2143,3,0.5404,0.8126,0.753,1,0,11.58,1,0
VCH_01301,20,72,4,1.0,2,0.9691,0.8905,0.6057,1,0,9.58,1,0
VCH_01302,74,7,1,1.0,7,0.4235,0.6461,0.7716,0,1,0.5,4,0
VCH_01303,11,85,2,0.2143,10,0.8109,0.8548,0.57,1,0,1.95,4,0
VCH_01304,50,32,0,1.0,0,0.4031,0.5376,0.8623,0,0,1.23,0,0
VCH_01305,28,65,0,1.0,12,0.3881,0.8363,0.8034,1,0,0.97,1,0
VCH_01306,66,17,1,1.0,4,0.8282,0.8029,0.3407,1,0,2.55,2,0
VCH_01307,10,74,0,1.0,3,0.884,0.8356,0.7056,0,1,12.93,2,0
VCH_01308,80,3,0,1.0,6,0.5884,0.4701,0.8372,1,0,1.95,2,0
VCH_01309,65,32,0,1.0,7,0.5196,0.7974,0.5323,1,0,6.97,2,0
VCH_01310,25,59,0,1.0,0,0.7013,0.8404,0.3784,0,0,0.53,2,0
VCH_01311,54,42,0,1.0,4,0.9492,0.9136,0.9021,1,1,0.88,4,0
VCH_01312,28,71,4,1.0,2,0.5331,0.7273,0.5899,0,0,1.99,1,0
VCH_01313,55,38,0,1.0,11,0.3639,0.9185,0.856,1,0,17.01,1,0
VCH_01314,48,43,0,1.0,0,0.3552,0.9349,0.8263,1,0,3.9,2,0
VCH_01315,60,32,0,1.0,0,0.7079,0.7827,0.6227,0,0,2.05,3,0
VCH_01316,50,41,0,1.0,6,0.9113,0.9021,0.6488,1,0,5.05,0,0
VCH_01317,32,62,0,1.0,3,0.5242,0.8801,0.6669,1,0,1.44,1,0
VCH_01318,56,27,2,0.2143,6,0.7579,0.4103,0.7571,1,0,17.0,2,0
VCH_01319,27,70,2,0.2143,5,0.6488,0.8159,0.7911,0,1,1.71,1,0
VCH_01320,8,86,1,1.0,12,0.7894,0.7532,0.898,1,1,7.0,4,0
VCH_01321,39,41,3,0.2143,1,0.7254,0.9168,0.8634,1,1,9.87,3,0
VCH_01322,65,15,2,0.2143,2,0.637,0.8064,0.6556,0,1,21.71,0,0
VCH_01323,27,67,3,0.2143,13,0.8923,0.6265,0.8921,1,1,0.5,2,0
VCH_01324,40,51,4,1.0,4,0.4709,0.7951,0.79,1,0,0.5,3,0
VCH_01325,35,59,2,0.2143,3,0.6022,0.3762,0.7881,0,1,8.37,2,0
VCH_01326,67,21,3,0.2143,11,0.7684,0.8397,0.8589,1,1,1.09,3,0
VCH_01327,25,65,0,1.0,2,0.5096,0.5906,0.7204,1,1,14.36,2,0
VCH_01328,26,55,0,1.0,1,0.8236,0.4524,0.671,0,1,1.22,2,0
VCH_01329,30,67,0,1.0,12,0.3244,0.7526,0.8251,1,0,1.19,0,0
VCH_01330,40,45,1,1.0,7,0.8842,0.4803,0.9433,1,0,7.62,4,0
VCH_01331,66,31,2,0.2143,1,0.231,0.7053,0.8187,0,1,1.29,2,0
VCH_01332,26,60,0,1.0,0,0.564,0.9788,0.4148,1,1,0.5,2,0
VCH_01333,60,23,1,1.0,11,0.8284,0.7757,0.8395,1,1,16.68,1,0
VCH_01334,37,51,0,1.0,13,0.6341,0.6999,0.6081,1,0,2.06,1,0
VCH_01335,86,0,2,0.2143,12,0.135,0.3338,0.7463,1,0,0.5,1,1
VCH_01336,34,62,1,1.0,6,0.714,0.643,0.4512,0,0,2.68,1,0
VCH_01337,78,5,0,1.0,1,0.9198,0.8359,0.8191,1,0,0.68,4,0
VCH_01338,26,69,1,1.0,2,0.3506,0.6348,0.8622,1,1,9.01,1,0
VCH_01339,7,83,0,1.0,2,0.713,0.7577,0.6097,1,0,2.64,3,0
VCH_01340,73,13,2,0.2143,4,0.4176,0.7068,0.3013,1,1,7.37,2,0
VCH_01341,43,43,0,1.0,0,0.499,0.6999,0.8334,1,0,2.47,3,0
VCH_01342,67,23,0,1.0,13,0.8635,0.7914,0.9639,0,0,5.61,0,0
VCH_01343,68,13,0,1.0,0,0.5107,0.9246,0.7859,0,1,3.04,1,0
VCH_01344,14,71,2,0.2143,13,0.5741,0.8818,0.5716,0,0,1.28,2,0
VCH_01345,37,59,0,1.0,3,0.4735,0.8346,0.9345,1,0,8.63,2,0
VCH_01346,42,51,1,1.0,0,0.6797,0.7501,0.8908,1,1,7.64,2,0
VCH_01347,87,0,2,0.2143,2,0.5484,0.6483,0.9636,1,1,0.76,0,1
VCH_01348,3,80,1,1.0,4,0.8446,0.6795,0.3192,1,1,3.65,2,0
VCH_01349,83,6,0,1.0,4,0.794,0.74,0.7038,0,0,0.94,2,0
VCH_01350,75,18,3,0.2143,5,0.9485,0.5972,0.54,1,0,1.94,3,0
VCH_01351,9,81,2,0.2143,8,0.2914,0.9443,0.9256,0,0,4.76,2,0
VCH_01352,72,11,3,0.2143,8,0.8197,0.4993,0.5517,1,0,1.5,2,0
VCH_01353,58,23,2,0.2143,4,0.4021,0.8108,0.6869,1,0,2.04,1,0
VCH_01354,80,5,0,1.0,10,0.7187,0.9666,0.3423,0,1,1.01,1,0
VCH_01355,73,24,0,1.0,6,0.5549,0.8953,0.4315,1,1,3.89,2,0
VCH_01356,66,24,3,0.2143,0,0.1341,0.5269,0.7006,0,0,0.79,2,1
VCH_01357,1,97,0,1.0,11,0.5073,0.8181,0.434,1,0,26.78,3,0
VCH_01358,38,54,4,1.0,0,0.5233,0.724,0.9717,0,0,8.58,0,0
VCH_01359,27,60,0,1.0,2,0.865,0.6293,0.7492,1,1,8.33,0,0
VCH_01360,41,48,0,1.0,8,0.8319,0.8208,0.9591,0,0,4.86,5,0
VCH_01361,52,32,4,1.0,1,0.7593,0.587,0.7701,1,1,1.13,5,0
VCH_01362,50,32,2,0.2143,0,0.7337,0.6806,0.8047,0,1,9.87,4,0
VCH_01363,45,44,2,0.2143,9,0.4068,0.5766,0.9539,1,0,10.7,5,0
VCH_01364,85,7,0,1.0,4,0.5919,0.5079,0.364,1,0,0.81,1,0
VCH_01365,83,2,4,1.0,7,0.2608,0.9404,0.7612,0,1,1.58,1,0
VCH_01366,86,6,1,1.0,4,0.1436,0.8655,0.905,1,1,0.5,2,0
VCH_01367,78,18,0,1.0,11,0.6071,0.5098,0.3581,1,1,0.99,2,0
VCH_01368,81,7,1,1.0,2,0.8823,0.8598,0.424,0,1,1.48,3,0
VCH_01369,22,64,1,1.0,13,0.5739,0.6796,0.406,0,0,1.13,0,0
VCH_01370,18,78,1,1.0,0,0.7438,0.3634,0.7023,1,0,7.93,0,0
VCH_01371,50,34,1,1.0,5,0.8893,0.3049,0.6568,1,1,10.92,0,0
VCH_01372,47,46,4,1.0,4,0.7841,0.9208,0.4976,1,1,0.72,2,0
VCH_01373,74,11,2,0.2143,8,0.543,0.5689,0.792,1,0,2.01,1,0
VCH_01374,60,38,3,0.2143,9,0.5004,0.723,0.3284,1,0,0.5,1,0
VCH_01375,73,12,1,1.0,9,0.8886,0.729,0.9286,1,0,20.21,1,0
VCH_01376,89,4,0,1.0,0,0.6127,0.7276,0.591,1,0,1.7,2,0
VCH_01377,6,79,2,0.2143,1,0.7402,0.626,0.8959,1,1,4.34,0,0
VCH_01378,9,89,2,0.2143,5,0.4182,0.856,0.5518,1,0,5.33,2,0
VCH_01379,85,0,3,0.2143,13,0.7146,0.8296,0.9785,1,0,4.96,1,0
VCH_01380,57,31,0,1.0,1,0.4975,0.5248,0.7277,0,1,7.81,1,0
VCH_01381,1,92,2,0.2143,2,0.5636,0.8184,0.7864,1,1,0.5,2,0
VCH_01382,37,60,4,1.0,3,0.8168,0.9871,0.8996,1,0,4.66,0,0
VCH_01383,71,12,0,1.0,2,0.636,0.6974,0.6941,1,1,22.78,3,0
VCH_01384,9,74,0,1.0,3,0.723,0.5775,0.2338,0,1,16.61,2,0
VCH_01385,57,29,0,1.0,5,0.6977,0.6906,0.67,0,1,4.27,0,0
VCH_01386,15,82,0,1.0,12,0.3757,0.8548,0.9461,1,0,3.87,2,0
VCH_01387,15,70,2,0.2143,11,0.7495,0.663,0.5797,1,1,6.55,1,0
VCH_01388,15,71,4,1.0,11,0.7036,0.8935,0.3314,1,1,4.12,0,0
VCH_01389,43,41,2,0.2143,0,0.6097,0.9272,0.5746,1,0,0.5,4,0
VCH_01390,0,99,4,1.0,11,0.5999,0.6097,0.6615,0,0,0.5,3,0
VCH_01391,63,23,1,1.0,0,0.8068,0.8725,0.5,1,1,5.18,0,0
VCH_01392,5,79,0,1.0,0,0.887,0.6678,0.2791,0,1,6.95,6,0
VCH_01393,35,51,0,1.0,9,0.501,0.8138,0.7312,1,0,0.5,1,0
VCH_01394,82,8,2,0.2143,13,0.8238,0.5357,0.5302,0,0,3.63,3,0
VCH_01395,9,87,1,1.0,4,0.9319,0.6857,0.6855,1,0,4.18,1,0
VCH_01396,61,22,0,1.0,12,0.427,0.5293,0.2077,1,0,8.26,0,0
VCH_01397,51,32,4,1.0,13,0.8212,0.7926,0.4788,0,0,7.11,0,0
VCH_01398,33,66,2,0.2143,6,0.6574,0.8472,0.5688,0,0,6.49,1,0
VCH_01399,60,26,0,1.0,10,0.6957,0.4265,0.4596,0,1,0.5,2,0
VCH_01400,55,31,0,1.0,12,0.4726,0.6652,0.5921,1,1,1.67,2,0
VCH_01401,44,39,0,1.0,0,0.4932,0.7749,0.6267,1,1,0.5,2,0
VCH_01402,14,81,1,1.0,13,0.6443,0.6328,0.7398,1,1,7.33,3,0
VCH_01403,10,79,0,1.0,10,0.2357,0.6764,0.5983,1,0,12.72,2,0
VCH_01404,78,18,1,1.0,10,0.4658,0.6924,0.7311,1,0,2.91,3,0
VCH_01405,37,43,0,1.0,3,0.7244,0.6773,0.8181,1,1,0.5,2,0
VCH_01406,4,86,3,0.2143,0,0.669,0.8075,0.5946,1,1,1.46,5,0
VCH_01407,79,20,1,1.0,4,0.8307,0.8048,0.6426,1,0,1.31,3,0
VCH_01408,13,69,0,1.0,5,0.5334,0.5561,0.8933,1,0,5.33,4,0
VCH_01409,66,25,0,1.0,7,0.878,0.9821,0.7715,1,0,0.5,1,0
VCH_01410,73,7,0,1.0,4,0.8117,0.8097,0.3685,1,0,10.92,3,0
VCH_01411,75,11,2,0.2143,0,0.6681,0.7203,0.5388,1,0,0.5,0,0
VCH_01412,12,68,0,1.0,4,0.4104,0.8174,0.894,1,0,1.3,2,0
VCH_01413,57,39,1,1.0,13,0.6745,0.5758,0.6994,1,1,1.03,3,0
VCH_01414,58,34,1,1.0,10,0.724,0.5128,0.3931,1,0,18.66,3,0
VCH_01415,10,72,0,1.0,3,0.5124,0.8548,0.5307,0,1,0.5,1,0
VCH_01416,7,79,0,1.0,2,0.5754,0.9139,0.3917,0,0,8.58,1,0
VCH_01417,37,50,3,0.2143,8,0.3704,0.8173,0.4763,0,1,7.07,2,0
VCH_01418,71,9,0,1.0,1,0.7409,0.7963,0.2903,1,0,6.45,3,0
VCH_01419,42,52,2,0.2143,3,0.3655,0.7566,0.9782,1,0,9.14,4,0
VCH_01420,43,52,0,1.0,6,0.3628,0.4108,0.7746,1,0,7.57,2,0
VCH_01421,58,33,2,0.2143,4,0.6955,0.744,0.6714,0,1,10.0,2,0
VCH_01422,35,59,1,1.0,3,0.7031,0.6635,0.8957,1,0,17.07,2,0
VCH_01423,49,42,1,1.0,2,0.9319,0.9013,0.9479,1,1,5.53,2,0
VCH_01424,0,93,0,1.0,13,0.741,0.6184,0.5897,1,0,1.03,2,0
VCH_01425,19,64,2,0.2143,12,0.698,0.7878,0.8059,1,0,2.13,1,0
VCH_01426,51,47,1,1.0,10,0.8609,0.5487,0.4729,0,0,5.99,2,0
VCH_01427,15,83,0,1.0,0,0.5105,0.7061,0.817,1,1,4.21,1,0
VCH_01428,36,59,3,0.2143,4,0.3183,0.884,0.8723,1,1,6.32,3,0
VCH_01429,44,43,4,1.0,1,0.3717,0.5634,0.6526,0,0,5.47,1,0
VCH_01430,29,61,0,1.0,1,0.4332,0.7232,0.8129,1,1,1.09,2,0
VCH_01431,88,0,0,1.0,10,0.4301,0.8599,0.6504,0,0,7.23,4,0
VCH_01432,63,19,1,1.0,5,0.7168,0.7544,0.7421,1,1,14.6,1,0
VCH_01433,68,17,0,1.0,9,0.3712,0.7651,0.5489,0,1,5.86,1,0
VCH_01434,57,25,0,1.0,0,0.6455,0.5183,0.3851,0,1,2.3,1,0
VCH_01435,77,15,4,1.0,1,0.8161,0.5903,0.423,0,0,5.08,2,0
VCH_01436,84,12,0,1.0,4,0.5191,0.9092,0.7573,1,0,3.05,3,0
VCH_01437,22,75,0,1.0,2,0.5796,0.7446,0.4768,0,0,2.06,0,0
VCH_01438,24,72,1,1.0,3,0.3796,0.4539,0.7818,1,1,11.72,3,0
VCH_01439,13,69,0,1.0,0,0.5597,0.8316,0.2143,1,1,0.5,1,0
VCH_01440,86,4,4,1.0,4,0.729,0.4103,0.672,1,0,2.17,1,0
VCH_01441,60,31,0,1.0,0,0.3212,0.7825,0.4963,1,0,0.59,2,0
VCH_01442,54,27,1,1.0,5,0.8529,0.7292,0.5423,1,1,0.5,2,0
VCH_01443,72,9,3,0.2143,10,0.7013,0.8026,0.3813,0,1,1.78,3,0
VCH_01444,35,47,0,1.0,0,0.4731,0.4868,0.2564,1,0,0.5,2,0
VCH_01445,75,7,0,1.0,8,0.7351,0.7407,0.9405,1,1,7.17,1,0
VCH_01446,37,45,1,1.0,5,0.8606,0.8209,0.4809,1,0,4.16,3,0
VCH_01447,73,22,2,0.2143,10,0.6224,0.6884,0.8941,1,1,3.11,2,0
VCH_01448,79,6,0,1.0,5,0.4675,0.9037,0.8757,1,1,2.6,2,0
VCH_01449,13,70,2,0.2143,0,0.6846,0.4373,0.7511,0,0,3.49,2,0
VCH_01450,63,36,2,0.2143,3,0.3124,0.9343,0.555,0,0,10.35,3,0
VCH_01451,6,82,4,1.0,1,0.6851,0.7171,0.8204,1,1,3.89,4,0
VCH_01452,74,24,3,0.2143,3,0.5662,0.7761,0.706,1,0,3.63,0,0
VCH_01453,2,79,0,1.0,10,0.6392,0.8141,0.6169,0,1,3.74,1,0
VCH_01454,43,38,0,1.0,0,0.1773,0.8761,0.7121,1,0,2.26,4,0
VCH_01455,64,26,4,1.0,8,0.7498,0.5312,0.9025,1,0,5.52,3,0
VCH_01456,70,26,4,1.0,1,0.8212,0.7928,0.8333,1,0,10.46,3,0
VCH_01457,65,29,1,1.0,6,0.2825,0.5891,0.6761,1,0,8.33,3,0
VCH_01458,83,0,4,1.0,7,0.8416,0.7553,0.8441,1,1,1.73,1,0
VCH_01459,58,22,2,0.2143,1,0.5821,0.7691,0.7759,1,1,3.36,2,0
