voucher_id,days_since_issue,grant_type_encoded,amount_normalized,region_encoded,beneficiary_segment,day_of_week_issued,day_of_month_issued,is_payday_week,historical_avg_days_to_redeem,preferred_channel_encoded,nearby_agent_count,days_to_redeem,redemption_channel
VCH_01260,8,1,1.0,9,5,4,1,1,4.97,3,3,7,merchant_payment
VCH_01261,27,2,0.2143,11,0,6,2,1,4.71,1,4,8,cash_out
VCH_01262,12,2,0.2143,0,4,1,2,1,4.95,0,0,5,wallet
VCH_01263,43,0,1.0,12,2,4,3,1,1.49,0,1,12,wallet
VCH_01264,16,1,1.0,1,4,1,15,0,1.39,3,1,5,merchant_payment
VCH_01265,9,0,1.0,3,5,4,28,0,3.8,2,2,10,bank_transfer
VCH_01266,40,0,1.0,13,3,4,2,1,6.38,3,2,6,merchant_payment
VCH_01267,33,2,0.2143,4,3,0,2,1,9.61,3,5,9,merchant_payment
VCH_01268,24,3,0.2143,1,1,3,2,1,1.42,4,2,2,cash_at_till
VCH_01269,22,0,1.0,0,4,0,3,1,1.55,0,4,2,wallet
VCH_01270,57,2,0.2143,0,1,3,15,0,3.25,2,4,4,bank_transfer
VCH_01271,35,0,1.0,3,3,2,28,0,8.27,1,4,12,cash_out
VCH_01272,10,4,1.0,4,5,1,1,1,3.56,1,1,13,cash_out
VCH_01273,49,0,1.0,1,0,3,1,1,7.88,1,3,5,cash_out
VCH_01274,59,2,0.2143,1,2,4,1,1,24.22,2,1,15,bank_transfer
VCH_01275,0,2,0.2143,6,5,4,2,1,7.84,1,5,10,cash_out
VCH_01276,13,3,0.2143,0,2,6,30,0,1.15,3,5,4,merchant_payment
VCH_01277,18,4,1.0,0,3,3,1,1,5.79,0,2,5,wallet
VCH_01278,14,1,1.0,0,1,3,1,1,6.72,2,6,5,bank_transfer
VCH_01279,45,1,1.0,0,3,1,1,1,3.58,2,3,4,bank_transfer
VCH_01280,24,1,1.0,4,2,3,30,0,3.49,1,2,7,cash_out
VCH_01281,36,0,1.0,9,3,6,16,0,5.03,2,3,9,bank_transfer
VCH_01282,8,1,1.0,6,1,5,1,1,1.63,2,5,5,bank_transfer
VCH_01283,51,0,1.0,4,1,4,3,1,5.75,0,4,7,wallet
VCH_01284,20,1,1.0,3,3,4,28,0,5.71,2,3,8,bank_transfer
VCH_01285,15,1,1.0,12,5,6,28,0,2.18,2,3,7,bank_transfer
VCH_01286,35,0,1.0,0,0,1,29,0,1.31,0,4,3,wallet
VCH_01287,1,1,1.0,8,0,1,15,0,6.69,4,2,9,cash_at_till
VCH_01288,1,0,1.0,0,0,6,29,0,3.71,4,4,8,cash_at_till
VCH_01289,3,0,1.0,10,4,1,3,1,1.51,1,4,6,cash_out
VCH_01290,45,4,1.0,1,0,0,30,0,6.54,0,4,7,wallet
VCH_01291,39,4,1.0,3,3,5,29,0,3.96,3,2,8,merchant_payment
VCH_01292,39,1,1.0,13,1,6,1,1,9.36,4,2,8,cash_at_till
VCH_01293,55,0,1.0,12,5,0,1,1,4.53,1,7,7,cash_out
VCH_01294,19,4,1.0,9,0,3,3,1,5.46,1,3,11,cash_out
VCH_01295,36,0,1.0,6,4,5,29,0,8.25,4,2,10,cash_at_till
VCH_01296,44,0,1.0,0,0,3,29,0,11.67,3,2,9,merchant_payment
VCH_01297,0,0,1.0,5,3,4,16,0,7.48,4,0,9,cash_at_till
VCH_01298,10,4,1.0,6,0,0,1,1,3.38,0,0,6,wallet
VCH_01299,25,2,0.2143,12,3,5,29,0,3.53,3,4,8,merchant_payment
VCH_01300,47,1,1.0,3,3,0,1,1,2.11,3,6,8,merchant_payment
VCH_01301,35,2,0.2143,0,5,2,2,1,5.36,0,2,6,wallet
VCH_01302,30,2,0.2143,6,4,2,30,0,3.52,3,3,9,merchant_payment
VCH_01303,30,2,0.2143,4,2,4,29,0,3.26,0,1,7,wallet
VCH_01304,0,0,1.0,0,0,2,1,1,4.68,0,2,6,wallet
VCH_01305,40,0,1.0,0,1,1,1,1,2.09,1,3,4,cash_out
VCH_01306,12,4,1.0,2,4,3,2,1,1.0,2,3,2,bank_transfer
VCH_01307,35,0,1.0,10,2,0,28,0,5.69,1,1,12,cash_out
VCH_01308,28,0,1.0,6,0,2,2,1,10.36,0,3,10,wallet
VCH_01309,44,1,1.0,2,4,5,29,0,10.07,2,4,8,bank_transfer
VCH_01310,39,2,0.2143,3,2,1,30,0,3.11,0,2,13,wallet
VCH_01311,41,4,1.0,6,4,3,15,0,2.71,0,4,7,wallet
VCH_01312,34,2,0.2143,12,5,5,28,0,4.14,2,3,10,bank_transfer
VCH_01313,17,2,0.2143,5,5,3,1,1,6.65,0,5,7,wallet
VCH_01314,25,3,0.2143,3,5,5,15,0,1.52,2,0,10,bank_transfer
VCH_01315,45,2,0.2143,4,5,4,1,1,3.45,0,4,11,wallet
VCH_01316,45,4,1.0,4,2,0,16,0,2.24,0,3,9,wallet
VCH_01317,2,1,1.0,3,2,2,28,0,3.89,1,2,8,cash_out
VCH_01318,34,4,1.0,0,4,0,2,1,8.7,0,4,6,wallet
VCH_01319,43,1,1.0,4,5,0,30,0,2.07,1,4,6,cash_out
VCH_01320,33,4,1.0,13,1,6,15,0,8.58,0,1,13,wallet
VCH_01321,42,2,0.2143,11,3,0,28,0,2.76,2,4,14,bank_transfer
VCH_01322,48,2,0.2143,0,2,1,30,0,1.71,0,5,3,wallet
VCH_01323,6,0,1.0,0,2,6,1,1,6.07,1,3,6,cash_out
VCH_01324,58,2,0.2143,5,1,5,30,0,6.56,1,3,9,cash_out
VCH_01325,16,0,1.0,12,1,1,1,1,2.59,3,3,4,merchant_payment
VCH_01326,46,2,0.2143,1,0,4,29,0,12.95,0,3,10,wallet
VCH_01327,19,2,0.2143,1,2,5,30,0,6.88,1,5,6,cash_out
VCH_01328,42,0,1.0,11,1,6,1,1,11.71,0,6,14,wallet
VCH_01329,48,4,1.0,12,1,5,1,1,7.61,0,4,7,wallet
VCH_01330,8,0,1.0,4,3,1,1,1,3.4,0,2,9,wallet
VCH_01331,47,4,1.0,3,4,6,1,1,7.76,1,3,8,cash_out
VCH_01332,57,0,1.0,3,4,5,28,0,3.45,1,3,8,cash_out
VCH_01333,2,2,0.2143,4,4,4,29,0,14.11,2,1,13,bank_transfer
VCH_01334,43,0,1.0,9,4,3,2,1,13.98,0,4,13,wallet
VCH_01335,45,0,1.0,1,3,5,1,1,7.05,3,1,4,merchant_payment
VCH_01336,14,0,1.0,13,5,6,30,0,2.3,2,1,7,bank_transfer
VCH_01337,12,2,0.2143,5,1,0,1,1,3.06,3,1,8,merchant_payment
VCH_01338,55,3,0.2143,3,5,0,2,1,4.8,0,3,9,wallet
VCH_01339,47,4,1.0,0,2,0,16,0,2.76,3,1,12,merchant_payment
VCH_01340,46,0,1.0,4,5,5,2,1,7.69,0,0,10,wallet
VCH_01341,2,2,0.2143,2,0,6,2,1,2.4,3,2,3,merchant_payment
VCH_01342,17,2,0.2143,0,0,3,2,1,1.43,2,3,2,bank_transfer
VCH_01343,55,1,1.0,11,4,4,28,0,10.63,3,4,12,merchant_payment
VCH_01344,26,2,0.2143,9,1,0,1,1,8.3,0,5,8,wallet
VCH_01345,6,2,0.2143,0,4,5,1,1,3.39,3,4,2,merchant_payment
VCH_01346,18,2,0.2143,6,4,2,30,0,4.26,0,4,7,wallet
VCH_01347,45,1,1.0,13,0,0,3,1,5.82,0,3,6,wallet
VCH_01348,47,4,1.0,0,3,2,3,1,4.59,1,5,4,cash_out
VCH_01349,5,3,0.2143,12,1,6,29,0,3.55,1,4,7,cash_out
VCH_01350,56,3,0.2143,3,1,1,30,0,1.84,3,1,10,merchant_payment
VCH_01351,54,0,1.0,4,3,1,15,0,6.52,0,1,10,wallet
VCH_01352,48,2,0.2143,3,0,5,29,0,6.07,2,6,11,bank_transfer
VCH_01353,51,1,1.0,12,4,6,1,1,1.34,2,1,6,bank_transfer
VCH_01354,36,2,0.2143,12,2,0,29,0,31.95,1,2,29,cash_out
VCH_01355,19,1,1.0,3,2,2,1,1,2.58,0,0,5,wallet
VCH_01356,17,0,1.0,13,4,5,1,1,3.07,1,2,10,cash_out
VCH_01357,21,0,1.0,2,1,3,2,1,4.99,1,4,9,cash_out
VCH_01358,29,1,1.0,2,4,4,30,0,1.59,3,3,3,merchant_payment
VCH_01359,55,2,0.2143,12,4,2,16,0,5.72,0,3,12,wallet
VCH_01360,6,1,1.0,4,3,1,1,1,7.64,3,2,9,merchant_payment
VCH_01361,35,2,0.2143,3,0,4,28,0,5.31,2,2,8,bank_transfer
VCH_01362,33,1,1.0,0,5,1,15,0,7.0,1,3,7,cash_out
VCH_01363,48,4,1.0,0,1,4,1,1,1.96,3,3,5,merchant_payment
VCH_01364,19,2,0.2143,5,3,3,29,0,5.8,1,1,9,cash_out
VCH_01365,50,1,1.0,4,2,1,2,1,2.82,0,4,5,wallet
VCH_01366,15,3,0.2143,1,2,4,16,0,2.58,1,6,5,cash_out
VCH_01367,27,0,1.0,8,0,5,3,1,5.9,0,5,7,wallet
VCH_01368,9,3,0.2143,2,4,4,1,1,6.63,2,2,6,bank_transfer
VCH_01369,57,2,0.2143,10,5,6,30,0,2.73,3,2,7,merchant_payment
VCH_01370,12,2,0.2143,1,5,3,1,1,2.48,2,2,3,bank_transfer
VCH_01371,18,0,1.0,0,5,1,15,0,4.52,1,4,5,cash_out
VCH_01372,32,2,0.2143,6,3,3,2,1,10.5,4,0,9,cash_at_till
VCH_01373,3,4,1.0,3,3,3,1,1,3.18,3,5,4,merchant_payment
VCH_01374,52,0,1.0,2,3,3,2,1,4.8,1,4,4,cash_out
VCH_01375,39,1,1.0,0,2,2,16,0,2.34,2,8,4,bank_transfer
VCH_01376,22,2,0.2143,5,4,3,30,0,4.78,1,2,9,cash_out
VCH_01377,20,3,0.2143,9,1,4,30,0,6.31,4,4,13,cash_at_till
VCH_01378,40,0,1.0,0,0,3,15,0,6.23,3,6,6,merchant_payment
VCH_01379,47,2,0.2143,11,1,3,1,1,6.09,0,2,7,wallet
VCH_01380,3,2,0.2143,1,5,0,2,1,2.12,0,2,1,wallet
VCH_01381,32,1,1.0,3,4,4,30,0,5.07,0,3,9,wallet
VCH_01382,55,0,1.0,1,0,1,28,0,3.25,3,2,5,merchant_payment
VCH_01383,43,0,1.0,6,5,6,2,1,3.85,1,1,7,cash_out
VCH_01384,53,1,1.0,3,0,2,1,1,3.76,0,1,6,wallet
VCH_01385,57,1,1.0,7,5,0,1,1,8.64,0,2,9,wallet
VCH_01386,9,0,1.0,3,3,1,28,0,4.52,2,3,9,bank_transfer
VCH_01387,41,2,0.2143,7,3,6,3,1,4.2,2,4,6,bank_transfer
VCH_01388,42,0,1.0,7,0,2,30,0,2.41,1,4,6,cash_out
VCH_01389,44,3,0.2143,3,3,3,1,1,7.64,1,2,9,cash_out
VCH_01390,12,1,1.0,2,0,0,28,0,7.3,1,5,8,cash_out
VCH_01391,59,0,1.0,0,5,0,30,0,5.89,0,1,6,wallet
VCH_01392,33,2,0.2143,0,1,6,1,1,2.13,3,2,5,merchant_payment
VCH_01393,57,0,1.0,1,4,2,15,0,9.64,0,9,8,wallet
VCH_01394,6,0,1.0,4,4,4,2,1,1.32,0,3,8,wallet
VCH_01395,21,0,1.0,13,0,2,2,1,4.58,0,2,5,wallet
VCH_01396,17,0,1.0,12,1,4,2,1,3.02,0,5,5,wallet
VCH_01397,32,2,0.2143,3,0,6,28,0,7.89,0,3,10,wallet
VCH_01398,59,2,0.2143,4,4,2,3,1,2.4,1,4,4,cash_out
VCH_01399,15,1,1.0,13,1,2,1,1,2.86,1,3,8,cash_out
VCH_01400,48,0,1.0,0,4,1,1,1,5.61,4,2,4,cash_at_till
VCH_01401,12,0,1.0,1,3,5,30,0,1.12,3,1,5,merchant_payment
VCH_01402,52,2,0.2143,7,0,4,28,0,4.23,1,2,13,cash_out
VCH_01403,5,2,0.2143,1,5,1,1,1,7.52,1,1,5,cash_out
VCH_01404,31,0,1.0,2,1,4,2,1,3.0,1,6,2,cash_out
VCH_01405,33,4,1.0,3,4,4,30,0,3.53,0,3,8,wallet
VCH_01406,45,3,0.2143,3,1,4,2,1,3.96,1,2,5,cash_out
VCH_01407,3,4,1.0,5,0,5,3,1,3.08,0,3,5,wallet
VCH_01408,52,2,0.2143,12,4,2,30,0,3.66,1,2,7,cash_out
VCH_01409,58,3,0.2143,9,4,4,28,0,8.38,0,2,10,wallet
VCH_01410,43,4,1.0,4,5,4,1,1,2.66,1,6,6,cash_out
VCH_01411,37,2,0.2143,5,2,5,1,1,8.56,3,4,8,merchant_payment
VCH_01412,27,2,0.2143,1,5,4,28,0,3.09,0,6,7,wallet
VCH_01413,31,0,1.0,3,1,1,28,0,4.87,0,3,8,wallet
VCH_01414,27,0,1.0,9,2,2,16,0,7.71,4,4,11,cash_at_till
VCH_01415,55,0,1.0,10,5,3,15,0,3.05,3,3,8,merchant_payment
VCH_01416,13,2,0.2143,9,3,5,30,0,2.91,0,4,8,wallet
VCH_01417,7,3,0.2143,4,4,0,1,1,6.28,1,4,7,cash_out
VCH_01418,55,2,0.2143,2,4,2,1,1,2.28,1,5,2,cash_out
VCH_01419,47,2,0.2143,1,5,2,3,1,1.0,4,3,5,cash_at_till
VCH_01420,21,1,1.0,1,2,5,30,0,5.33,0,5,5,wallet
VCH_01421,19,0,1.0,2,2,4,30,0,8.73,0,4,9,wallet
VCH_01422,47,0,1.0,6,3,1,3,1,3.46,0,4,8,wallet
VCH_01423,34,0,1.0,1,5,1,29,0,12.23,2,3,9,bank_transfer
VCH_01424,14,0,1.0,13,0,5,30,0,5.07,3,4,9,merchant_payment
VCH_01425,5,2,0.2143,6,0,3,15,0,6.06,1,4,8,cash_out
VCH_01426,52,0,1.0,10,5,1,30,0,8.26,0,4,11,wallet
VCH_01427,52,4,1.0,4,5,2,28,0,1.78,3,1,6,merchant_payment
VCH_01428,7,3,0.2143,8,3,1,2,1,9.55,0,2,9,wallet
VCH_01429,1,1,1.0,1,5,3,1,1,3.79,1,4,10,cash_out
VCH_01430,1,0,1.0,7,0,2,1,1,7.61,4,1,8,cash_at_till
VCH_01431,41,1,1.0,2,0,2,28,0,4.78,2,7,9,bank_transfer
VCH_01432,7,0,1.0,6,0,3,1,1,3.79,3,4,5,merchant_payment
VCH_01433,2,0,1.0,0,0,4,3,1,5.44,0,3,3,wallet
VCH_01434,21,1,1.0,12,3,2,2,1,2.59,1,4,6,cash_out
VCH_01435,34,2,0.2143,2,1,3,2,1,5.41,1,4,6,cash_out
VCH_01436,57,2,0.2143,5,5,6,1,1,6.05,0,2,10,wallet
VCH_01437,25,0,1.0,0,0,6,3,1,7.13,3,1,4,merchant_payment
VCH_01438,17,2,0.2143,12,5,6,1,1,4.03,1,2,7,cash_out
VCH_01439,8,2,0.2143,4,2,0,2,1,4.34,0,4,9,wallet
VCH_01440,1,0,1.0,2,2,0,28,0,6.2,0,5,6,wallet
VCH_01441,51,1,1.0,0,4,5,1,1,3.38,1,1,2,cash_out
VCH_01442,47,2,0.2143,10,0,4,15,0,2.92,1,3,12,cash_out
VCH_01443,50,1,1.0,6,4,1,28,0,1.43,1,1,8,cash_out
VCH_01444,19,0,1.0,1,1,3,1,1,4.76,4,2,3,cash_at_till
VCH_01445,14,2,0.2143,10,3,4,1,1,6.61,0,7,13,wallet
VCH_01446,1,1,1.0,7,3,4,1,1,5.23,3,0,6,merchant_payment
VCH_01447,22,2,0.2143,8,4,6,1,1,5.77,2,2,6,bank_transfer
VCH_01448,57,4,1.0,0,2,2,15,0,3.62,0,5,5,wallet
VCH_01449,47,0,1.0,6,1,1,1,1,2.86,1,3,7,cash_out
VCH_01450,47,3,0.2143,5,4,2,1,1,3.88,1,6,6,cash_out
VCH_01451,14,0,1.0,0,1,3,1,1,6.83,3,6,9,merchant_payment
VCH_01452,4,1,1.0,5,0,3,29,0,4.25,4,4,18,cash_at_till
VCH_01453,39,0,1.0,0,4,4,28,0,3.15,2,2,5,bank_transfer
VCH_01454,11,0,1.0,11,0,5,29,0,2.96,2,7,8,bank_transfer
VCH_01455,4,2,0.2143,0,4,3,3,1,4.56,0,3,4,wallet
VCH_01456,27,0,1.0,0,0,5,28,0,4.81,1,4,7,cash_out
VCH_01457,33,2,0.2143,0,0,2,3,1,5.04,2,2,4,bank_transfer
VCH_01458,53,0,1.0,0,4,2,1,1,5.7,1,2,3,cash_out
VCH_01459,2,1,1.0,2,1,3,1,1,2.0,3,0,2,merchant_payment
VCH_01460,50,0,1.0,2,2,2,15,0,3.22,2,5,4,bank_transfer
VCH_01461,6,0,1.0,1,0,3,28,0,4.43,0,1,5,wallet
VCH_01462,7,2,0.2143,1,4,4,1,1,3.59,0,4,5,wallet
VCH_01463,28,4,1.0,3,4,5,15,0,4.41,0,2,8,wallet
VCH_01464,0,0,1.0,0,1,3,3,1,5.12,1,3,4,cash_out
VCH_01465,7,1,1.0,12,0,2,3,1,2.53,2,4,6,bank_transfer
VCH_01466,50,2,0.2143,13,4,0,1,1,5.97,2,1,12,bank_transfer
VCH_01467,5,2,0.2143,0,5,6,29,0,2.02,3,5,4,merchant_payment
VCH_01468,23,2,0.2143,7,3,5,16,0,2.72,2,1,11,bank_transfer
VCH_01469,1,0,1.0,3,1,0,1,1,8.51,1,2,10,cash_out
VCH_01470,3,4,1.0,6,4,4,1,1,3.38,1,8,6,cash_out
VCH_01471,48,1,1.0,5,0,6,1,1,4.19,1,2,6,cash_out
VCH_01472,13,4,1.0,9,1,6,2,1,1.5,2,5,4,bank_transfer
VCH_01473,39,2,0.2143,6,3,5,1,1,8.79,2,3,10,bank_transfer
VCH_01474,6,0,1.0,2,0,3,30,0,5.98,1,3,6,cash_out
VCH_01475,33,4,1.0,9,0,3,1,1,8.14,0,3,8,wallet
VCH_01476,16,0,1.0,12,2,0,1,1,7.86,2,6,8,bank_transfer
VCH_01477,18,2,0.2143,5,1,2,29,0,6.18,0,5,8,wallet
VCH_01478,29,0,1.0,9,0,6,2,1,5.59,1,0,7,cash_out
VCH_01479,18,2,0.2143,1,1,6,3,1,4.5,3,3,6,merchant_payment
VCH_01480,26,1,1.0,3,3,4,1,1,2.42,0,3,5,wallet
VCH_01481,37,3,0.2143,8,5,5,30,0,1.09,1,1,14,cash_out
VCH_01482,55,3,0.2143,13,2,2,3,1,3.61,3,5,5,merchant_payment
VCH_01483,4,1,1.0,2,4,5,1,1,2.48,1,3,3,cash_out
VCH_01484,46,3,0.2143,3,3,1,28,0,3.51,1,2,7,cash_out
VCH_01485,56,4,1.0,2,3,6,29,0,2.52,4,1,9,cash_at_till
VCH_01486,34,1,1.0,2,0,1,1,1,7.64,1,3,4,cash_out
VCH_01487,57,0,1.0,2,3,0,1,1,6.47,1,4,4,cash_out
VCH_01488,4,0,1.0,5,1,1,16,0,3.13,3,2,6,merchant_payment
VCH_01489,45,1,1.0,0,0,0,2,1,10.44,0,6,10,wallet
VCH_01490,31,0,1.0,4,1,2,28,0,9.7,2,5,11,bank_transfer
VCH_01491,45,2,0.2143,0,3,2,16,0,7.74,0,1,8,wallet
VCH_01492,6,2,0.2143,5,0,6,15,0,3.36,2,3,13,bank_transfer
VCH_01493,7,4,1.0,2,5,6,2,1,2.05,0,3,2,wallet
VCH_01494,5,0,1.0,3,0,1,16,0,6.24,0,2,9,wallet
VCH_01495,53,2,0.2143,8,1,4,29,0,1.78,3,2,6,merchant_payment
VCH_01496,18,1,1.0,5,0,2,3,1,10.21,4,1,15,cash_at_till
VCH_01497,52,1,1.0,0,1,3,15,0,3.87,4,2,7,cash_at_till
VCH_01498,43,0,1.0,2,3,6,28,0,2.42,0,4,3,wallet
VCH_01499,4,3,0.2143,4,0,3,2,1,5.81,3,5,8,merchant_payment
VCH_01500,38,0,1.0,12,1,0,2,1,6.02,3,0,10,merchant_payment
VCH_01501,17,4,1.0,0,0,5,2,1,14.56,1,1,10,cash_out
VCH_01502,3,2,0.2143,1,3,0,1,1,6.26,2,1,5,bank_transfer
VCH_01503,54,3,0.2143,9,5,5,3,1,13.29,3,2,12,merchant_payment
VCH_01504,20,0,1.0,0,0,2,15,0,9.27,3,7,8,merchant_payment
VCH_01505,36,0,1.0,0,0,5,30,0,6.02,1,2,5,cash_out
VCH_01506,42,3,0.2143,0,3,2,28,0,4.24,1,3,4,cash_out
VCH_01507,20,1,1.0,12,2,5,2,1,3.91,1,1,6,cash_out
VCH_01508,56,0,1.0,1,1,6,1,1,3.6,3,3,5,merchant_payment
VCH_01509,41,1,1.0,1,2,3,1,1,3.38,0,1,2,wallet
VCH_01510,29,1,1.0,5,2,0,2,1,3.33,0,5,8,wallet
VCH_01511,54,0,1.0,10,2,5,15,0,3.27,1,3,7,cash_out
VCH_01512,3,3,0.2143,9,3,2,1,1,6.2,1,6,9,cash_out
VCH_01513,49,0,1.0,3,4,3,1,1,12.3,0,6,13,wallet
VCH_01514,43,2,0.2143,6,0,3,2,1,3.97,3,1,8,merchant_payment
VCH_01515,3,3,0.2143,0,0,0,1,1,4.98,1,3,3,cash_out
VCH_01516,25,0,1.0,12,1,0,30,0,8.58,3,5,10,merchant_payment
VCH_01517,5,4,1.0,1,3,6,1,1,6.78,0,6,5,wallet
VCH_01518,15,2,0.2143,3,2,5,1,1,7.66,2,5,7,bank_transfer
VCH_01519,39,2,0.2143,9,3,1,2,1,3.42,4,3,6,cash_at_till
VCH_01520,57,2,0.2143,2,3,2,1,1,3.39,4,8,2,cash_at_till
VCH_01521,9,3,0.2143,1,5,3,1,1,7.07,1,2,7,cash_out
VCH_01522,11,2,0.2143,0,5,4,1,1,6.03,1,2,5,cash_out
VCH_01523,43,1,1.0,13,2,0,28,0,2.83,4,5,10,cash_at_till
VCH_01524,10,4,1.0,2,0,2,1,1,13.21,3,1,9,merchant_payment
VCH_01525,51,0,1.0,13,3,4,1,1,6.01,0,2,7,wallet
VCH_01526,41,1,1.0,6,4,2,30,0,3.59,0,3,10,wallet
VCH_01527,37,1,1.0,1,5,0,30,0,6.18,3,4,6,merchant_payment
VCH_01528,38,0,1.0,1,5,4,29,0,5.01,4,2,6,cash_at_till
VCH_01529,19,4,1.0,0,0,5,3,1,7.83,3,3,8,merchant_payment
VCH_01530,40,2,0.2143,1,3,0,1,1,6.69,1,6,6,cash_out
VCH_01531,41,0,1.0,0,0,3,30,0,1.82,0,3,6,wallet
VCH_01532,1,1,1.0,7,2,6,30,0,1.65,4,6,6,cash_at_till
VCH_01533,25,2,0.2143,12,1,0,2,1,5.8,0,5,8,wallet
VCH_01534,33,0,1.0,7,0,4,15,0,6.47,3,3,9,merchant_payment
VCH_01535,6,0,1.0,2,1,3,28,0,7.64,0,2,10,wallet
VCH_01536,11,0,1.0,9,2,4,15,0,6.82,0,2,10,wallet
VCH_01537,53,1,1.0,13,5,4,3,1,4.95,1,4,7,cash_out
VCH_01538,41,1,1.0,10,4,4,3,1,2.66,3,3,7,merchant_payment
VCH_01539,51,2,0.2143,0,0,3,16,0,4.26,0,4,5,wallet
VCH_01540,52,0,1.0,8,4,2,3,1,5.17,1,4,6,cash_out
VCH_01541,28,0,1.0,4,0,3,1,1,6.2,2,1,8,bank_transfer
VCH_01542,55,1,1.0,13,2,6,3,1,9.73,4,2,9,cash_at_till
VCH_01543,6,2,0.2143,10,4,4,3,1,9.31,3,2,10,merchant_payment
VCH_01544,37,0,1.0,5,2,4,30,0,2.8,0,0,8,wallet
VCH_01545,5,3,0.2143,1,3,2,15,0,2.84,3,2,4,merchant_payment
VCH_01546,1,2,0.2143,12,0,3,30,0,1.75,1,2,6,cash_out
VCH_01547,4,2,0.2143,2,4,0,1,1,7.29,0,3,4,wallet
VCH_01548,7,4,1.0,3,3,3,15,0,2.46,0,1,8,wallet
VCH_01549,12,0,1.0,5,0,4,15,0,3.46,1,4,13,cash_out
VCH_01550,59,1,1.0,0,3,5,15,0,1.16,1,7,3,cash_out
VCH_01551,58,2,0.2143,0,4,0,1,1,3.35,3,0,3,merchant_payment
VCH_01552,7,3,0.2143,1,1,3,1,1,5.44,4,1,4,cash_at_till
VCH_01553,13,1,1.0,11,1,6,15,0,1.64,1,3,11,cash_out
VCH_01554,44,2,0.2143,13,2,5,29,0,2.48,0,2,11,wallet
VCH_01555,53,0,1.0,0,5,1,1,1,11.77,0,4,9,wallet
VCH_01556,19,3,0.2143,3,3,4,30,0,4.57,0,2,8,wallet
VCH_01557,55,2,0.2143,2,4,0,1,1,2.37,0,4,1,wallet
VCH_01558,58,0,1.0,1,5,6,2,1,6.56,1,3,5,cash_out
VCH_01559,8,2,0.2143,13,1,6,28,0,7.14,1,1,9,cash_out
VCH_01560,28,2,0.2143,1,5,5,15,0,10.27,0,5,8,wallet
VCH_01561,40,3,0.2143,13,0,5,1,1,7.43,1,2,7,cash_out
VCH_01562,33,0,1.0,13,0,6,29,0,5.18,1,2,13,cash_out
VCH_01563,14,0,1.0,8,5,1,1,1,1.75,4,3,4,cash_at_till
VCH_01564,48,3,0.2143,1,0,5,3,1,2.82,1,2,5,cash_out
VCH_01565,5,3,0.2143,13,4,2,1,1,7.16,0,3,7,wallet
VCH_01566,1,2,0.2143,13,4,5,1,1,6.95,0,3,14,wallet
VCH_01567,2,3,0.2143,11,2,1,1,1,3.97,0,1,8,wallet
VCH_01568,58,4,1.0,6,3,1,2,1,2.85,0,3,7,wallet
VCH_01569,21,0,1.0,1,1,0,30,0,1.63,1,4,3,cash_out
VCH_01570,12,4,1.0,0,0,2,28,0,5.2,0,5,5,wallet
VCH_01571,37,2,0.2143,6,1,0,28,0,5.01,0,2,8,wallet
VCH_01572,57,3,0.2143,0,1,2,28,0,2.32,1,2,3,cash_out
VCH_01573,5,0,1.0,3,2,1,30,0,6.34,1,1,9,cash_out
VCH_01574,57,0,1.0,6,4,3,16,0,4.41,3,0,8,merchant_payment
VCH_01575,0,0,1.0,0,3,3,1,1,12.48,1,3,8,cash_out
VCH_01576,2,2,0.2143,6,3,0,3,1,1.89,0,2,6,wallet
VCH_01577,53,2,0.2143,5,4,0,3,1,3.91,2,2,5,bank_transfer
VCH_01578,44,2,0.2143,10,5,2,28,0,2.0,0,4,7,wallet
VCH_01579,28,1,1.0,0,0,1,29,0,6.44,1,1,7,cash_out
VCH_01580,13,0,1.0,8,5,3,3,1,5.98,1,3,9,cash_out
VCH_01581,42,0,1.0,9,1,3,1,1,7.39,0,5,13,wallet
VCH_01582,26,0,1.0,2,2,2,15,0,4.03,3,3,4,merchant_payment
VCH_01583,11,0,1.0,0,5,5,1,1,7.5,1,6,8,cash_out
VCH_01584,33,2,0.2143,0,4,5,1,1,3.03,0,3,5,wallet
VCH_01585,34,0,1.0,3,2,4,16,0,4.28,1,4,8,cash_out
VCH_01586,36,2,0.2143,6,1,2,2,1,6.44,1,1,8,cash_out
VCH_01587,30,2,0.2143,9,3,1,1,1,4.37,1,3,5,cash_out
VCH_01588,10,0,1.0,12,1,6,1,1,3.85,3,3,6,merchant_payment
VCH_01589,19,0,1.0,2,3,3,30,0,3.92,1,1,6,cash_out
VCH_01590,44,2,0.2143,13,2,2,15,0,4.23,2,3,8,bank_transfer
VCH_01591,58,2,0.2143,13,5,2,3,1,2.56,2,2,9,bank_transfer
VCH_01592,25,1,1.0,5,0,0,28,0,13.95,1,5,13,cash_out
VCH_01593,26,0,1.0,0,4,6,29,0,2.39,2,5,3,bank_transfer
VCH_01594,50,0,1.0,3,5,3,28,0,4.54,0,2,11,wallet
VCH_01595,51,0,1.0,3,5,4,15,0,4.18,3,3,10,merchant_payment
VCH_01596,3,2,0.2143,11,4,1,15,0,11.43,1,1,12,cash_out
VCH_01597,37,1,1.0,8,4,1,1,1,2.21,3,2,5,merchant_payment
VCH_01598,55,0,1.0,0,2,5,15,0,3.6,1,6,4,cash_out
