user_id,has_used_send_money,has_used_bill_pay,has_used_savings,has_used_groups,has_used_qr_pay,has_used_ussd,has_used_cashback,session_count_30d,avg_session_duration_min,channel_diversity,features_used_count,onboarding_stage,days_since_first_use,tx_count_30d,adoption_tier
USR_00945,1,1,0,0,0,0,0,5,2.33,1,2,2,43,7,Basic
USR_00946,1,0,0,0,0,0,0,5,1.08,1,1,2,279,4,Basic
USR_00947,1,0,0,0,1,1,0,12,3.35,3,3,3,176,8,Active
USR_00948,1,0,0,0,0,1,1,16,5.42,3,3,3,205,11,Power
USR_00949,0,0,0,0,1,0,0,20,8.61,1,1,4,442,16,Power
USR_00950,1,0,1,1,0,1,0,15,3.84,3,4,3,91,8,Power
USR_00951,1,0,1,1,0,0,1,21,5.8,2,4,4,385,12,Power
USR_00952,1,1,0,1,0,0,1,12,3.26,2,4,3,210,11,Active
USR_00953,0,0,0,0,1,0,0,9,4.54,1,1,3,491,8,Active
USR_00954,0,0,0,0,1,1,0,7,9.33,2,2,2,156,5,Active
USR_00955,0,0,0,0,1,0,0,7,2.49,1,1,2,384,5,Basic
USR_00956,0,0,0,0,0,1,1,12,5.3,2,2,3,476,14,Active
USR_00957,1,1,0,1,1,1,1,26,7.35,3,6,4,250,17,Champion
USR_00958,1,0,0,1,1,1,0,13,3.44,3,4,3,253,8,Power
USR_00959,0,0,1,0,1,1,0,12,4.01,3,3,3,298,8,Active
USR_00960,1,0,0,0,0,0,1,16,4.63,1,2,4,342,14,Power
USR_00961,0,1,0,0,0,0,1,13,3.83,1,2,3,139,7,Active
USR_00962,1,0,1,1,0,0,0,10,3.78,2,3,3,108,7,Active
USR_00963,0,0,1,0,0,0,0,14,4.09,1,1,3,89,12,Active
USR_00964,1,0,0,0,0,0,1,11,4.26,1,2,3,425,11,Active
USR_00965,0,0,1,1,0,0,0,11,4.24,1,2,3,428,7,Active
USR_00966,0,0,0,0,0,1,1,17,6.92,2,2,4,354,12,Power
USR_00967,1,1,0,0,0,0,0,4,2.16,1,2,2,75,3,Basic
USR_00968,0,0,0,1,0,1,0,16,6.27,2,2,4,175,14,Power
USR_00969,1,0,1,0,0,0,0,6,2.4,1,2,2,415,5,Basic
USR_00970,0,0,0,0,1,0,1,26,7.69,1,2,4,134,20,Power
USR_00971,1,1,0,0,0,0,1,24,8.82,2,3,4,340,17,Champion
USR_00972,1,0,1,0,0,0,0,23,8.5,1,2,4,350,13,Power
USR_00973,1,1,1,0,0,0,0,7,3.28,2,3,3,414,6,Active
USR_00974,0,0,1,0,1,0,0,11,5.16,1,2,3,219,8,Active
USR_00975,0,0,0,0,0,0,1,6,3.82,1,1,2,329,5,Basic
USR_00976,0,0,0,0,1,0,0,7,3.64,1,1,3,161,4,Basic
USR_00977,1,1,1,0,0,1,0,25,7.73,3,4,4,87,13,Champion
USR_00978,0,0,0,1,0,0,1,6,2.17,1,2,2,444,5,Basic
USR_00979,0,0,1,0,0,0,0,8,2.86,1,1,3,422,7,Active
USR_00980,0,0,1,0,0,1,0,11,6.67,2,2,3,291,7,Active
USR_00981,1,1,1,0,0,0,0,14,4.84,2,3,3,104,10,Active
USR_00982,0,1,0,0,1,1,0,12,4.59,3,3,3,196,7,Active
USR_00983,1,0,0,0,1,1,0,16,5.67,3,3,4,203,15,Power
USR_00984,0,1,0,0,0,0,0,9,2.33,1,1,3,259,5,Basic
USR_00985,1,1,1,0,1,0,1,26,6.09,2,5,4,355,19,Champion
USR_00986,1,1,0,0,0,1,1,15,5.4,3,4,3,388,13,Power
USR_00987,1,0,1,0,0,0,0,8,3.03,1,2,3,481,6,Active
USR_00988,0,0,0,0,0,0,0,4,1.81,1,0,2,341,4,Basic
USR_00989,1,0,0,1,0,0,0,13,4.44,1,2,3,113,7,Active
USR_00990,1,0,0,0,1,1,0,15,3.7,3,3,3,174,9,Power
USR_00991,1,0,1,0,1,0,1,15,6.66,2,4,4,90,12,Power
USR_00992,0,0,0,0,0,0,1,23,7.22,1,1,4,331,14,Power
USR_00993,1,1,1,0,0,0,0,13,4.32,2,3,3,128,10,Active
USR_00994,0,0,0,0,0,0,0,3,4.63,1,0,2,456,2,Basic
USR_00995,1,0,0,0,0,0,0,8,7.72,1,1,3,234,8,Active
USR_00996,0,0,0,1,0,0,0,11,5.14,1,1,3,370,6,Active
USR_00997,0,1,0,1,0,1,0,7,3.65,3,3,3,68,7,Active
USR_00998,1,0,0,0,0,0,0,12,3.77,1,1,3,36,8,Active
USR_00999,0,0,0,0,0,1,1,12,4.18,2,2,3,367,9,Active
USR_01000,1,0,1,0,1,1,0,26,7.12,3,4,4,46,16,Champion
USR_01001,1,1,0,1,0,0,0,19,5.81,2,3,4,64,11,Power
USR_01002,1,1,1,0,1,0,1,20,6.25,2,5,4,190,18,Champion
USR_01003,1,0,0,0,1,0,1,26,7.01,2,3,4,165,19,Champion
USR_01004,0,1,0,0,0,0,0,19,4.38,1,1,4,291,11,Active
USR_01005,1,0,0,0,0,1,0,12,9.02,2,2,3,335,7,Active
USR_01006,1,0,1,0,0,0,0,13,4.26,1,2,3,429,9,Active
USR_01007,1,0,0,1,1,1,1,21,10.68,3,5,4,27,13,Champion
USR_01008,0,1,0,0,0,0,0,19,5.63,1,1,4,26,13,Power
USR_01009,1,0,0,0,0,1,0,15,3.3,2,2,3,416,8,Active
USR_01010,0,1,0,0,0,0,0,18,4.8,1,1,4,275,17,Power
USR_01011,1,0,1,0,0,1,0,23,6.27,3,3,4,289,13,Power
USR_01012,1,0,0,1,1,0,0,22,5.35,2,3,4,293,14,Power
USR_01013,1,1,0,0,0,0,0,15,2.86,1,2,3,14,10,Active
USR_01014,1,0,0,0,0,0,1,18,4.53,1,2,4,398,12,Power
USR_01015,0,0,0,0,0,0,1,16,4.94,1,1,3,78,12,Active
USR_01016,1,0,0,0,1,0,0,11,4.83,1,2,3,38,7,Active
USR_01017,1,0,0,0,0,0,0,17,4.37,1,1,3,74,11,Active
USR_01018,0,0,0,0,0,0,0,7,3.95,1,0,3,474,6,Basic
USR_01019,0,0,0,0,1,0,0,7,2.82,1,1,2,456,4,Basic
USR_01020,0,0,0,1,0,0,0,13,3.38,1,1,3,174,8,Active
USR_01021,0,1,0,1,0,0,0,6,3.88,1,2,3,218,6,Active
USR_01022,0,1,0,1,0,0,0,23,9.37,1,2,4,29,14,Power
USR_01023,1,0,1,0,0,0,0,18,6.54,1,2,4,75,13,Power
USR_01024,1,1,0,0,0,0,0,9,8.78,1,2,3,348,6,Active
USR_01025,0,0,0,1,0,0,0,8,2.4,1,1,3,498,6,Basic
USR_01026,1,1,1,1,0,1,0,23,6.59,3,5,4,79,15,Champion
USR_01027,1,0,0,1,0,0,1,9,2.52,2,3,3,472,6,Active
USR_01028,0,0,1,0,0,0,0,16,3.79,1,1,3,446,9,Active
USR_01029,0,0,0,0,0,1,1,11,5.41,2,2,3,283,7,Active
USR_01030,0,0,0,0,0,0,0,12,7.95,1,0,3,261,8,Active
USR_01031,0,0,0,0,0,0,0,12,5.69,1,0,3,74,6,Active
USR_01032,0,1,1,0,1,1,1,28,8.55,3,5,4,465,20,Champion
USR_01033,0,0,0,0,0,1,1,9,2.44,2,2,3,277,6,Active
USR_01034,0,0,0,0,1,1,1,8,1.65,3,3,2,459,5,Active
USR_01035,1,1,1,0,0,0,0,24,6.54,2,3,4,427,17,Power
USR_01036,1,0,0,0,0,0,0,6,4.85,1,1,2,378,3,Basic
USR_01037,1,0,0,1,0,0,1,19,6.39,2,3,4,407,13,Power
USR_01038,1,0,1,0,0,0,1,21,6.89,2,3,4,402,11,Power
USR_01039,1,1,0,0,0,1,0,21,7.02,3,3,4,39,14,Power
USR_01040,0,1,0,0,1,1,1,12,4.14,3,4,3,66,7,Active
USR_01041,0,0,0,0,0,1,0,9,6.98,2,1,3,361,4,Active
USR_01042,0,0,1,0,0,1,0,8,6.01,2,2,3,348,5,Active
USR_01043,0,0,0,0,0,1,0,8,1.78,2,1,2,393,6,Basic
USR_01044,1,1,0,1,0,0,0,28,12.12,2,3,4,499,19,Champion
USR_01045,0,0,0,1,0,0,0,14,4.01,1,1,3,440,11,Active
USR_01046,0,0,0,1,0,0,0,9,2.53,1,1,3,50,10,Active
USR_01047,1,1,1,0,1,0,1,19,5.31,2,5,4,95,13,Power
USR_01048,1,0,0,0,1,0,1,12,3.7,2,3,3,30,12,Active
USR_01049,0,0,0,1,0,0,0,16,7.5,1,1,4,382,11,Active
USR_01050,1,0,0,0,0,0,0,9,1.99,1,1,2,83,8,Basic
USR_01051,1,0,1,1,1,0,0,22,7.33,2,4,4,263,15,Power
USR_01052,1,0,0,0,0,1,0,23,7.58,2,2,4,161,17,Power
USR_01053,0,0,0,1,0,0,1,16,5.79,1,2,4,152,10,Active
USR_01054,0,0,0,0,0,0,0,6,2.88,1,0,2,63,3,Basic
USR_01055,1,1,0,1,0,0,1,23,8.83,2,4,4,133,15,Champion
USR_01056,0,0,0,0,0,1,0,11,6.59,2,1,3,212,9,Active
USR_01057,1,1,0,1,0,0,1,14,4.33,2,4,3,316,12,Power
USR_01058,0,1,1,0,0,0,1,5,2.0,2,3,2,327,5,Active
USR_01059,1,0,0,0,1,1,0,13,3.98,3,3,3,325,8,Active
USR_01060,0,0,1,1,0,0,0,16,3.73,1,2,3,359,11,Active
USR_01061,0,0,0,0,1,0,0,9,6.99,1,1,3,54,8,Active
USR_01062,1,0,0,0,0,0,0,7,1.48,1,1,2,442,6,Basic
USR_01063,1,1,0,0,1,1,0,22,13.43,3,4,4,191,14,Champion
USR_01064,1,1,1,0,0,0,1,9,6.0,2,4,3,146,5,Active
USR_01065,0,1,1,1,0,0,0,18,4.42,2,3,4,480,10,Power
USR_01066,0,0,0,1,1,1,0,13,3.08,3,3,3,24,8,Active
USR_01067,0,1,1,0,0,0,0,17,4.54,1,2,4,19,12,Power
USR_01068,1,1,0,0,0,0,0,7,1.61,1,2,2,56,4,Basic
USR_01069,0,0,1,0,1,0,1,8,2.19,2,3,2,74,5,Active
USR_01070,1,1,1,0,0,1,0,26,6.72,3,4,4,241,17,Champion
USR_01071,1,0,0,0,0,1,0,21,4.94,2,2,4,477,12,Power
USR_01072,1,0,1,0,0,1,0,15,5.93,3,3,3,426,9,Power
USR_01073,1,1,1,0,0,1,1,29,8.55,3,5,4,422,19,Champion
USR_01074,0,0,0,0,1,0,1,13,4.72,1,2,3,265,10,Active
USR_01075,1,0,0,0,0,1,0,8,2.32,2,2,2,451,5,Active
USR_01076,0,1,1,0,0,0,1,22,5.9,2,3,4,159,13,Power
USR_01077,0,1,0,0,0,0,0,5,1.83,1,1,2,79,5,Basic
USR_01078,1,1,0,1,0,1,1,23,9.04,3,5,4,29,16,Champion
USR_01079,0,1,1,0,0,1,0,7,4.74,3,3,3,417,5,Active
USR_01080,1,0,0,0,0,0,1,5,2.05,1,2,2,220,8,Basic
USR_01081,1,1,1,0,1,0,0,13,3.67,2,4,3,82,12,Power
USR_01082,1,1,1,0,0,1,1,17,4.6,3,5,4,334,13,Power
USR_01083,1,1,0,1,0,1,1,28,7.61,3,5,4,498,19,Champion
USR_01084,1,0,0,1,0,0,0,13,6.26,1,2,3,172,11,Active
USR_01085,1,1,1,1,0,0,0,21,5.97,2,4,4,229,19,Champion
USR_01086,0,1,1,0,0,1,0,25,6.78,3,3,4,65,17,Champion
USR_01087,0,1,0,0,0,0,0,4,3.16,1,1,2,282,3,Basic
USR_01088,0,1,1,0,1,1,0,16,8.4,3,4,4,103,12,Power
USR_01089,1,1,0,0,0,0,1,24,6.39,2,3,4,272,15,Power
USR_01090,1,0,1,0,0,0,1,11,3.11,2,3,3,347,7,Active
USR_01091,1,0,1,1,1,0,1,15,7.19,2,5,4,28,10,Power
USR_01092,0,0,0,0,1,1,1,12,3.99,3,3,3,426,8,Active
USR_01093,1,0,0,1,0,0,0,17,7.63,1,2,4,24,12,Power
USR_01094,0,1,0,0,1,1,1,17,4.11,3,4,3,159,14,Power
USR_01095,1,1,0,0,0,0,0,8,3.99,1,2,3,349,5,Active
USR_01096,0,0,0,0,0,0,0,8,4.12,1,0,3,473,6,Basic
USR_01097,1,1,0,0,1,0,0,19,4.8,2,3,4,398,13,Power
USR_01098,1,0,0,1,1,0,1,15,4.44,2,4,3,331,11,Power
USR_01099,0,0,1,0,1,1,1,12,3.16,3,4,3,141,12,Power
USR_01100,1,0,0,0,0,0,0,13,4.51,1,1,3,269,9,Active
USR_01101,1,1,1,0,0,0,1,18,7.47,2,4,4,169,12,Power
USR_01102,1,0,0,1,1,0,1,15,7.22,2,4,3,411,12,Power
USR_01103,1,1,0,0,0,0,1,18,12.08,2,3,4,461,12,Power
USR_01104,1,0,0,0,0,1,0,6,2.37,2,2,2,64,4,Basic
USR_01105,1,0,0,0,0,0,0,15,4.08,1,1,3,93,12,Active
USR_01106,1,1,0,1,0,1,1,25,12.74,3,5,4,160,17,Champion
USR_01107,0,1,0,0,0,1,0,6,3.22,2,2,2,300,4,Basic
USR_01108,0,0,0,0,0,1,0,9,4.33,2,1,3,298,6,Active
USR_01109,0,1,0,0,1,0,0,11,9.43,1,2,3,296,8,Active
USR_01110,0,0,0,0,1,0,0,11,14.75,1,1,3,465,6,Active
USR_01111,1,0,1,0,0,1,0,8,3.33,3,3,3,118,7,Active
USR_01112,1,1,0,0,0,1,0,16,6.34,3,3,3,408,9,Power
USR_01113,0,0,1,0,0,0,0,12,4.22,1,1,3,40,10,Active
USR_01114,1,1,0,0,0,1,1,14,6.42,3,4,3,389,12,Power
USR_01115,0,0,0,0,0,1,1,15,4.02,2,2,3,497,11,Active
USR_01116,1,0,0,1,0,0,0,13,6.97,1,2,3,462,9,Active
USR_01117,1,0,1,0,0,0,1,5,2.06,2,3,2,16,5,Basic
USR_01118,0,0,1,0,1,0,1,24,9.36,2,3,4,147,22,Champion
USR_01119,0,0,0,0,0,0,0,22,6.37,1,0,4,455,11,Power
USR_01120,1,0,0,0,0,0,1,15,7.09,1,2,4,463,15,Power
USR_01121,1,0,0,0,0,0,0,11,3.09,1,1,3,110,7,Active
USR_01122,1,0,0,0,0,0,0,22,6.88,1,1,4,461,17,Power
USR_01123,0,0,0,0,0,0,1,2,2.48,1,1,2,227,4,Basic
USR_01124,1,0,0,0,0,1,0,10,7.92,2,2,3,493,6,Active
USR_01125,1,1,0,0,0,1,1,15,4.24,3,4,3,293,9,Power
USR_01126,1,0,0,1,1,1,1,18,7.57,3,5,4,439,13,Power
USR_01127,0,0,0,0,0,1,0,13,3.44,2,1,3,269,10,Active
USR_01128,1,0,0,0,0,0,1,6,3.0,1,2,2,439,4,Basic
USR_01129,1,1,1,0,1,0,1,17,6.13,2,5,4,276,12,Power
USR_01130,1,0,0,0,0,0,0,6,2.91,1,1,2,399,4,Basic
USR_01131,0,0,0,0,0,0,0,17,5.7,1,0,3,195,11,Active
USR_01132,1,0,1,0,1,0,0,13,5.02,2,3,3,193,8,Active
USR_01133,1,0,0,0,1,1,0,12,2.83,3,3,3,253,8,Active
USR_01134,0,0,0,0,1,0,0,2,3.53,1,1,2,213,1,Basic
USR_01135,1,0,0,0,0,1,1,16,3.58,3,3,3,482,8,Active
USR_01136,0,0,1,0,0,0,1,18,4.83,1,2,4,132,12,Power
USR_01137,0,0,0,0,0,0,1,4,2.54,1,1,2,187,3,Basic
USR_01138,0,1,0,0,0,0,0,14,3.43,1,1,3,80,9,Active
USR_01139,0,0,0,1,0,0,0,6,1.67,1,1,2,472,8,Basic
USR_01140,1,1,0,0,1,1,0,20,5.03,3,4,4,107,12,Power
USR_01141,1,0,1,1,1,1,1,28,11.53,3,6,4,132,19,Champion
USR_01142,1,0,1,0,0,0,1,3,0.7,2,3,2,80,2,Basic
USR_01143,0,1,1,0,1,0,1,14,3.31,2,4,3,395,6,Active
USR_01144,0,0,1,0,0,1,0,16,9.65,2,2,3,397,7,Active
USR_01145,1,0,0,0,0,0,1,14,6.47,1,2,3,488,10,Active
USR_01146,0,0,0,0,0,0,0,5,0.5,1,0,2,479,2,Dormant
USR_01147,0,0,0,0,1,0,0,15,9.75,1,1,3,336,10,Active
USR_01148,0,0,1,0,0,1,1,14,7.13,3,3,3,478,9,Power
USR_01149,1,0,1,0,0,0,0,20,6.24,1,2,4,361,15,Power
USR_01150,0,0,0,0,1,0,1,14,3.88,1,2,3,493,10,Active
USR_01151,0,0,1,0,0,0,0,22,5.81,1,1,4,37,16,Power
USR_01152,1,1,1,0,1,1,0,21,5.41,3,5,4,284,12,Power
USR_01153,1,1,1,1,1,0,1,24,10.48,2,6,4,324,14,Champion
USR_01154,1,0,0,0,1,0,1,28,7.89,2,3,4,326,19,Champion
USR_01155,0,0,0,0,0,0,0,8,3.59,1,0,2,87,3,Basic
USR_01156,1,0,0,0,1,1,0,11,5.23,3,3,3,412,9,Active
USR_01157,1,0,0,0,0,1,0,8,8.0,2,2,2,177,6,Active
USR_01158,0,0,0,0,0,0,0,6,1.65,1,0,2,437,4,Basic
USR_01159,0,0,0,0,1,0,0,5,1.88,1,1,2,194,3,Basic
USR_01160,0,0,0,0,1,0,0,12,2.23,1,1,3,365,7,Active
USR_01161,0,1,1,0,0,0,1,14,3.87,2,3,3,363,12,Active
USR_01162,0,0,1,0,0,0,1,12,6.46,1,2,3,179,9,Active
USR_01163,1,1,1,1,1,0,0,21,4.78,2,5,4,27,12,Power
USR_01164,1,0,0,0,1,1,0,18,5.0,3,3,4,447,14,Power
USR_01165,1,0,0,1,1,0,0,10,8.57,2,3,3,370,10,Active
USR_01166,0,0,0,0,0,0,0,6,3.29,1,0,2,46,3,Basic
USR_01167,1,0,0,0,0,0,0,15,6.05,1,1,3,48,9,Active
USR_01168,0,1,1,0,0,1,1,12,4.34,3,4,3,443,7,Active
USR_01169,1,1,0,1,1,0,0,16,5.64,2,4,4,242,12,Power
USR_01170,0,1,0,0,0,0,0,20,6.73,1,1,4,86,13,Power
USR_01171,0,0,0,0,1,0,0,6,1.86,1,1,2,179,5,Basic
USR_01172,1,0,0,0,1,0,1,8,3.31,2,3,2,435,3,Active
USR_01173,1,1,0,0,1,1,0,18,5.89,3,4,4,164,13,Power
USR_01174,1,0,1,0,0,0,0,2,3.01,1,2,2,70,1,Basic
USR_01175,1,1,1,0,0,0,0,23,11.4,2,3,4,145,13,Power
USR_01176,0,1,1,1,0,1,0,10,3.51,3,4,3,191,7,Active
USR_01177,0,1,0,0,0,0,0,22,6.14,1,1,4,411,15,Power
USR_01178,0,1,0,0,1,0,0,11,9.52,1,2,3,349,6,Active
USR_01179,0,0,0,0,1,0,0,12,10.48,1,1,3,371,8,Active
USR_01180,0,0,1,1,0,0,1,11,2.53,2,3,3,155,6,Active
USR_01181,0,0,0,0,1,1,1,21,8.22,3,3,4,126,15,Power
USR_01182,1,0,0,0,1,0,0,11,3.51,1,2,3,354,10,Active
USR_01183,1,0,1,0,1,0,1,17,4.61,2,4,4,425,11,Power
USR_01184,1,0,0,1,0,0,1,10,2.64,2,3,3,412,9,Active
USR_01185,1,0,0,0,0,0,0,11,3.66,1,1,3,41,8,Active
USR_01186,0,0,1,0,0,1,0,12,5.34,2,2,3,143,9,Active
USR_01187,0,0,0,0,0,1,0,9,2.55,2,1,2,111,6,Basic
USR_01188,1,0,0,0,0,0,0,14,4.38,1,1,3,189,9,Active
USR_01189,0,0,1,1,0,0,0,10,2.84,1,2,3,137,9,Active
USR_01190,0,1,0,0,1,0,1,16,4.63,2,3,4,338,11,Power
USR_01191,0,0,0,0,0,0,0,6,2.07,1,0,2,21,7,Basic
USR_01192,1,0,1,0,0,0,1,14,7.9,2,3,3,417,9,Power
USR_01193,1,1,0,1,0,1,1,25,7.74,3,5,4,269,14,Champion
USR_01194,1,1,1,0,1,1,0,11,11.19,3,5,3,165,7,Power
USR_01195,1,0,0,0,0,1,0,22,5.28,2,2,4,11,12,Power
USR_01196,0,0,0,0,0,0,0,6,1.96,1,0,2,437,5,Basic
USR_01197,1,0,1,0,0,1,0,14,3.08,3,3,3,290,11,Power
USR_01198,0,0,0,0,0,0,0,19,5.93,1,0,4,301,12,Power
USR_01199,1,0,0,1,0,0,0,4,1.75,1,2,2,277,5,Basic
USR_01200,1,1,0,0,0,1,0,26,7.56,3,3,4,196,18,Champion
USR_01201,1,0,1,0,1,1,0,15,6.95,3,4,4,236,11,Power
USR_01202,1,0,0,1,0,1,1,7,6.36,3,4,2,439,8,Active
USR_01203,1,0,1,0,0,0,1,12,7.66,2,3,3,367,10,Active
USR_01204,1,0,0,0,0,0,1,14,2.84,1,2,3,384,9,Active
USR_01205,0,0,0,0,0,0,0,7,3.08,1,0,2,414,3,Basic
USR_01206,1,0,0,0,1,1,0,19,5.14,3,3,4,25,12,Power
USR_01207,1,1,0,1,1,0,0,25,7.59,2,4,4,333,22,Champion
USR_01208,0,1,0,0,0,0,0,13,4.32,1,1,3,475,11,Active
USR_01209,0,0,0,0,1,0,0,14,4.53,1,1,3,71,9,Active
USR_01210,0,0,0,0,0,0,0,12,6.65,1,0,3,247,6,Active
USR_01211,0,0,0,0,0,0,0,10,4.33,1,0,3,413,10,Active
USR_01212,0,0,1,0,1,0,1,8,5.01,2,3,2,304,7,Active
USR_01213,1,1,0,0,1,0,1,16,5.52,2,4,3,336,12,Power
USR_01214,0,0,0,0,0,0,0,1,1.61,1,0,2,148,2,Dormant
USR_01215,1,0,0,1,0,0,1,19,5.54,2,3,4,253,16,Power
USR_01216,1,0,0,1,0,1,1,4,2.66,3,4,2,284,2,Active
USR_01217,0,1,0,0,1,0,0,9,3.76,1,2,3,222,8,Active
USR_01218,0,0,0,1,1,0,0,14,3.04,1,2,3,200,9,Active
USR_01219,0,0,0,1,0,0,0,13,4.3,1,1,3,115,9,Active
USR_01220,1,0,0,0,0,0,0,16,6.01,1,1,3,457,11,Active
USR_01221,0,0,0,0,0,0,0,13,6.66,1,0,3,275,10,Active
USR_01222,0,0,0,0,0,1,0,5,3.31,2,1,2,52,3,Basic
USR_01223,0,1,0,0,0,1,0,17,8.27,2,2,3,250,10,Power
USR_01224,0,0,1,0,0,0,1,11,8.44,1,2,3,415,9,Active
USR_01225,1,0,0,0,0,1,0,17,7.82,2,2,3,489,13,Power
USR_01226,0,1,0,0,0,0,0,7,3.45,1,1,3,380,5,Basic
USR_01227,1,1,0,0,0,0,0,10,4.58,1,2,3,114,6,Active
USR_01228,1,1,1,0,1,1,1,29,8.65,3,6,4,197,20,Champion
USR_01229,0,1,0,0,0,0,1,7,5.02,1,2,2,341,7,Active
USR_01230,1,0,0,0,0,0,0,21,10.42,1,1,4,311,14,Power
USR_01231,0,0,0,0,0,1,0,2,2.29,2,1,2,176,1,Basic
USR_01232,0,0,0,0,1,1,0,14,6.46,2,2,3,275,10,Active
USR_01233,1,0,1,0,0,0,0,16,4.96,1,2,4,469,12,Active
USR_01234,0,1,1,0,1,0,1,8,2.72,2,4,3,460,6,Active
USR_01235,0,1,1,0,1,0,1,16,4.26,2,4,3,424,13,Power
USR_01236,1,1,0,0,0,0,1,20,10.17,2,3,4,410,15,Power
USR_01237,1,0,0,1,0,0,0,22,6.56,1,2,4,7,16,Power
USR_01238,0,0,0,0,0,0,0,6,1.56,1,0,2,267,4,Basic
USR_01239,1,1,0,0,0,1,0,24,9.93,3,3,4,381,16,Champion
USR_01240,1,1,0,0,1,1,1,21,5.57,3,5,4,63,15,Champion
USR_01241,1,0,0,0,0,0,1,14,3.57,1,2,3,321,10,Active
USR_01242,0,1,0,1,0,1,0,17,4.83,3,3,4,208,14,Power
USR_01243,0,0,0,0,0,0,0,13,3.59,1,0,3,432,10,Active
USR_01244,1,1,0,0,0,0,1,10,1.94,2,3,3,169,8,Active
USR_01245,1,0,0,0,0,0,0,14,7.71,1,1,3,382,7,Active
USR_01246,1,0,0,0,0,1,0,19,8.48,2,2,4,498,14,Power
USR_01247,1,1,0,1,0,0,1,24,6.69,2,4,4,348,14,Power
USR_01248,0,0,1,0,1,1,0,23,7.71,3,3,4,145,15,Champion
USR_01249,1,1,0,1,0,0,1,13,7.06,2,4,3,194,9,Active
USR_01250,1,1,1,0,0,0,1,20,6.14,2,4,4,446,16,Power
USR_01251,0,1,0,0,0,0,0,10,6.13,1,1,2,183,4,Basic
USR_01252,0,1,1,0,1,0,0,18,5.6,2,3,4,254,14,Power
USR_01253,1,1,0,0,0,0,0,14,3.96,1,2,3,96,8,Active
USR_01254,0,0,0,0,0,0,0,13,3.72,1,0,3,393,6,Active
USR_01255,1,1,0,0,1,1,0,23,9.33,3,4,4,307,12,Champion
USR_01256,1,0,1,0,0,0,0,18,5.09,1,2,4,174,12,Power
USR_01257,1,1,0,0,0,0,1,20,5.28,2,3,4,261,13,Power
USR_01258,0,0,1,0,0,1,0,11,3.1,2,2,3,45,9,Active
USR_01259,1,1,0,0,1,0,0,18,5.14,2,3,3,57,11,Power
USR_01260,0,0,0,0,0,0,0,2,3.99,1,0,2,315,3,Basic
USR_01261,1,1,1,0,0,0,1,18,5.47,2,4,4,453,15,Power
USR_01262,1,0,1,0,1,0,1,17,4.62,2,4,4,127,14,Power
USR_01263,1,0,0,0,0,0,1,12,3.87,1,2,3,251,7,Active
USR_01264,0,0,0,1,1,0,0,19,4.66,1,2,4,382,15,Power
USR_01265,0,1,1,0,0,0,0,4,0.75,1,2,2,179,4,Basic
USR_01266,1,1,0,0,0,0,1,12,5.07,2,3,3,473,8,Active
USR_01267,0,1,1,0,0,0,0,11,3.76,1,2,3,311,8,Active
USR_01268,1,0,0,0,0,0,0,2,0.75,1,1,2,149,3,Basic
USR_01269,0,0,0,0,1,0,1,13,4.59,1,2,3,36,9,Active
USR_01270,1,0,1,0,0,0,0,20,11.91,1,2,4,497,13,Power
USR_01271,1,0,0,0,0,0,0,15,9.4,1,1,3,301,12,Active
USR_01272,0,0,0,1,1,0,0,21,7.4,1,2,4,255,15,Power
USR_01273,1,1,1,0,0,0,1,16,6.47,2,4,4,101,11,Power
USR_01274,0,0,0,1,0,0,0,4,1.51,1,1,2,223,2,Basic
USR_01275,0,0,0,1,1,0,0,8,5.51,1,2,3,21,8,Active
USR_01276,0,0,0,0,0,0,0,11,3.1,1,0,3,236,8,Active
USR_01277,1,1,0,1,1,0,1,25,6.59,2,5,4,44,16,Champion
USR_01278,0,1,1,0,0,1,1,23,6.73,3,4,4,403,16,Champion
USR_01279,0,0,0,0,1,0,1,11,4.85,1,2,3,253,4,Active
USR_01280,0,0,0,0,1,0,0,11,7.61,1,1,3,193,9,Active
USR_01281,1,0,1,0,0,0,0,7,2.09,1,2,3,452,4,Basic
USR_01282,0,0,0,0,1,0,1,10,10.7,1,2,3,208,11,Active
USR_01283,1,1,0,0,0,1,1,11,6.67,3,4,3,145,10,Power
USR_01284,1,0,0,1,0,1,0,12,6.32,3,3,3,90,13,Power
USR_01285,0,1,0,0,0,0,1,1,2.38,1,2,2,445,1,Basic
USR_01286,0,0,1,0,0,0,0,6,1.93,1,1,2,12,5,Basic
USR_01287,1,0,0,0,0,1,0,19,8.51,2,2,4,260,11,Power
USR_01288,0,0,0,0,0,1,0,16,5.87,2,1,3,398,13,Active
USR_01289,1,0,0,0,0,0,0,9,1.73,1,1,3,353,6,Basic
USR_01290,0,0,0,0,0,1,0,5,0.91,2,1,2,159,3,Basic
USR_01291,1,1,0,0,1,1,0,21,6.63,3,4,4,369,13,Power
USR_01292,1,1,0,0,0,0,1,18,8.85,2,3,4,293,15,Power
USR_01293,1,1,0,0,0,0,0,16,16.39,1,2,4,260,13,Power
USR_01294,0,0,0,0,0,0,0,12,4.37,1,0,3,477,9,Active
USR_01295,1,0,1,0,1,1,1,27,10.76,3,5,4,345,20,Champion
USR_01296,1,1,1,1,1,0,1,20,8.78,2,6,4,340,12,Champion
USR_01297,0,1,0,0,0,0,1,9,5.04,1,2,3,358,7,Active
